dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
709628,Dybvad,10,Dybvadhallen,813,84,403591,"Ørnevej 8, 9352 Dybvad",Frederikshavn,389200
748391,Sæby,9,Sæby Kulturhus,813,84,403591,"Rådhuspladsen 2, 9300 Sæby",Frederikshavn,389200
712132,Strandby,5,Strandby Borger- og Kulturhus,813,84,403591,"Skolevej 2, 9970 Strandby",Frederikshavn,389200
710978,Gærum,8,Gærum Skole,813,84,403591,"Brønderslevvej 99, 9900 Frederikshavn",Frederikshavn,389200
703530,Hørby,11,Hørby Sognehus,813,84,403591,"Hjørringvej 105, Hørby, 9300 Sæby",Frederikshavn,389200
705148,Skagen,1,Skagen Kultur- og Fritidscenter,813,84,403591,"Kirkevej 19, 9990 Skagen",Frederikshavn,389200
711060,Frederikshavn,6,Arena Nord,813,84,403591,"Harald Nielsens Pl. 9, 9900 Frederikshavn",Frederikshavn,389200
709634,Elling,4,Bannerslundhallen,813,84,403591,"Grundtvigsvej 73, Elling, 9900 Frederikshavn",Frederikshavn,389200
712112,Volstrup,14,Syvsten Hallen,813,84,403591,"Idræts Alle 3, Syvsten, 9300 Sæby",Frederikshavn,389200
748393,Voerså,13,Stensnæsskolen,813,84,403591,"Østkystvejen 314, Voerså, 9300 Sæby",Frederikshavn,389200
703516,Østervrå,15,Østervrå Idræts- & Kulturcenter,813,84,403591,"Bredgade 6, 9750 Østervrå",Frederikshavn,389200
705156,Jerup,3,Jerup Forsamlingshus,813,84,403591,"Skagensvej 448, 9981 Jerup",Frederikshavn,389200
748390,Ravnshøj,7,Ravnshøj Skole,813,84,403591,"Ravnshøjvej 155, Ravnshøj, 9900 Frederikshavn",Frederikshavn,389200
705142,Thorshøj,12,Thorshøj gamle skole,813,84,403591,"Hjørringvej 216A, Thorshøj, 9750 Østervrå",Frederikshavn,389200
748530,Ålbæk,2,Ålbæk Kulturhus,813,84,403591,"Møldamvej 9B, 9982 Ålbæk",Frederikshavn,389200
