dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
709112,Vesløs,6,Hannæs Hallen,787,87,403593,"Gl. Feggesundvej 29, 7742 Vesløs",Thisted,389198
748376,Hanstholm,4,Hanstholm Hallerne,787,87,403593,"Fyrvej 104, Nytorp, 7730 Hanstholm",Thisted,389198
704712,Bedsted,8,Bedsted Hallen,787,87,403593,"Ved Stadion 7, 7755 Bedsted Thy",Thisted,389198
701270,Klitmøller,15,Ældrecenter Klitrosen,787,87,403593,"Krovej 3, Klitmøller, 7700 Thisted",Thisted,389198
705918,Thisted,1,Munkehallen,787,87,403593,"Munkevej 9E, 7700 Thisted",Thisted,389198
708884,Frøstrup,10,"Hannæs-Østerild Skole, Frøstrup",787,87,403593,"Skolevej 2, 7741 Frøstrup",Thisted,389198
748371,Snedsted,2,Snedsted Hallen,787,87,403593,"Øster Alle 10, 7752 Snedsted",Thisted,389198
702944,Sjørring,5,Sjørring Idræts- og Kulturcenter,787,87,403593,"Hjørnet 2, Sjørring, 7700 Thisted",Thisted,389198
748370,Koldby,12,Koldby Skole,787,87,403593,"Kastanievej 4, Koldby, 7752 Snedsted",Thisted,389198
748373,Østerild,13,Østerild Multicenter,787,87,403593,"Østerild Byvej 7, Østerild, 7700 Thisted",Thisted,389198
748372,Vorupør,11,Vorupør gl. skole,787,87,403593,"Vesterhavsgade 13, Vorupør, 7700 Thisted",Thisted,389198
748377,Sennels,14,Nordthy Hallen,787,87,403593,"Sennelsvej 128, Sennels, 7700 Thisted",Thisted,389198
748374,Hurup,3,Hurup Hallerne,787,87,403593,"Idrætsvej 7, 7760 Hurup Thy",Thisted,389198
705906,Vestervig,7,Aktivitetscenter Vestervig-Agger,787,87,403593,"Teglgårdsvej 5, 7770 Vestervig",Thisted,389198
748375,Nors,9,Nors Hallen,787,87,403593,"Kirkebyvej 17, Nors, 7700 Thisted",Thisted,389198
