dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
703542,Bramming,25,Bramming Kultur- og Fritidscenter,561,53,403624,"Idræts Alle 10, 6740 Bramming",Esbjerg,389170
711090,Sønderris,24,Sognehuset Sønderris,561,53,403624,"Krebsens Kvarter 74, 6710 Esbjerg V",Esbjerg,389170
703522,Tjæreborg,20,Tjæreborg Skole,561,53,403624,"Tjæreborg Stationsv 41, 6731 Tjæreborg",Esbjerg,389170
703580,Ribe,28,Ribe Fritidscenter,561,53,403624,"Sportsvej 8, 6760 Ribe",Esbjerg,389170
701840,Bryndum,12,Bryndum Skole  (Gymnastiksalen),561,53,403624,"Bryndumvej 16, Tarp, 6715 Esbjerg N",Esbjerg,389170
712150,Hjerting,16,Hjerting Skole (Indgang Plantagevej),561,53,403624,"Gl Guldagervej 53, Hjerting, 6710 Esbjerg V",Esbjerg,389170
703586,Mandø,35,Restaurant Vadehavet Mandø,561,53,403624,"Vestervej 1, Mandø, 6760 Ribe",Esbjerg,389170
707864,Gørding,40,Gørding Idræts- og Kulturcenter,561,53,403624,"Skolegade 14, 6690 Gørding",Esbjerg,389170
707876,Høm,38,Høm Forsamlingshus,561,53,403624,"Hømvej 25, Høm, 6760 Ribe",Esbjerg,389170
701812,Gredstedbro,33,Kongeåhallen,561,53,403624,"Gredsted Kjærvej 10, Gredsted, 6771 Gredstedbro",Esbjerg,389170
705174,Skads,8,Skads Skole (Energien),561,53,403624,"Andrup Byvej 79E, 6705 Esbjerg Ø",Esbjerg,389170
709664,Guldager,17,Guldager Forsamlingshus,561,53,403624,"Guldagervej 72, Guldager, 6710 Esbjerg V",Esbjerg,389170
707870,Egebæk-Hviding,32,Kultur- og Aktivitetscenter,561,53,403624,"Egebækvej 30, Egebæk, 6760 Ribe",Esbjerg,389170
701204,Rørkjær,4,Rørkjær Skole,561,52,403625,"Ringen 61, 6700 Esbjerg",Esbjerg,389170
705826,Esbjerg Rådhus,2,Esbjerg Rådhus,561,52,403625,"Torvegade 74, 6700 Esbjerg",Esbjerg,389170
702746,Boldesager,6,Boldesager Skole (indgang Edelsvej),561,52,403625,"Nørrebrogade 100, 6700 Esbjerg",Esbjerg,389170
710374,Jerne,5,Bakkeskolen,561,52,403625,"Skolebakken 166, 6705 Esbjerg Ø",Esbjerg,389170
708726,Skovbo,3,Skovbo Centeret (Indgang Gl Vardevej),561,52,403625,"Ved Skoven 41, 6700 Esbjerg",Esbjerg,389170
704330,Sædding,15,Sædding Fritidscenter,561,52,403625,"Fyrparken 1B, 6710 Esbjerg V",Esbjerg,389170
708768,Gjesing,11,Vitaskolen (Blok A),561,52,403625,"Vester Gjesingvej 28, 6715 Esbjerg N",Esbjerg,389170
702806,Østerbyen,7,Østerbycentret,561,52,403625,"Ribegade 169A, 6700 Esbjerg",Esbjerg,389170
710398,Grønlandsparken,23,"Studie 10, Esbjerg Ungdomsskole (omr foran formning og håndarbejde)",561,52,403625,"Grønlandsparken 300, 6715 Esbjerg N",Esbjerg,389170
710368,Ådalen,22,Ådalskolen (Gymnastiksalen),561,52,403625,"Åmoseparken 252, 6710 Esbjerg V",Esbjerg,389170
702740,Kvaglund,21,Kvaglundhallen,561,52,403625,"Askekrattet 4, 6705 Esbjerg Ø",Esbjerg,389170
