dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
704436,Munkegård,2,Munkegårdsskolen,157,13,403558,"Vangedevej 178, 2870 Dyssegård",Gentofte,389108
704424,Skovshoved,9,Skovshoved Skole,157,13,403558,"Korsgårdsvej 1, 2920 Charlottenlund",Gentofte,389108
707338,Jægersborg,1,Tjørnegårdsskolen,157,13,403558,"Brogårdsvej 64, 2820 Gentofte",Gentofte,389108
701254,Hellerup,7,Byens Hus,157,13,403558,"Hellerupvej 24, 2900 Hellerup",Gentofte,389108
702884,Rådhuset,3,Rådhuset,157,13,403558,"Bernstorffsvej 161, 2920 Charlottenlund",Gentofte,389108
708814,Skovgård,10,Skovgårdsskolen,157,13,403558,"Skovgårdsvej 56, 2920 Charlottenlund",Gentofte,389108
702878,Bakkegård,4,Bakkegårdshallen,157,13,403558,"Bakkevænget 12, 2820 Gentofte",Gentofte,389108
702872,Ordrup,8,Ordruphallen,157,13,403558,"Ejgårdsvej 11, 2920 Charlottenlund",Gentofte,389108
702890,Maglegård,6,Maglegårdshallen,157,13,403558,"Bregnegårdsvej 25, 2900 Hellerup",Gentofte,389108
711716,Dyssegård,5,Dyssegårdsskolen Hallen,157,13,403558,"Dyssegårdsvej 26, 2900 Hellerup",Gentofte,389108
