dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
709030,Billum,5,Billum Kro,573,54,403620,"Vesterhavsvej 25, 6852 Billum",Varde,389173
707498,Oksbøl,18,Rådhussalen (Det Gamle Rådhus),573,54,403620,"Kirkegade 5, 6840 Oksbøl",Varde,389173
706078,Nordenskov,28,"Nordenskov-Næsbjerg Skole, NUIF´s klublokale",573,54,403620,"Sønderskovvej 107, Nordenskov, 6800 Varde",Varde,389173
704654,Fåborg,24,Fåborg Kro,573,54,403620,"Krosvinget 1, Fåborg, 6818 Årre",Varde,389173
710662,Outrup,15,Hotel Outrup,573,54,403620,"Jernbanegade 2, 6855 Outrup",Varde,389173
704624,Tistrup,31,Hodde-Tistrup Hallen,573,54,403620,"Lærkevej 23, 6862 Tistrup",Varde,389173
703068,Henne,14,Restaurant Stausø,573,54,403620,"Klintingvej 204, Stausø, 6854 Henne",Varde,389173
709054,Skovlund,33,Skovlund Kulturhus,573,54,403620,"Solbakken 2B, Skovlund, 6823 Ansager",Varde,389173
704648,Starup,27,Starup Multihus,573,54,403620,"Smedebakken 16, Starup, 7200 Grindsted",Varde,389173
706084,Janderup,9,Eventyrgården,573,54,403620,"Vesterled 52, 6851 Janderup Vestj",Varde,389173
707430,Nørre Nebel,13,Form & Fritid Nørre Nebel,573,54,403620,"Klintingvej 21, 6830 Nørre Nebel",Varde,389173
710668,Lunde,10,Lunde Forsamlingshus,573,54,403620,"Skolegade 51, Lunde, 6830 Nørre Nebel",Varde,389173
709048,Tinghøj,6,Tinghøj Forsamlingshus,573,54,403620,"Stilbjergvej 57, Tinghøj, 6800 Varde",Varde,389173
704642,Alslev,7,Alslev Forsamlingshus,573,54,403620,"Bredgade 34, Alslev, 6800 Varde",Varde,389173
707562,Næsbjerg,26,Næsbjerg Skole - Hallen. Indgang fra Hovedgaden 55,573,54,403620,"Hovedgaden 55, Næsbjerg, 6800 Varde",Varde,389173
707556,Horne,8,Horne Hallen,573,54,403620,"Stadionvej 21, Horne, 6800 Varde",Varde,389173
701470,Varde By,1,"Sportium, mødelokale 1 og 2",573,54,403620,"Lerpøtvej 55, 6800 Varde",Varde,389173
709060,Årre,22,Årre Kro,573,54,403620,"Skolegade 13, 6818 Årre",Varde,389173
707512,Sig,4,"Birgittegården, Rød Stue",573,54,403620,"Falkevej 4A, Sig, 6800 Varde",Varde,389173
710690,Ølgod,30,Ølgod Hallen - Bemærk NYT afstemningssted,573,54,403620,"Skolegade 18, 6870 Ølgod",Varde,389173
708972,Blåvand,19,Blåvand Borgerhus,573,54,403620,"Blåvandvej 30A, 6857 Blåvand",Varde,389173
704694,Agerbæk,23,Agerbæk Hotel,573,54,403620,"Storegade 7, 6753 Agerbæk",Varde,389173
701482,Ansager,32,"Skovlund-Ansager Hallen, Mini-hallen",573,54,403620,"Lærkevej 16, 6823 Ansager",Varde,389173
