dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
704018,Hallund,56,Hallund Kro,810,86,403592,"Sølvgade 74, 9700 Brønderslev",Brønderslev,389199
700990,Hjallerup,5,Hjallerup Kulturhus,810,86,403592,"Nørre Alle 3A, 9320 Hjallerup",Brønderslev,389199
711454,Jerslev,70,Hallen på Toftegårdsskolen,810,86,403592,"Sdr Ringgade 79, 9740 Jerslev J",Brønderslev,389199
705646,Ø. Brønderslev,50,Samlingshuset,810,86,403592,"Elmevej 124, 9700 Brønderslev",Brønderslev,389199
710140,Brønderslev,10,Brønderslev Hallen,810,86,403592,"Knudsgade 15, 9700 Brønderslev",Brønderslev,389199
708630,Serritslev,80,Serritslev Forsamlingshus,810,86,403592,"Hybenvej 3, 9700 Brønderslev",Brønderslev,389199
704012,Thise,40,Manna-Thise Samlingshus,810,86,403592,"Jens Thise Vej 33, 9700 Brønderslev",Brønderslev,389199
702304,Stenum,34,Stenum Kultur- og Forsamlingshus,810,86,403592,"Tømmerbyvej 6, 9700 Brønderslev",Brønderslev,389199
704006,Klokkerholm,6,Klokkerholm Hallen,810,86,403592,"Anemonevej 5, Klokkerholm, 9320 Hjallerup",Brønderslev,389199
700996,Flauenskjold,4,Flauenskjold Kulturhus,810,86,403592,"Ålborgvej 583, Flauenskjold, 9330 Dronninglund",Brønderslev,389199
708636,Asaa,2,Asaa-Hallen,810,86,403592,"Møllehusvej 7, 9340 Asaa",Brønderslev,389199
705640,Dronninglund,3,Dronninglund Skole,810,86,403592,"Rørholtvej 20, 9330 Dronninglund",Brønderslev,389199
708624,Agersted,1,Rosendalcenteret,810,86,403592,"Dronninglundvej 8, Agersted, 9330 Dronninglund",Brønderslev,389199
