dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
705502,Hastrup,5,Hastrupskolen,259,34,403633,"Langelandsvej 70, 4600 Køge",Køge,
700864,Ejby,7,Ejbyhallen,259,34,403633,"Skovvang 4, Ejby, 4623 Lille Skensved",Køge,
706854,Vemmedrup,8,Vemmedruphallen,259,34,403633,"Vindegårdsvej 1, 4632 Bjæverskov",Køge,
702164,Gørslev,10,Ellebækskolen,259,34,403633,"Lundegårdsvej 2, Gørslev, 4100 Ringsted",Køge,
708480,Ølsemagle,4,Kirstinedalsskolen,259,34,403633,"Skolevej 1, 4600 Køge",Køge,
711350,Bjæverskov,9,Skovboskolen,259,34,403633,"Halvejen 2, 4632 Bjæverskov",Køge,
709930,Køge By - Vest,2,Køge Gymnasium,259,34,403633,"Gymnasievej 4, 4600 Køge",Køge,
705496,Herfølge,6,Herfølgehallen,259,34,403633,"Vordingborgvej 124, 4681 Herfølge",Køge,
705508,Ølby,3,Center for Dansk og Integration,259,34,403633,"Ølbycenter 53, 4600 Køge",Køge,
711336,Køge By,1,Køgehallerne,259,34,403633,"Ved Stadion 2B, 4600 Køge",Køge,
703912,Borup,11,Borup Kulturhus,259,34,403633,"Møllevej 2, 4140 Borup",Køge,
