dagi_id,navn,nummer,afstemningssted_navn,kommune_id,opstillingskreds_nummer,opstillingskreds_dagi_id,afstemningssted_adresse,kommune_navn,kommune_dagi_id
748590,Nymarken,3,Nymarksskolen,440,46,403614,"Nymarken 47, Hundslev, 5300 Kerteminde",Kerteminde,389159
706574,Kerteminde,2,Kerteminde Idrætscenter,440,46,403614,"Enggade 19, 5300 Kerteminde",Kerteminde,389159
712260,Hindsholm,1,Hindsholmskolen,440,46,403614,"Dalby Bygade 5, 5380 Dalby",Kerteminde,389159
705322,Marslev,4,Marslev Skole- og Børnehus,440,46,403614,"Marslev Byvej 41, 5290 Marslev",Kerteminde,389159
707976,Munkebo,6,Munkebo Idrætscenter,440,46,403614,"Mosevangen 2, 5330 Munkebo",Kerteminde,389159
705316,Langeskov,5,Langeskov Idrætscenter,440,46,403614,"Børmosevej 3, 5550 Langeskov",Kerteminde,389159
