bogstav;procent_25;procent_21;partier;listebogstav;kommune_kode;kommune;pp_change
R;6,644134861099663;5,959180245254494;Radikale;B;657;herning;0,6849546158451689
R;3,638664161650244;2,9617222925773112;Radikale;B;167;hvidovre;0,676941869072933
R;3,60349646191354;2,9502705488276217;Radikale;B;340;sorø;0,6532259130859184
EL;4,461147989066771;3,814076484947112;Enhedslisten;Ø;183;ishøj;0,6470715041196593
DF;3,141273307576012;2,4995834027662056;Dansk Folkeparti;O;671;struer;0,6416899048098066
ALT;0,983632018085024;0,3602035851951649;Alternativet;Å;461;odense;0,6234284328898592
R;3,0731221013393437;2,4501753295752144;Radikale;B;420;assens;0,6229467717641293
EL;3,6770493646688407;3,0582272648735818;Enhedslisten;Ø;840;rebild;0,6188220997952589
ALT;3,3387077745880687;2,726602800294768;Alternativet;Å;706;syddjurs;0,6121049742933007
R;3,638131739267225;3,0321887198053967;Radikale;B;860;hjørring;0,6059430194618285
ALT;0,8243062448750593;0,2520172943978174;Alternativet;Å;370;næstved;0,5722889504772419
EL;4,951273184533165;4,389240904703957;Enhedslisten;Ø;240;egedal;0,5620322798292081
R;4,064491214520178;3,502879078694818;Radikale;B;175;rødovre;0,5616121358253601
SF;8,389657340458974;7,834333431245017;SF;F;240;egedal;0,5553239092139579
EL;3,0907178279817664;2,5363059930456124;Enhedslisten;Ø;810;brønderslev;0,554411834936154
V;25,78432474980322;25,237574151932268;Venstre;V;840;rebild;0,5467505978709504
R;2,659839271744542;2,1222979092018743;Radikale;B;253;greve;0,5375413625426675
DF;4,29049811636668;3,758015054362977;Dansk Folkeparti;O;329;ringsted;0,5324830620037031
EL;11,564225248435775;11,045973464979944;Enhedslisten;Ø;165;albertslund;0,5182517834558311
EL;7,454503033131124;6,938523324065493;Enhedslisten;Ø;350;lejre;0,5159797090656317
SF;4,763173672640065;4,249018662626541;SF;F;223;hørsholm;0,5141550100135239
DF;4,835143708545612;4,336734693877551;Dansk Folkeparti;O;316;holbæk;0,4984090146680611
EL;4,376159854991153;3,893551594182793;Enhedslisten;Ø;370;næstved;0,4826082608083597
K;5,016074519825241;4,539727868301697;Konservative;C;657;herning;0,47634665152354394
SF;4,204268729408394;3,747413594911488;SF;F;269;solrød;0,45685513449690607
DF;5,604438472541286;5,162235341115895;Dansk Folkeparti;O;420;assens;0,4422031314253907
DF;4,416097016846381;3,974090626237484;Dansk Folkeparti;O;860;hjørring;0,4420063906088969
R;2,305526223160859;1,8855878096535288;Radikale;B;400;bornholm;0,4199384135073303
DF;4,7828697218331;4,367783623459624;Dansk Folkeparti;O;219;hillerød;0,4150860983734761
SP;3,1467088520530986;2,7331567121633857;Slesvigsk Parti;S;510;haderslev;0,41355213988971284
EL;5,515393244422286;5,11088742409975;Enhedslisten;Ø;173;lyngby-taarbæk;0,40450582032253646
R;2,280632237044864;1,8855878096535288;Radikale;B;400;bornholms regionskommune;0,39504442739133516
EL;6,657635659249161;6,279705100857004;Enhedslisten;Ø;461;odense;0,3779305583921566
EL;6,826680912768069;6,449409306437354;Enhedslisten;Ø;151;ballerup;0,3772716063307149
R;3,992581023037875;3,620829943043125;Radikale;B;183;ishøj;0,3717510799947501
S;14,036500268384328;13,682277318640956;Socialdemokratiet;A;482;langeland;0,354222949743372
ALT;1,2761370985126106;0,944376666214812;Alternativet;Å;210;fredensborg;0,3317604322977986
K;3,6656891495601176;3,3356386657445336;Konservative;C;450;nyborg;0,330050483815584
EL;4,610790917297409;4,287052381295482;Enhedslisten;Ø;440;kerteminde;0,3237385360019269
R;3,282051282051282;2,964079377040944;Radikale;B;492;ærø;0,3179719050103378
EL;2,83566791937137;2,5240078184753973;Enhedslisten;Ø;773;morsø;0,31166010089597274
ALT;1,020279101142544;0,7200837915684735;Alternativet;Å;270;gribskov;0,3001953095740706
R;2,3277851021753464;2,0297071482825557;Radikale;B;787;thisted;0,2980779538927907
K;24,148590859910353;23,860324729392172;Konservative;C;820;vesthimmerlands;0,2882661305181813
R;5,884510810927453;5,597558437955192;Radikale;B;370;næstved;0,2869523729722605
V;17,34157177143441;17,057234094816998;Venstre;V;550;tønder;0,2843376766174117
SF;7,9164922561741315;7,633119598550321;SF;F;329;ringsted;0,2833726576238105
LA;2,0572827042942907;1,7778343516632722;Liberal Alliance;I;169;høje-taastrup;0,2794483526310185
EL;1,8975856083320184;1,633692458374143;Enhedslisten;Ø;779;skive;0,2638931499578754
R;4,042091951946527;3,783151326053042;Radikale;B;185;tårnby;0,258940625893485
R;4,031311154598826;3,781591497990912;Radikale;B;710;favrskov;0,24971965660791362
EL;2,12967165985777;1,880927084563019;Enhedslisten;Ø;766;hedensted;0,2487445752947508
ALT;0,554222708920227;0,3185047775716635;Alternativet;Å;851;aalborg;0,23571793134856345
FG;0,2466022657742013;0,0384609387587511;Frie Grønne;Q;751;aarhus;0,2081413270154502
DF;3,445427728613569;3,25542570951586;Dansk Folkeparti;O;155;dragør;0,19000201909770897
S;36,06904137405872;35,88359110460328;Socialdemokratiet;A;161;glostrup;0,18545026945543697
ALT;0,6156485275898218;0,4358243483289957;Alternativet;Å;265;roskilde;0,1798241792608261
ALT;0,8553933407083093;0,6898585871827224;Alternativet;Å;630;vejle;0,1655347535255869
K;22,625744388456255;22,47549534745973;Konservative;C;791;viborg;0,15024904099652403
R;0,8293838862559242;0,6819333732663687;Radikale;B;849;jammerbugt;0,14745051298955547
EL;2,6656751422932814;2,520224019912881;Enhedslisten;Ø;860;hjørring;0,14545112238040048
EL;4,491368044569779;4,352929340353466;Enhedslisten;Ø;510;haderslev;0,13843870421631266
DF;6,552793143273965;6,4381945737877935;Dansk Folkeparti;O;480;nordfyns;0,11459856948617109
DF;2,6706398290790507;2,562921154178426;Dansk Folkeparti;O;840;rebild;0,10771867490062492
ALT;0,4851146402491957;0,3831982313927782;Alternativet;Å;550;tønder;0,1019164088564175
R;3,142666099325269;3,048364065313218;Radikale;B;480;nordfyns;0,09430203401205128
V;22,082416988138583;21,990616106453352;Venstre;V;607;fredericia;0,0918008816852307
EL;2,97477904720845;2,8963896796349013;Enhedslisten;Ø;210;fredensborg;0,07838936757354853
R;7,876334192123665;7,806232644245603;Radikale;B;165;albertslund;0,07010154787806222
KD;0,6440311195836983;0,5776436303080766;Kristendemokraterne;K;820;vesthimmerlands;0,06638748927562166
DF;4,393127285478134;4,336265084884435;Dansk Folkeparti;O;810;brønderslev;0,05686220059369962
ALT;0,2647904372824936;0,2203596584425294;Alternativet;Å;766;hedensted;0,044430778839964186
DF;2,9061307955483895;2,8821747318431177;Dansk Folkeparti;O;706;syddjurs;0,023956063705271813
EL;2,899590357351858;2,8839063278525163;Enhedslisten;Ø;730;randers;0,01568402949934189
R;5,183015256105342;5,17137340091721;Radikale;B;479;svendborg;0,011641855188132766
EL;1,7871254027110812;1,7818339852238156;Enhedslisten;Ø;480;nordfyns;0,005291417487265582
EL;5,318335960261738;5,339330133922963;Enhedslisten;Ø;157;gentofte;-0,020994173661224913
KD;0,3535244664798448;0,3931137318693235;Kristendemokraterne;K;210;fredensborg;-0,03958926538947871
V;11,825783842916213;11,868318061568688;Venstre;V;751;aarhus;-0,04253421865247553
K;6,215309898242368;6,262686567164179;Konservative;C;260;halsnæs;-0,04737666892181114
R;1,6940333024976872;1,7492537313432834;Radikale;B;260;halsnæs;-0,05522042884559619
R;3,8030797946803543;3,886314488724128;Radikale;B;350;lejre;-0,0832346940437736
ALT;0,6111568635949893;0,7013183008566736;Alternativet;Å;420;assens;-0,09016143726168424
KD;0,912338289245028;1,0130091703988058;Kristendemokraterne;K;175;rødovre;-0,10067088115377776
R;3,3321446966995523;3,44484269215452;Radikale;B;326;kalundborg;-0,11269799545496761
KD;0,0523194977328217;0,1718494271685761;Kristendemokraterne;K;147;frederiksberg;-0,1195299294357544
EL;4,582814445828144;4,709151676743399;Enhedslisten;Ø;710;favrskov;-0,12633723091525528
EL;2,8767750801649106;3,005521906108489;Enhedslisten;Ø;791;viborg;-0,12874682594357845
V;31,63996084290793;31,77039966694421;Venstre;V;820;vesthimmerlands;-0,1304388240362826
R;4,549114331723027;4,683195592286501;Radikale;B;482;langeland;-0,13408126056347403
R;2,6039858343170614;2,752359680092225;Radikale;B;440;kerteminde;-0,14837384577516355
R;1,0669739017181787;1,2170177950501124;Radikale;B;810;brønderslev;-0,1500438933319337
R;2,02256913148502;2,176755634181986;Radikale;B;607;fredericia;-0,154186502696966
KD;0,2209520974707854;0,3864058074807123;Kristendemokraterne;K;101;københavn;-0,1654537100099269
EL;0,7471741490516636;0,9172515097111148;Enhedslisten;Ø;760;ringkøbing-skjern;-0,17007736065945123
K;53,705429969704035;53,88452425489463;Konservative;C;187;vallensbæk;-0,1790942851905939
V;19,37401518407105;19,564717602881444;Venstre;V;269;solrød;-0,19070241881039252
KD;3,984502267423942;4,192559802502767;Kristendemokraterne;K;400;bornholms regionskommune;-0,20805753507882452
KD;3,977472720872932;4,192559802502767;Kristendemokraterne;K;400;bornholm;-0,21508708162983448
KD;0,2915705644283911;0,509269600178691;Kristendemokraterne;K;846;mariagerfjord;-0,21769903575029997
R;9,08139645495767;9,30605564648118;Radikale;B;147;frederiksberg;-0,22465919152351077
R;5,088667483984597;5,321067157313707;Radikale;B;740;silkeborg;-0,23239967332910982
V;5,004362457933442;5,237523135370329;Venstre;V;173;lyngby-taarbæk;-0,23316067743688684
R;2,7970244420828907;3,034445051940952;Radikale;B;410;middelfart;-0,23742060985806113
ALT;0,3483635342042422;0,5877158256950576;Alternativet;Å;259;køge;-0,23935229149081544
KD;0,4723014035293036;0,7288859332889993;Kristendemokraterne;K;851;aalborg;-0,2565845297596957
R;1,7620691431809985;2,019150707743547;Radikale;B;820;vesthimmerlands;-0,2570815645625486
KD;0,594642553753799;0,8530144494270055;Kristendemokraterne;K;730;randers;-0,2583718956732065
KD;5,091541836889091;5,359461692834376;Kristendemokraterne;K;766;hedensted;-0,26791985594528533
KD;0,6926722566532993;0,963000506842372;Kristendemokraterne;K;849;jammerbugt;-0,2703282501890727
KD;0,1280136547898442;0,4055597117769814;Kristendemokraterne;K;253;greve;-0,2775460569871372
EL;4,31804951546074;4,596428571428572;Enhedslisten;Ø;430;faaborg-midtfyn;-0,2783790559678323
ALT;0,8556180752943907;1,1374607772145788;Alternativet;Å;479;svendborg;-0,2818427019201881
KD;0,4671675922901013;0,7568096558473333;Kristendemokraterne;K;580;aabenraa;-0,289642063557232
KD;0,1363279463661699;0,4266307398675199;Kristendemokraterne;K;461;odense;-0,29030279350135
R;1,4784742630351138;1,7800381436745074;Radikale;B;376;guldborgsund;-0,30156388063939366
EL;5,374071490130094;5,677082208641949;Enhedslisten;Ø;615;horsens;-0,3030107185118549
R;3,5419989367357787;3,867522909300816;Radikale;B;163;herlev;-0,3255239725650374
DF;3,765036321231829;4,097686465296979;Dansk Folkeparti;O;851;aalborg;-0,33265014406515014
R;3,0553169237664815;3,3898985036306013;Radikale;B;250;frederikssund;-0,33458157986411985
R;0,3709869203329369;0,7060518731988472;Radikale;B;360;lolland;-0,3350649528659103
R;4,382773500296134;4,722247643452;Radikale;B;161;glostrup;-0,33947414315586677
EL;1,9911187508952872;2,34500728025136;Enhedslisten;Ø;269;solrød;-0,35388852935607296
EL;1,3394315583142764;1,7060838362420487;Enhedslisten;Ø;580;aabenraa;-0,36665227792777233
S;24,7893850042123;25,15900014790711;Socialdemokratiet;A;727;odder;-0,3696151436948121
KD;0,353687228307443;0,7259082045651924;Kristendemokraterne;K;630;vejle;-0,37222097625774947
DF;3,22061191626409;3,594385412567231;Dansk Folkeparti;O;482;langeland;-0,37377349630314116
EL;3,930654310138211;4,317512929679687;Enhedslisten;Ø;746;skanderborg;-0,3868586195414756
EL;3,505317053958251;3,899131171858445;Enhedslisten;Ø;376;guldborgsund;-0,39381411790019394
KD;0,3893303517949127;0,7932523345717442;Kristendemokraterne;K;621;kolding;-0,40392198277683145
EL;1,9631978311338247;2,371081652383371;Enhedslisten;Ø;630;vejle;-0,40788382124954636
EL;1,6539923954372624;2,063054790327518;Enhedslisten;Ø;813;frederikshavn;-0,4090623948902554
EL;8,30999909673923;8,731474258970358;Enhedslisten;Ø;185;tårnby;-0,421475162231129
DF;4,180265259356989;4,60407810360977;Dansk Folkeparti;O;440;kerteminde;-0,4238128442527813
EL;5,242779405609042;5,676052411485921;Enhedslisten;Ø;329;ringsted;-0,4332730058768792
EL;4,149418490045338;4,616116751269036;Enhedslisten;Ø;320;faxe;-0,46669826122369784
KD;0,3444800732936326;0,8120450159542961;Kristendemokraterne;K;791;viborg;-0,4675649426606635
R;4,459936166638669;4,932511248125312;Radikale;B;671;struer;-0,4725750814866432
R;6,570423065027126;7,048230723460852;Radikale;B;851;aalborg;-0,4778076584337265
R;10,972192282819574;11,45000225927432;Radikale;B;210;fredensborg;-0,477809976454747
SF;9,17683121527556;9,66541537457157;SF;F;760;ringkøbing-skjern;-0,4885841592960105
K;4,814087885726747;5,318226173696194;Konservative;C;306;odsherred;-0,5041382879694476
K;2,0802450835062753;2,6061943610980234;Konservative;C;540;sønderborg;-0,525949277591748
KD;0,0767126942832366;0,6143850852724126;Kristendemokraterne;K;219;hillerød;-0,5376723909891761
KD;0,2456751895870802;0,8076797139337745;Kristendemokraterne;K;751;aarhus;-0,5620045243466942
KD;1,0557810028200014;1,6298333277440558;Kristendemokraterne;K;510;haderslev;-0,5740523249240543
R;2,636149600524914;3,2128193885279237;Radikale;B;390;vordingborg;-0,5766697880030098
R;1,0792487402656894;1,6584825267019507;Radikale;B;791;viborg;-0,5792337864362613
EL;6,692655061947586;7,28664248415514;Enhedslisten;Ø;390;vordingborg;-0,5939874222075536
EL;1,0943038496414146;1,6903242062825463;Enhedslisten;Ø;657;herning;-0,5960203566411317
ALT;0,9409927679158449;1,5456490416102693;Alternativet;Å;190;furesø;-0,6046562736944244
R;5,780058299724474;6,39622452053419;Radikale;B;621;kolding;-0,6161662208097161
R;1,130298273155416;1,7500000000000002;Radikale;B;575;vejen;-0,6197017268445841
ALT;0,5371885928543102;1,16914083532036;Alternativet;Å;607;fredericia;-0,6319522424660499
V;4,910316399286987;5,573597823224787;Venstre;V;217;helsingør;-0,6632814239378
DF;2,3571058539112415;3,0300391815411403;Dansk Folkeparti;O;665;lemvig;-0,6729333276298988
K;23,298816568047336;23,97502510588133;Konservative;C;190;furesø;-0,6762085378339933
V;37,09631526532935;37,777937168268544;Venstre;V;530;billund;-0,6816219029391917
ALT;0,5296100144439095;1,2408196116569972;Alternativet;Å;510;haderslev;-0,7112095972130876
R;2,8440103418557885;3,556544084303268;Radikale;B;615;horsens;-0,7125337424474796
DF;3,83828713172897;4,55662273844092;Dansk Folkeparti;O;846;mariagerfjord;-0,7183356067119497
EL;6,9604406609914875;7,679852805887764;Enhedslisten;Ø;740;silkeborg;-0,7194121448962765
EL;4,388834369207284;5,112219451371571;Enhedslisten;Ø;306;odsherred;-0,7233850821642864
SF;13,321076903901282;14,050069811994677;SF;F;173;lyngby-taarbæk;-0,7289929080933941
K;5,513981882630957;6,263433536160809;Konservative;C;376;guldborgsund;-0,7494516535298521
R;9,58351244208817;10,336943139274856;Radikale;B;157;gentofte;-0,7534306971866869
R;2,8942098687250755;3,6539420943074887;Radikale;B;561;esbjerg;-0,7597322255824133
R;7,053676971793921;7,852438157254593;Radikale;B;461;odense;-0,7987611854606715
EL;3,5398230088495577;4,342397758762448;Enhedslisten;Ø;259;køge;-0,8025747499128899
FG;7,003567855322523;7,806676631788739;Frie Grønne;Q;730;randers;-0,8031087764662157
DF;3,5311975713030277;4,343229419664542;Dansk Folkeparti;O;746;skanderborg;-0,8120318483615145
R;2,210560096653012;3,063278525161933;Radikale;B;730;randers;-0,8527184285089211
EL;5,340359432144402;6,259723245721773;Enhedslisten;Ø;706;syddjurs;-0,9193638135773705
V;4,957668770016172;5,896890343698854;Venstre;V;147;frederiksberg;-0,9392215736826826
V;27,216518898740084;28,16187828236021;Venstre;V;350;lejre;-0,9453593836201257
EL;4,393102575993929;5,346076634371999;Enhedslisten;Ø;270;gribskov;-0,9529740583780706
R;3,3956550994905315;4,349239695878351;Radikale;B;316;holbæk;-0,9535845963878198
R;2,166178317287568;3,1223863953164206;Radikale;B;329;ringsted;-0,9562080780288524
S;28,540633757275273;29,501604084767973;Socialdemokratiet;A;210;fredensborg;-0,9609703274926993
DF;5,15032456440041;6,118806832667629;Dansk Folkeparti;O;773;morsø;-0,968482268267219
V;17,757780572147126;18,73190382275188;Venstre;V;240;egedal;-0,9741232506047552
EL;7,761194029850746;8,735332464146023;Enhedslisten;Ø;563;fanø;-0,974138434295277
K;7,78599025701327;8,765205799033495;Konservative;C;671;struer;-0,9792155420202251
V;12,176150652084916;13,179663537503489;Venstre;V;159;gladsaxe;-1,0035128854185729
ALT;1,3563948306595364;2,3728020129319174;Alternativet;Å;217;helsingør;-1,016407182272381
LA;8,181044409953438;9,205758002818602;Liberal Alliance;I;707;norddjurs;-1,0247135928651634
EL;3,3793836344314556;4,414980863860033;Enhedslisten;Ø;410;middelfart;-1,0355972294285776
EL;7,890974935671399;8,931300863386623;Enhedslisten;Ø;265;roskilde;-1,040325927715224
EL;3,690284988607926;4,741846190877362;Enhedslisten;Ø;250;frederikssund;-1,0515612022694358
S;28,97659183510426;30,036860302311624;Socialdemokratiet;A;746;skanderborg;-1,060268467207365
V;1,8966769913196435;2,98285811269518;Venstre;V;169;høje-taastrup;-1,0861811213755366
V;16,95988679603441;18,056958946147223;Venstre;V;461;odense;-1,0970721501128118
K;8,026743360848617;9,150720102699882;Konservative;C;250;frederikssund;-1,1239767418512656
K;8,537332804557089;9,668487039458505;Konservative;C;607;fredericia;-1,131154234901416
DF;2,318512030501314;3,455453788509576;Dansk Folkeparti;O;820;vesthimmerlands;-1,1369417580082621
S;27,420441006337093;28,56117755289788;Socialdemokratiet;A;740;silkeborg;-1,1407365465607882
V;21,525338685398896;22,701000518196675;Venstre;V;390;vordingborg;-1,175661832797779
V;30,59537595336022;31,780299226830007;Venstre;V;621;kolding;-1,184923273469785
V;3,128016991697239;4,334612923864364;Venstre;V;175;rødovre;-1,2065959321671245
R;3,578591372055527;4,806353885204291;Radikale;B;706;syddjurs;-1,2277625131487637
K;5,677114133648729;6,905668358714044;Konservative;C;320;faxe;-1,2285542250653148
EL;8,663990506739843;9,897974563806178;Enhedslisten;Ø;751;aarhus;-1,2339840570663352
K;6,60722336322196;7,844139905911229;Konservative;C;810;brønderslev;-1,2369165426892685
V;23,65143464399575;24,890650628758884;Venstre;V;410;middelfart;-1,2392159847631348
SF;12,40316174446498;13,653483992467043;SF;F;706;syddjurs;-1,250322248002064
EL;4,160228218233685;5,420151334129828;Enhedslisten;Ø;326;kalundborg;-1,259923115896143
S;16,59539388943274;17,89654454621149;Socialdemokratiet;A;820;vesthimmerlands;-1,301150656778752
R;0,9665456840776392;2,2840352595494613;Radikale;B;779;skive;-1,317489575471822
K;5,662230671736375;7,000306091215182;Konservative;C;813;frederikshavn;-1,3380754194788071
EL;1,864264767490574;3,213278714688514;Enhedslisten;Ø;450;nyborg;-1,34901394719794
DF;6,918595854138296;8,28709715499941;Dansk Folkeparti;O;766;hedensted;-1,368501300861114
R;4,849576412514176;6,242717418170262;Radikale;B;219;hillerød;-1,3931410056560862
V;3,0106735369893265;4,404504782474545;Venstre;V;165;albertslund;-1,3938312454852184
S;18,45104472457261;19,86939486286461;Socialdemokratiet;A;665;lemvig;-1,4183501382919985
R;10,508962584109192;11,943097106025586;Radikale;B;101;københavn;-1,4341345219163948
V;6,934892598539704;8,370417461326554;Venstre;V;376;guldborgsund;-1,43552486278685
R;2,678466076696165;4,113999523014548;Radikale;B;155;dragør;-1,4355334463183826
V;25,45910998005365;26,898957040812903;Venstre;V;510;haderslev;-1,4398470607592522
SF;8,384372955937444;9,829940736923474;SF;F;340;sorø;-1,4455677809860301
DF;2,343700108563765;3,799575648767749;Dansk Folkeparti;O;760;ringkøbing-skjern;-1,4558755402039836
FG;4,230231163813204;5,77095241374561;Frie Grønne;Q;223;hørsholm;-1,540721249932406
K;3,3123340861365347;4,862604540023894;Konservative;C;326;kalundborg;-1,5502704538873595
KD;0,863331938049393;2,431000836353499;Kristendemokraterne;K;329;ringsted;-1,567668898304106
KD;17,874704642697488;19,454871878570263;Kristendemokraterne;K;760;ringkøbing-skjern;-1,580167235872775
R;3,7153717083861246;5,296428571428572;Radikale;B;430;faaborg-midtfyn;-1,581056863042447
V;6,092782708494921;7,675380057944594;Venstre;V;101;københavn;-1,5825973494496726
R;5,2473077289621655;6,843061924236792;Radikale;B;265;roskilde;-1,5957541952746261
DF;3,0296519123334766;4,6287071806268685;Dansk Folkeparti;O;269;solrød;-1,5990552682933918
V;29,433123042708665;31,034644414232808;Venstre;V;756;ikast-brande;-1,601521371524143
K;4,0397000865135055;5,687274909963986;Konservative;C;316;holbæk;-1,6475748234504808
K;4,885767677376575;6,554513697370839;Konservative;C;661;holstebro;-1,6687460199942645
S;29,593518382701884;31,30309494405149;Socialdemokratiet;A;461;odense;-1,709576561349607
K;11,351843318631817;13,077248608353138;Konservative;C;101;københavn;-1,725405289721321
EL;15,805244633287884;17,545008183306056;Enhedslisten;Ø;147;frederiksberg;-1,7397635500181714
V;37,3371104815864;39,0987383848304;Venstre;V;573;varde;-1,7616279032439977
ALT;0,5326089851135789;2,308769323084836;Alternativet;Å;746;skanderborg;-1,7761603379712572
K;9,33819288287761;11,120541808127122;Konservative;C;851;aalborg;-1,7823489252495115
V;5,826909867969167;7,614723137507032;Venstre;V;151;ballerup;-1,7878132695378648
R;1,2237960339943343;3,0218327415577546;Radikale;B;573;varde;-1,7980367075634203
SP;5,55047370140477;7,362583591583754;Slesvigsk Parti;S;580;aabenraa;-1,8121098901789843
K;10,9158211499028;12,738234705831928;Konservative;C;746;skanderborg;-1,8224135559291277
K;18,611103166204273;20,48707359846128;Konservative;C;860;hjørring;-1,8759704322570059
V;39,7598717004031;41,661858049624925;Venstre;V;420;assens;-1,901986349221822
K;7,555776352633005;9,467628705148206;Konservative;C;185;tårnby;-1,9118523525152007
K;6,926292523544109;8,860067580997812;Konservative;C;330;slagelse;-1,9337750574537038
EL;6,292057813035519;8,249623744356166;Enhedslisten;Ø;851;aalborg;-1,957565931320647
R;4,263171290404683;6,223656480505796;Radikale;B;201;allerød;-1,9604851901011129
KD;2,5574973209133622;4,52922896018814;Kristendemokraterne;K;657;herning;-1,9717316392747781
EL;9,519797809604045;11,536754917911551;Enhedslisten;Ø;727;odder;-2,0169571083075066
S;10,008853661621483;12,04067382386314;Socialdemokratiet;A;270;gribskov;-2,0318201622416563
R;2,734025723914987;4,795600120728395;Radikale;B;510;haderslev;-2,0615743968134077
S;15,635107614902369;17,708605281654783;Socialdemokratiet;A;621;kolding;-2,0734976667524148
EL;4,509372290040691;6,585219448465803;Enhedslisten;Ø;219;hillerød;-2,0758471584251117
K;7,3187240883323454;9,417040358744394;Konservative;C;161;glostrup;-2,098316270412049
K;5,884140781715398;8,00273173154529;Konservative;C;480;nordfyns;-2,118590949829893
S;10,423158419543812;12,553170763386042;Socialdemokratiet;A;173;lyngby-taarbæk;-2,13001234384223
R;2,657120891793196;4,800238521168754;Radikale;B;330;slagelse;-2,1431176293755576
K;7,30320784268229;9,455708423847453;Konservative;C;479;svendborg;-2,152500581165163
R;7,0161125841321645;9,23114504451594;Radikale;B;751;aarhus;-2,2150324603837763
SF;7,256918890239102;9,552890983846272;SF;F;561;esbjerg;-2,29597209360717
SF;7,563460542220687;9,865041358293428;SF;F;665;lemvig;-2,3015808160727413
K;30,88674397611277;33,25888032278982;Konservative;C;440;kerteminde;-2,3721363466770526
S;6,323733104074127;8,696198396944647;Socialdemokratiet;A;157;gentofte;-2,37246529287052
SF;4,051172707889126;6,431986093003042;SF;F;563;fanø;-2,3808133851139157
R;3,2131777219677944;5,620608899297424;Radikale;B;336;stevns;-2,4074311773296295
K;12,983902291657676;15,410048322582137;Konservative;C;370;næstved;-2,4261460309244605
V;4,541351295048955;6,996181281072124;Venstre;V;440;kerteminde;-2,454829986023169
V;16,136522379325317;18,600896860986545;Venstre;V;730;randers;-2,4643744816612276
K;5,474405097308309;7,940876204003729;Konservative;C;420;assens;-2,46647110669542
R;4,253008021390374;6,723426665496357;Radikale;B;217;helsingør;-2,4704186441059823
K;1,917311030456052;4,454456415279138;Konservative;C;779;skive;-2,537145384823086
S;12,283185840707963;14,83424755544956;Socialdemokratiet;A;155;dragør;-2,5510617147415964
EL;22,02508893894338;24,6420781926495;Enhedslisten;Ø;101;københavn;-2,6169892537061195
V;15,372664105994565;18,034265103697024;Venstre;V;370;næstved;-2,6616009977024593
S;12,112546596537817;14,787521493490544;Socialdemokratiet;A;550;tønder;-2,674974896952728
S;25,221026330962903;27,89703836215464;Socialdemokratiet;A;330;slagelse;-2,6760120311917355
V;6,794871794871795;9,495101733232856;Venstre;V;492;ærø;-2,700229938361061
K;9,57161097169022;12,32655145994722;Konservative;C;400;bornholms regionskommune;-2,7549404882570006
K;9,569693769799366;12,32655145994722;Konservative;C;400;bornholm;-2,7568576901478536
K;7,298805761891082;10,09091105400678;Konservative;C;615;horsens;-2,7921052921156972
V;37,10865100435806;39,93659235017386;Venstre;V;810;brønderslev;-2,827941345815802
K;2,6298319971403767;5,4777695897813805;Konservative;C;550;tønder;-2,8479375926410038
KD;0,3814919735599622;3,233361033466798;Kristendemokraterne;K;573;varde;-2,8518690599068357
R;2,750386290209299;5,606139041992753;Radikale;B;259;køge;-2,855752751783454
K;10,014443909484834;13,001777390254537;Konservative;C;510;haderslev;-2,9873334807697027
EL;2,408251139037701;5,420777129051742;Enhedslisten;Ø;707;norddjurs;-3,012525990014041
V;3,524881516587678;6,548287015644597;Venstre;V;153;brøndby;-3,023405499056919
V;19,88415817564289;22,92937826590319;Venstre;V;230;rudersdal;-3,0452200902602975
K;2,659252534422757;5,7214811317042455;Konservative;C;766;hedensted;-3,0622285972814884
V;2,92550132280204;6,0133175374811065;Venstre;V;167;hvidovre;-3,0878162146790666
K;10,26867868973132;13,452638074668313;Konservative;C;165;albertslund;-3,1839593849369923
K;3,0847325263568917;6,275427176566314;Konservative;C;183;ishøj;-3,1906946502094224
V;15,488142309010508;18,78653179797697;Venstre;V;851;aalborg;-3,2983894889664622
V;22,98715785258702;26,311025626520333;Venstre;V;860;hjørring;-3,323867773933312
EL;3,205791106514995;6,549570647931303;Enhedslisten;Ø;336;stevns;-3,3437795414163083
V;27,518234974983425;30,90948090948091;Venstre;V;661;holstebro;-3,3912459344974835
K;41,19536537799702;44,59012219959267;Konservative;C;169;høje-taastrup;-3,3947568215956494
V;7,331120655993753;10,73026851098454;Venstre;V;183;ishøj;-3,3991478549907876
S;25,1458257382428;28,558263834492926;Socialdemokratiet;A;849;jammerbugt;-3,4124380962501277
S;23,98408043569334;27,43522902590839;Socialdemokratiet;A;450;nyborg;-3,451148590215052
S;26,543681151742724;30,055549183148443;Socialdemokratiet;A;630;vejle;-3,5118680314057187
S;32,27855444051279;35,8948829350712;Socialdemokratiet;A;479;svendborg;-3,6163284945584095
K;42,35323445095351;46,00772802545702;Konservative;C;173;lyngby-taarbæk;-3,654493574503512
K;33,22896542535474;36,89139866400385;Konservative;C;223;hørsholm;-3,6624332386491147
S;34,07848496680984;37,76444263628967;Socialdemokratiet;A;183;ishøj;-3,6859576694798335
DF;5,206999573196756;8,893989384593315;Dansk Folkeparti;O;530;billund;-3,6869898113965585
S;27,989588994079455;31,699383379532726;Socialdemokratiet;A;860;hjørring;-3,7097943854532716
S;4,520255863539446;8,25727944372012;Socialdemokratiet;A;563;fanø;-3,737023580180675
DF;3,4871794871794872;7,234363225320271;Dansk Folkeparti;O;492;ærø;-3,7471837381407838
