dagi_id;navn;nummer;afstemningssted_navn;kommune_id;opstillingskreds_nummer;opstillingskreds_dagi_id;afstemningssted_adresse;region;største_parti;pop_up
705594;Grejsdalen Nord;33;Selskabslokale v. Grejsdalens Fritidscenter;630;56;403641;Grejsdalsvej 155B, 7100 Vejle;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Selskabslokale v. Grejsdalens Fritidscenter<br>"
702272;Bredsten Nord;27;Bredsten Skole;630;56;403641;Skolevænget 2D, 7182 Bredsten;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bredsten Skole<br>"
702280;Skibet Hallen;16;Skibet Hallen - Kabyssen;630;56;403641;Jennumvej 10, 7100 Vejle;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Skibet Hallen - Kabyssen<br>"
706962;Grønbjerg Nord;21;Elkjærskolen;630;56;403641;Gammelbyvej 41A, Grønbjerg, 7323 Give;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Elkjærskolen<br>"
706950;Gadbjerg Nord;19;Gadbjerg Skole;630;56;403641;Langgade 78B, 7321 Gadbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Gadbjerg Skole<br>"
705588;Nørremarkshallen Nord;30;Nørremarkshallen;630;56;403641;Grundet Bygade 20, 7100 Vejle;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Nørremarkshallen<br>"
702264;Lindeballe Nord;22;Lindeballe Forsamlingshus;630;56;403641;Åstvej 54, Lindeballe, 7321 Gadbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Lindeballe Forsamlingshus<br>"
703980;Petersmindehallen Nord;34;Petersmindehallen;630;56;403641;Petersmindevej 25D, 7100 Vejle;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Petersmindehallen<br>"
710674;Søllinge;16;Søllinge Forsamlingshus;430;48;403616;Sdr. Højrupvejen 104A, Søllinge, 5750 Ringe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Søllinge Forsamlingshus<br>"
711756;Avernakø;5;Avernakø Forsamlingshus;430;48;403616;Hovedvejen 27, 5602 Avernakø;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Avernakø Forsamlingshus<br>"
704582;Kværndrup;18;Kværndrup Forsamlingshus;430;48;403616;Svendborgvej 39, 5772 Kværndrup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kværndrup Forsamlingshus<br>"
711798;Ringe;15;Idrætscenter Midtfyn;430;48;403616;Søvej 34, 5750 Ringe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Idrætscenter Midtfyn<br>"
704554;Svanninge;11;Svanninge Sognegaard;430;48;403616;Kirkegyden 3, Svanninge, 5642 Millinge;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Svanninge Sognegaard<br>"
703044;Hillerslev;14;Hillerslev Landsbycenter;430;48;403616;Kirkegyden 1A, Hillerslev, 5750 Ringe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hillerslev Landsbycenter<br>"
709014;Espe;13;Espe Forsamlingshus;430;48;403616;Lydinge Mølle Vej 8, Espe, 5750 Ringe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Espe Forsamlingshus<br>"
704544;Lyø;10;Damgaarden;430;48;403616;Lyø Bygade 26, Lyø, 5601 Lyø;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Damgaarden<br>"
707442;Nørre Broby;3;Nr. Broby Forsamlingshus;430;48;403616;Verningevej 11, Nr Broby, 5672 Broby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Nr. Broby Forsamlingshus<br>"
701392;Faaborg;7;Forum Faaborg;430;48;403616;Sundvænget 8, 5600 Faaborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Forum Faaborg<br>"
704576;Gislev;17;Gislev Forsamlingshus;430;48;403616;Faaborgvej 31, 5854 Gislev;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Gislev Forsamlingshus<br>"
704606;Vester Hæsinge;4;X-huset;430;48;403616;Birkevej 15A, V Hæsinge, 5672 Broby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i X-huset<br>"
707454;Ferritslev;21;Ferritslev Fritidshus;430;48;403616;Ørbækvej 916A, Ferritslev, 5863 Ferritslev Fyn;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ferritslev Fritidshus<br>"
702246;Ærøskøbing;2;Ærø Rådhus;492;48;403616;Statene 2, 5970 Ærøskøbing;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ærø Rådhus<br>"
701422;Ryslinge;19;Ryslinge Forsamlingshus;430;48;403616;Graabjergvej 16, 5856 Ryslinge;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ryslinge Forsamlingshus<br>"
706902;Marstal;1;Marstal Skole;492;48;403616;Halvejen 24, 5960 Marstal;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Marstal Skole<br>"
708944;Vester Aaby;12;Bøgebjerghallen;430;48;403616;Bøgebjergvej 11, Vester Åby, 5600 Faaborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bøgebjerghallen<br>"
709008;Korinth;9;Korinth Kulturhus;430;48;403616;Vinkelvej 6A, Korinth, 5600 Faaborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Korinth Kulturhus<br>"
707460;Nr. Lyndelse;20;Carl Nielsen Hallen;430;48;403616;Lumbyvej 62, Nørre Lyndelse, 5792 Årslev;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Carl Nielsen Hallen<br>"
706054;Årslev;22;Årslev Hallen;430;48;403616;Bøgehøjvej 2, 5792 Årslev;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Årslev Hallen<br>"
709036;Allested-Vejle;1;Allested-Vejle Fritidscenter;430;48;403616;Skolevej 1B, Allested, 5672 Broby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Allested-Vejle Fritidscenter<br>"
710612;Horne;8;Horne Forsamlingshus;430;48;403616;Hornelandevej 33, 5600 Faaborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Horne Forsamlingshus<br>"
700952;Søby;3;Café Arthur;492;48;403616;Ellehøjvej 1, 5985 Søby Ærø;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Café Arthur<br>"
707478;Brobyværk;2;Brobyværk Kro;430;48;403616;Marsk Billesvej 15, Brobyværk, 5672 Broby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Brobyværk Kro<br>"
701362;Askov-Malt;16;Askov-Malt Skole, idrætssalen;575;55;403623;Maltvej 86, Askov, 6600 Vejen;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Askov-Malt Skole, idrætssalen<br>"
701374;Sdr. Omme;2;Sdr. Omme Kro;530;55;403623;Hovedgaden 1, 7260 Sønder Omme;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Sdr. Omme Kro<br>"
710594;St./Krogager;5;Teglgaardshallen;530;55;403623;Teglgaardsvej 7, Stend-Krogag, 7200 Grindsted;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Teglgaardshallen<br>"
701368;Holsted;3;Medius Holsted;575;55;403623;Højmarksvej 18, 6670 Holsted;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Medius Holsted<br>"
706028;Føvling;4;Landsbyhuset Føvling;575;55;403623;Åttevej 8A, 6683 Føvling;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Landsbyhuset Føvling<br>"
701386;Bække;19;Hærvejshallen;575;55;403623;Møllevænget 5, 6622 Bække;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hærvejshallen<br>"
703014;Læborg;15;Læborg Forsamlingshus;575;55;403623;Læborgvej 10, 6600 Vejen;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Læborg Forsamlingshus<br>"
707412;Glejbjerg;5;Glejbjerg Fritidscenter;575;55;403623;Stadionvej 2A, 6752 Glejbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Glejbjerg Fritidscenter<br>"
703026;Brørup;1;Brørup Hallerne;575;55;403623;Byagervej 3, 6650 Brørup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Brørup Hallerne<br>"
704526;Sdr. Hygum;8;Sdr. Hygum Forsamlingshus;575;55;403623;Ribevej 51, Sdr Hygum, 6630 Rødding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Sdr. Hygum Forsamlingshus<br>"
707418;Hovborg;6;Hovborg Kro;575;55;403623;Holmeåvej 2, 6682 Hovborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hovborg Kro<br>"
706016;Jels;9;Thorhallen;575;55;403623;Ørstedvej 10, Jels, 6630 Rødding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Thorhallen<br>"
710606;Lintrup;10;Lintrup Aktivitetscenter;575;55;403623;Nørretoft 4, 6660 Lintrup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Lintrup Aktivitetscenter<br>"
707400;Grindsted;6;Magion, Hal 3;530;55;403623;Tinghusgade 15, 7200 Grindsted;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Magion, Hal 3<br>"
704500;Billund;1;Hans Jensensvej 6;530;55;403623;Hans Jensensvej 6, 7190 Billund;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hans Jensensvej 6<br>"
704514;Vejen;14;Vejen Idrætscenter;575;55;403623;Petersmindevej 1, 6600 Vejen;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Vejen Idrætscenter<br>"
701350;Rødding;7;Rødding Centret;575;55;403623;Søndergyden 15, 6630 Rødding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Rødding Centret<br>"
702968;Filskov;4;Filskov Kro;530;55;403623;Amtsvejen 34, Filskov, 7200 Grindsted;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Filskov Kro<br>"
708930;Hejnsvig;7;Hejnsvig Skole;530;55;403623;Bakkevej 9, 7250 Hejnsvig;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hejnsvig Skole<br>"
704538;Skodborg;11;Skodborg Børnecenter;575;55;403623;Parkvej 4, Skodborg, 6630 Rødding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Skodborg Børnecenter<br>"
704532;Vorbasse;3;Vorbasse Fritidscenter;530;55;403623;Drivvejen 1, 6623 Vorbasse;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Vorbasse Fritidscenter<br>"
703020;Gesten;18;Gesten Forsamlingshus;575;55;403623;Hovedgaden 30, 6621 Gesten;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Gesten Forsamlingshus<br>"
706022;Lindknud;2;Aktivitetscenter Bøgevang;575;55;403623;Favrskovvej 8, Lindknud, 6650 Brørup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Aktivitetscenter Bøgevang<br>"
710600;Øster Lindet;13;Øster Lindet Forsamlingshus;575;55;403623;Terpvej 19, Øster Lindet, 6630 Rødding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Øster Lindet Forsamlingshus<br>"
704520;Andst;17;Andst Borger- og Aktivitetscenter;575;55;403623;Østervang 20, Andst, 6600 Vejen;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Andst Borger- og Aktivitetscenter<br>"
701380;Københoved;12;Københoved Forsamlingshus;575;55;403623;Københovedvej 36, Københoved, 6630 Rødding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Københoved Forsamlingshus<br>"
701552;Brylle;15;BRYLLE FRITIDSCENTER;420;44;403609;Tobovej 30, Brylle, 5690 Tommerup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i BRYLLE FRITIDSCENTER<br>"
710784;Tommerup;16;TOMMERUP BYS FORSAMLINGSHUS;420;44;403609;Kirkebjerg 6, 5690 Tommerup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i TOMMERUP BYS FORSAMLINGSHUS<br>"
704912;Glamsbjerg/Søllested;8;GLAMSBJERG FRITIDSCENTER;420;44;403609;Mågevej 7, 5620 Glamsbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i GLAMSBJERG FRITIDSCENTER<br>"
748072;Køng;10;KØNG FORSAMLINGSHUS;420;44;403609;Byvejen 39, Køng, 5620 Glamsbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i KØNG FORSAMLINGSHUS<br>"
748070;Vissenbjerg;11;VISSENBJERG IDRÆTS- OG KULTURCENT.;420;44;403609;Idrætsvej 3, 5492 Vissenbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i VISSENBJERG IDRÆTS- OG KULTURCENT.<br>"
707704;Verninge/Nårup;18;VERNINGE FORSAMLINGSHUS;420;44;403609;Fuglekildevej 85, Verninge, 5690 Tommerup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i VERNINGE FORSAMLINGSHUS<br>"
748071;Rørup;6;RØRUP BORGERHUS;420;44;403609;Gelstedvej 10, Rørup, 5560 Aarup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i RØRUP BORGERHUS<br>"
707710;Haarby;13;HAARBY HALLERNE;420;44;403609;Svinget 1, 5683 Haarby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i HAARBY HALLERNE<br>"
710764;Assens;1;ARENA ASSENS;420;44;403609;Rådhus Allé 25, 5610 Assens;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i ARENA ASSENS<br>"
709286;Salbrovad;4;SALBROVAD-HALLEN;420;44;403609;Salbrovad 30, Sandager, 5610 Assens;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i SALBROVAD-HALLEN<br>"
748073;Aarup/Kerte;5;AARUP FRITIDSCENTER;420;44;403609;Ormehøjvej 4, Ormehøj, 5560 Aarup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i AARUP FRITIDSCENTER<br>"
701526;Dreslette;12;DRESLETTE FORSAMLINGSHUS;420;44;403609;Ørbækvej 1, Snave, 5683 Haarby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i DRESLETTE FORSAMLINGSHUS<br>"
701534;Flemløse;9;FLEMLØSE GL. KRO;420;44;403609;Langgade 3, Flemløse, 5620 Glamsbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i FLEMLØSE GL. KRO<br>"
711914;Turup;3;TURUP FORSAMLINGSHUS;420;44;403609;Kærvangen 17, Turup, 5610 Assens;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i TURUP FORSAMLINGSHUS<br>"
704924;Tommerup St;17;FYRTÅRN TOMMERUP;420;44;403609;Tallerupvej 85, Tommerup St, 5690 Tommerup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i FYRTÅRN TOMMERUP<br>"
709318;Ebberup/Helnæs;2;EBBERUP HALLEN;420;44;403609;Skolevej 7, 5631 Ebberup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i EBBERUP HALLEN<br>"
711908;Jordløse;14;JORDLØSE FORSAMLINGSHUS;420;44;403609;Haastrupvej 1, Jordløse, 5683 Haarby;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i JORDLØSE FORSAMLINGSHUS<br>"
710796;Orte/Ørsted;7;FRØBJERG SAMLINGS- OG KULTURHUS;420;44;403609;Frøbjergvej 76, Frøbjerg, 5560 Aarup;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i FRØBJERG SAMLINGS- OG KULTURHUS<br>"
703778;Aabenraa Syd;17;Kongehøjskolen;580;50;403621;Tøndervej 90, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kongehøjskolen<br>"
700772;Aabenraa Nord;18;Agoraen;580;50;403621;Nyløkke 2, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Agoraen<br>"
702016;Aabenraa Midt;16;Sønderjyllandshallen;580;50;403621;H P Hanssens Gade 7, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Sønderjyllandshallen<br>"
711228;Tinglev;12;Borgerhuset;580;50;403621;Tinglev Midt 2, 6360 Tinglev;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Borgerhuset<br>"
706660;Kliplev;13;Kliplevhallen;580;50;403621;Skolegade 13, Kliplev, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kliplevhallen<br>"
709794;Kruså;14;Grænsehallerne;580;50;403621;Harkærvej 13, 6340 Kruså;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Grænsehallerne<br>"
708364;Bolderslev;7;Bolderslev Forsamlingshus;580;50;403621;Stadionvej 34B, 6392 Bolderslev;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bolderslev Forsamlingshus<br>"
705392;Hjordkær;5;Hjordkær Forsamlingshus;580;50;403621;Aabenraavej 10, Hjordkær, 6230 Rødekro;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hjordkær Forsamlingshus<br>"
705386;Hovslund;1;Hovslund Børneunivers (Gym. salen);580;50;403621;Hovslundvej 12A, Hovslund St, 6230 Rødekro;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hovslund Børneunivers (Gym. salen)<br>"
703772;Hellevad;2;Hellevad Børneunivers (Gym. salen);580;50;403621;Skolegade 8, Hellevad, 6230 Rødekro;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hellevad Børneunivers (Gym. salen)<br>"
703784;Ensted;8;Stubbæk Skole;580;50;403621;Stubbæk Skolegade 3, Stubbæk, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Stubbæk Skole<br>"
708358;Felsted;9;Felstedhallen;580;50;403621;Sønderborgvej 129, Felsted, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Felstedhallen<br>"
701976;Løjt;4;Løjt Forsamlingshus;580;50;403621;Løjt Nørregade 1, Løjt Kirkeby, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Løjt Forsamlingshus<br>"
706666;Rødekro;3;Rødekrohallen;580;50;403621;Østergade 40B, 6230 Rødekro;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Rødekrohallen<br>"
709832;Padborg;15;Valdemarshus;580;50;403621;Valdemarsgade 11, 6330 Padborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Valdemarshus<br>"
706648;Ravsted;6;Ravsted Forsamlingsgård;580;50;403621;Ravsted Storegade 2, 6372 Bylderup-Bov;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ravsted Forsamlingsgård<br>"
706654;Bylderup;11;Slogs Herreds Hus;580;50;403621;Slogsherredsvej 20, Bylderup, 6372 Bylderup-Bov;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Slogs Herreds Hus<br>"
708352;Varnæs;10;Varnæs Skole;580;50;403621;Varnæs Kirkevej 15A, Varnæs, 6200 Aabenraa;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Varnæs Skole<br>"
703542;Bramming;25;Bramming Kultur- og Fritidscenter;561;53;403624;Idræts Alle 10, 6740 Bramming;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bramming Kultur- og Fritidscenter<br>"
711090;Sønderris;24;Sognehuset Sønderris;561;53;403624;Krebsens Kvarter 74, 6710 Esbjerg V;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Sognehuset Sønderris<br>"
703522;Tjæreborg;20;Tjæreborg Skole;561;53;403624;Tjæreborg Stationsv 41, 6731 Tjæreborg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Tjæreborg Skole<br>"
703580;Ribe;28;Ribe Fritidscenter;561;53;403624;Sportsvej 8, 6760 Ribe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ribe Fritidscenter<br>"
701840;Bryndum;12;Bryndum Skole  (Gymnastiksalen);561;53;403624;Bryndumvej 16, Tarp, 6715 Esbjerg N;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bryndum Skole  (Gymnastiksalen)<br>"
712150;Hjerting;16;Hjerting Skole (Indgang Plantagevej);561;53;403624;Gl Guldagervej 53, Hjerting, 6710 Esbjerg V;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hjerting Skole (Indgang Plantagevej)<br>"
703586;Mandø;35;Restaurant Vadehavet Mandø;561;53;403624;Vestervej 1, Mandø, 6760 Ribe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Restaurant Vadehavet Mandø<br>"
707864;Gørding;40;Gørding Idræts- og Kulturcenter;561;53;403624;Skolegade 14, 6690 Gørding;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Gørding Idræts- og Kulturcenter<br>"
707876;Høm;38;Høm Forsamlingshus;561;53;403624;Hømvej 25, Høm, 6760 Ribe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Høm Forsamlingshus<br>"
701812;Gredstedbro;33;Kongeåhallen;561;53;403624;Gredsted Kjærvej 10, Gredsted, 6771 Gredstedbro;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kongeåhallen<br>"
705174;Skads;8;Skads Skole (Energien);561;53;403624;Andrup Byvej 79E, 6705 Esbjerg Ø;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Skads Skole (Energien)<br>"
709664;Guldager;17;Guldager Forsamlingshus;561;53;403624;Guldagervej 72, Guldager, 6710 Esbjerg V;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Guldager Forsamlingshus<br>"
707870;Egebæk-Hviding;32;Kultur- og Aktivitetscenter;561;53;403624;Egebækvej 30, Egebæk, 6760 Ribe;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kultur- og Aktivitetscenter<br>"
701204;Rørkjær;4;Rørkjær Skole;561;52;403625;Ringen 61, 6700 Esbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Rørkjær Skole<br>"
705826;Esbjerg Rådhus;2;Esbjerg Rådhus;561;52;403625;Torvegade 74, 6700 Esbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Esbjerg Rådhus<br>"
702746;Boldesager;6;Boldesager Skole (indgang Edelsvej);561;52;403625;Nørrebrogade 100, 6700 Esbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Boldesager Skole (indgang Edelsvej)<br>"
710374;Jerne;5;Bakkeskolen;561;52;403625;Skolebakken 166, 6705 Esbjerg Ø;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bakkeskolen<br>"
708726;Skovbo;3;Skovbo Centeret (Indgang Gl Vardevej);561;52;403625;Ved Skoven 41, 6700 Esbjerg;Syddanmark;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Skovbo Centeret (Indgang Gl Vardevej)<br>"
