Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Blovstrød;A;Socialdemokratiet;Listestemmer;54
1. Blovstrød;A;Socialdemokratiet;Miki Dam Larsen;49
1. Blovstrød;A;Socialdemokratiet;Jesper Holdflod Pallesen;11
1. Blovstrød;A;Socialdemokratiet;Vibeke Højbjerg;23
1. Blovstrød;A;Socialdemokratiet;Nicolai Pallisborg;34
1. Blovstrød;A;Socialdemokratiet;Theodore Gbouable;2
1. Blovstrød;A;Socialdemokratiet;Alice Silkjær;8
1. Blovstrød;A;Socialdemokratiet;Gitte Gross;18
1. Blovstrød;A;Socialdemokratiet;Kasper Ljung Pedersen;3
1. Blovstrød;A;Socialdemokratiet;Niels Christian Dahl;6
1. Blovstrød;A;Socialdemokratiet;Finn Serup Jensen;0
1. Blovstrød;A;Socialdemokratiet;Birgitte Greby;11
1. Blovstrød;B;Radikale Venstre;Listestemmer;40
1. Blovstrød;B;Radikale Venstre;Merete Them Kjølholm, Lillerød;53
1. Blovstrød;B;Radikale Venstre;Rune Sixtus Glæser, Blovstrød;47
1. Blovstrød;B;Radikale Venstre;Jytte Agerup, Lillerød;10
1. Blovstrød;B;Radikale Venstre;Carsten Brechling Andersen, Lynge;1
1. Blovstrød;B;Radikale Venstre;Vibeke Arndt Skak Jensen, Lillerød;12
1. Blovstrød;C;Det Konservative Folkeparti;Listestemmer;119
1. Blovstrød;C;Det Konservative Folkeparti;Jørgen Johansen;153
1. Blovstrød;C;Det Konservative Folkeparti;Erik Lund;34
1. Blovstrød;C;Det Konservative Folkeparti;Lars Bacher;9
1. Blovstrød;C;Det Konservative Folkeparti;Martin H. Wolffbrandt;72
1. Blovstrød;C;Det Konservative Folkeparti;Bettina Løgager;32
1. Blovstrød;C;Det Konservative Folkeparti;Faruk Kilic;7
1. Blovstrød;C;Det Konservative Folkeparti;Thomas Frisch;17
1. Blovstrød;C;Det Konservative Folkeparti;Eric Lerdrup Bourgois;16
1. Blovstrød;C;Det Konservative Folkeparti;Kim Holmstrøm;10
1. Blovstrød;C;Det Konservative Folkeparti;Jeanette Oxfeldt;5
1. Blovstrød;C;Det Konservative Folkeparti;Søsser Grønnegård;6
1. Blovstrød;C;Det Konservative Folkeparti;Torbjørn Barfod;5
1. Blovstrød;C;Det Konservative Folkeparti;Leif Johansen;53
1. Blovstrød;C;Det Konservative Folkeparti;René Nicklas Wendt;0
1. Blovstrød;D;Nye Borgerlige;Listestemmer;32
1. Blovstrød;D;Nye Borgerlige;John Jensen;12
1. Blovstrød;D;Nye Borgerlige;Jacob Beer;13
1. Blovstrød;D;Nye Borgerlige;Joan Blomsterberg;2
1. Blovstrød;D;Nye Borgerlige;John Hammer;2
1. Blovstrød;F;SF - Socialistisk Folkeparti;Listestemmer;69
1. Blovstrød;F;SF - Socialistisk Folkeparti;Nikolaj Bührmann;62
1. Blovstrød;F;SF - Socialistisk Folkeparti;Anders Damm-Frydenberg;22
1. Blovstrød;F;SF - Socialistisk Folkeparti;Kurt Koudahl Petersen;7
1. Blovstrød;F;SF - Socialistisk Folkeparti;Signe Schløer;91
1. Blovstrød;F;SF - Socialistisk Folkeparti;Jørgen Ekstrøm Jakobsen;32
1. Blovstrød;F;SF - Socialistisk Folkeparti;Nina Madsen;3
1. Blovstrød;F;SF - Socialistisk Folkeparti;Jalila Rachdi;3
1. Blovstrød;F;SF - Socialistisk Folkeparti;Camilla Damm-Frydenberg;3
1. Blovstrød;F;SF - Socialistisk Folkeparti;Flemming Langhans;0
1. Blovstrød;F;SF - Socialistisk Folkeparti;Ole Holm-Møller;0
1. Blovstrød;I;Liberal Alliance;Listestemmer;5
1. Blovstrød;I;Liberal Alliance;Christian Hauge Lundgaard;8
1. Blovstrød;I;Liberal Alliance;Steffen Møller;2
1. Blovstrød;O;Dansk Folkeparti;Listestemmer;11
1. Blovstrød;O;Dansk Folkeparti;Vagn Lund;3
1. Blovstrød;Q;Feministisk Initiativ;Listestemmer;1
1. Blovstrød;Q;Feministisk Initiativ;Sally Dorthea Fischer, Blovstrød;6
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Listestemmer;82
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Karsten Längerich, Lillerød;79
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Clara Rao, Lillerød;72
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Lisbeth Skov, Lynge;5
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Michael Nørregaard, Lillerød;18
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Anders Glümer, Blovstrød;195
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Jacob Bach Meldal, Lillerød;6
1. Blovstrød;V;Venstre, Danmarks Liberale Parti;Niels Kirkegaard, Blovstrød;34
