Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Listestemmer;351
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Kasper Glyngø, Juelsminde;457
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Claus Thaisen, Uldum;8
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Hanne Grangaard, Tørring;29
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Henrik Alleslev, Ølsted;26
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Liselotte Hillestrøm, Hornsyld;12
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Finn Kejfe Abrahamsen, Hedensted;386
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Jacob Ejs, Daugård;36
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Steen Christensen, Løsning;24
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Dorrit Haulrich, Stouby;51
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Lasse Kilde Andersen, Juelsminde;11
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Mihai Barbus, Løsning;3
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Helle Obenhausen Mortensen, Snaptu;10
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Heidi Würtz Møller, Lindved;8
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Henrik Hansen, Løsning;21
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Tina Uldum Bruun, Barrit;23
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Louise Stenmann, Ølholm;11
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Kenneth Rasmussen, Åle;0
1. Hedensted, St.Dalby Og Urlev;A;Socialdemokratiet;Anja Andersen, Rask Mølle;5
1. Hedensted, St.Dalby Og Urlev;B;Radikale Venstre;Listestemmer;30
1. Hedensted, St.Dalby Og Urlev;B;Radikale Venstre;Claus Bjørn Madsen, Hedensted;65
1. Hedensted, St.Dalby Og Urlev;B;Radikale Venstre;Marcus Øland, Klakring;12
1. Hedensted, St.Dalby Og Urlev;B;Radikale Venstre;Ulrik Møberg, Tørring;0
