Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Listestemmer;533
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Jacob Bundsgaard;986
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Anders Winnerskjold;354
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Anette Poulsen;97
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Kristian Würtz;19
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Lone Hindø;35
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Steen Bording Andersen;14
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Polly Dutschke;70
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Michael Krogh Hansen;9
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Eva Borchorst Mejnertz;141
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Hüseyin Arac;19
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Aase Pedersen;17
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Jesper Kjeldsen;70
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Regitse Rans;9
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Aage Rais;20
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Tanja Krabbenhøft;6
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Peter Nørskov;6
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Jasmine Søgaard;118
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Steffen Wich;85
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Berit Rousing;8
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Ali Nuur;4
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Esben Kullberg;12
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Poul Holm Christensen;3
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Janus Boye;14
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Peter Bonfils;18
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Kenneth Koustrup;29
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Heino Hamborg;8
1. Frederiksbjerg Hallerne;A;Socialdemokratiet;Kim Bredahl Kristensen;41
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Listestemmer;380
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Rabih Azad-Ahmad, Tilst;64
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Mahad Yussuf, Viby J;28
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Metin Lindved Aydin, Højbjerg;204
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Mattias Agger, Risskov;73
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Hanne Roed, Aarhus N;56
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Frederik Aagaard Sørensen, Risskov;72
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Philip D.D. Møller, Hasle;12
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Ouafa Rian, Viby J;66
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Jakob Lavrsen, Midtbyen;11
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Mads Rundstrøm, Brabrand;20
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Lasse Bjerg, Aarhus C;61
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Kåre Thorkild Sørensen, Mårslet;3
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Nils Musaeus Bertelsen, Brabrand;2
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Christian Vuust, Midtbyen;28
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Lasse Pagh, Brabrand;9
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Mia Nybo Jensen, Langenæs;57
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Elin Carlsen, Aarhus C;5
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Julie Kajgaard, Hasle;1
1. Frederiksbjerg Hallerne;B;Radikale Venstre;Tore Karsø, Aarhus C;3
1. Frederiksbjerg Hallerne;C;Det Konservative Folkeparti;Listestemmer;579
1. Frederiksbjerg Hallerne;C;Det Konservative Folkeparti;Steen Stavnsbo, Aarhus C;464
1. Frederiksbjerg Hallerne;C;Det Konservative Folkeparti;Mette Skautrup, Aarhus C;68
1. Frederiksbjerg Hallerne;C;Det Konservative Folkeparti;Peter Sporleder, Højbjerg;45
1. Frederiksbjerg Hallerne;C;Det Konservative Folkeparti;Nicolaj Bang, Aarhus;70
1. Frederiksbjerg Hallerne;C;Det Konservative Folkeparti;Purnima Erichsen, Aarhus;109
