Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Royal Stage;A;Socialdemokratiet;Listestemmer;333
1. Royal Stage;A;Socialdemokratiet;Kirsten Jensen;543
1. Royal Stage;A;Socialdemokratiet;Thomas Brücker;36
1. Royal Stage;A;Socialdemokratiet;Louise Colding;32
1. Royal Stage;A;Socialdemokratiet;Susanne Due Kristensen;42
1. Royal Stage;A;Socialdemokratiet;Jamil Cheheibar;18
1. Royal Stage;A;Socialdemokratiet;Mie Lausten;94
1. Royal Stage;A;Socialdemokratiet;Vivi Wøldike;26
1. Royal Stage;A;Socialdemokratiet;Mathilde Clauson-Kaas;68
1. Royal Stage;A;Socialdemokratiet;Mustafa Adham;9
1. Royal Stage;A;Socialdemokratiet;Niels Nedergaard;12
1. Royal Stage;A;Socialdemokratiet;Jens Græsted;12
1. Royal Stage;A;Socialdemokratiet;Emil Colding Sørensen;20
1. Royal Stage;A;Socialdemokratiet;Ingo Hvid;13
1. Royal Stage;A;Socialdemokratiet;Heidi Liljedahl;3
1. Royal Stage;A;Socialdemokratiet;Kenneth Østed;4
1. Royal Stage;A;Socialdemokratiet;Nanna Kjær;27
1. Royal Stage;A;Socialdemokratiet;Peder Bisgaard;35
1. Royal Stage;B;Radikale Venstre;Listestemmer;116
1. Royal Stage;B;Radikale Venstre;Christina Thorholm, Nødebo;93
1. Royal Stage;B;Radikale Venstre;Jørgen Suhr, Hillerød Vest;64
1. Royal Stage;B;Radikale Venstre;Charlotte Kaufmanas, Hillerød Øst;10
1. Royal Stage;B;Radikale Venstre;Mette Grønvaldt, Hillerød Øst;22
1. Royal Stage;B;Radikale Venstre;Anne Lintrup, Hillerød C;34
1. Royal Stage;B;Radikale Venstre;Lasse K. Rasmussen, Bendstrup;1
1. Royal Stage;C;Det Konservative Folkeparti;Listestemmer;328
1. Royal Stage;C;Det Konservative Folkeparti;Peter Ingemann Bentsen;90
1. Royal Stage;C;Det Konservative Folkeparti;Nikolaj Frederiksen;55
1. Royal Stage;C;Det Konservative Folkeparti;Stine Østlund;51
1. Royal Stage;C;Det Konservative Folkeparti;Christoffer Lorenzen;199
1. Royal Stage;C;Det Konservative Folkeparti;Kate Horsbøl;46
1. Royal Stage;C;Det Konservative Folkeparti;Jonas Lyberg Kofod;28
1. Royal Stage;C;Det Konservative Folkeparti;Lars Bennetzen;8
1. Royal Stage;C;Det Konservative Folkeparti;Jannick Holm;10
1. Royal Stage;C;Det Konservative Folkeparti;Lars W. Hansen;15
1. Royal Stage;C;Det Konservative Folkeparti;Brian Nedergaard;12
1. Royal Stage;C;Det Konservative Folkeparti;Anders Theisen;17
1. Royal Stage;C;Det Konservative Folkeparti;Manuel Vigilius;16
1. Royal Stage;C;Det Konservative Folkeparti;Niels Bang-Ebbestrup;6
1. Royal Stage;C;Det Konservative Folkeparti;Henrik Taankvist;0
1. Royal Stage;C;Det Konservative Folkeparti;Anni Nielsen;0
1. Royal Stage;C;Det Konservative Folkeparti;Poul Rohlin Nielsen;2
1. Royal Stage;D;Nye Borgerlige;Listestemmer;91
1. Royal Stage;D;Nye Borgerlige;Morten Bille;90
1. Royal Stage;D;Nye Borgerlige;John S. Falch;1
1. Royal Stage;D;Nye Borgerlige;Martin Vinther;21
1. Royal Stage;D;Nye Borgerlige;Kenn Hadberg;3
1. Royal Stage;F;SF - Socialistisk Folkeparti;Listestemmer;191
1. Royal Stage;F;SF - Socialistisk Folkeparti;Lars Elbrandt;117
1. Royal Stage;F;SF - Socialistisk Folkeparti;Janne Lunding Olsen;73
1. Royal Stage;F;SF - Socialistisk Folkeparti;Mads Munk Hansen;80
1. Royal Stage;F;SF - Socialistisk Folkeparti;Rasmus Alexander Meyer;12
1. Royal Stage;F;SF - Socialistisk Folkeparti;Flemming Thornæs;19
1. Royal Stage;F;SF - Socialistisk Folkeparti;Rikke Macholm;40
1. Royal Stage;F;SF - Socialistisk Folkeparti;Michael Liesk;41
1. Royal Stage;F;SF - Socialistisk Folkeparti;Silje Brynildsen;3
1. Royal Stage;F;SF - Socialistisk Folkeparti;Søren Lerche;173
1. Royal Stage;F;SF - Socialistisk Folkeparti;Laila Dall;11
1. Royal Stage;F;SF - Socialistisk Folkeparti;Peter Langer;59
1. Royal Stage;I;Liberal Alliance;Listestemmer;38
1. Royal Stage;I;Liberal Alliance;Elisabeth Stieper Tofte;54
1. Royal Stage;I;Liberal Alliance;Ulrik Ringgaard Mathorne;4
1. Royal Stage;I;Liberal Alliance;Martin Plambæk;5
1. Royal Stage;K;Kristendemokraterne;Listestemmer;12
1. Royal Stage;K;Kristendemokraterne;Henrik Forsberg;16
1. Royal Stage;O;Dansk Folkeparti;Listestemmer;47
1. Royal Stage;O;Dansk Folkeparti;Lars Ole Skovgaard Larsen;47
1. Royal Stage;O;Dansk Folkeparti;Jette Juul;37
1. Royal Stage;O;Dansk Folkeparti;Henning Westermann;6
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Listestemmer;224
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Klaus Markussen, Hillerød;239
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Dan Riise, Skævinge;55
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Peter Frederiksen, Uvelse;4
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Annette Rieva, Alsønderup;42
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Øzgen Yücel, Hillerød;47
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Hanne Kirkegaard, Hillerød;38
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Thomas Elong, Hillerød;134
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Ole Roed Jakobsen, Meløse;8
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Louise Diamant, Hillerød;4
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Dragan Popovic, Hillerød;113
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Pernille Svarre, Alsønderup;37
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Frederik Bang, Hillerød;11
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Peter Lennø, Hillerød;4
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Mathias Skarby, Nørre Herlev;4
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Camilla Kerlauge, Hillerød;14
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Ole Stark, Harløse;6
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Thomas Petersen, Hillerød;8
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;René Hamberg, Hillerød;2
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Jens Estrup, Ullerød;5
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;René Christensen, Hillerød;3
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Lorna Birgitte Rudd, Nødebo;4
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Sven Lynge, St. Lyngby;0
1. Royal Stage;V;Venstre, Danmarks Liberale Parti;Torben Rønne Petersen, Gørløse;0
1. Royal Stage;Æ;Frihedslisten;Listestemmer;7
1. Royal Stage;Æ;Frihedslisten;Bjarne Holm;9
1. Royal Stage;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;155
1. Royal Stage;Ø;Enhedslisten - De Rød-Grønne;Tue Tortzen;140
1. Royal Stage;Ø;Enhedslisten - De Rød-Grønne;Sabri Yilmaz;26
1. Royal Stage;Ø;Enhedslisten - De Rød-Grønne;Anne Mette Isabel Nielsen;49
1. Royal Stage;Ø;Enhedslisten - De Rød-Grønne;Hildur Johnson;37
1. Royal Stage;Ø;Enhedslisten - De Rød-Grønne;Karl Erik Rasmussen;7
2. Hillerødsholmsskolen;A;Socialdemokratiet;Listestemmer;281
2. Hillerødsholmsskolen;A;Socialdemokratiet;Kirsten Jensen;476
2. Hillerødsholmsskolen;A;Socialdemokratiet;Thomas Brücker;25
2. Hillerødsholmsskolen;A;Socialdemokratiet;Louise Colding;34
2. Hillerødsholmsskolen;A;Socialdemokratiet;Susanne Due Kristensen;30
2. Hillerødsholmsskolen;A;Socialdemokratiet;Jamil Cheheibar;17
2. Hillerødsholmsskolen;A;Socialdemokratiet;Mie Lausten;15
2. Hillerødsholmsskolen;A;Socialdemokratiet;Vivi Wøldike;15
