Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Frederikssund Midt;A;Socialdemokratiet;Listestemmer;332
1. Frederikssund Midt;A;Socialdemokratiet;Tina Tving Stauning;346
1. Frederikssund Midt;A;Socialdemokratiet;Jesper Wittenburg;181
1. Frederikssund Midt;A;Socialdemokratiet;Poul Erik Skov Christensen;76
1. Frederikssund Midt;A;Socialdemokratiet;Susanne Bettina Jørgensen;75
1. Frederikssund Midt;A;Socialdemokratiet;Anne-Lise Kuhre;17
1. Frederikssund Midt;A;Socialdemokratiet;Lars Jepsen;90
1. Frederikssund Midt;A;Socialdemokratiet;Kenneth Jensen;71
1. Frederikssund Midt;A;Socialdemokratiet;Ozgür Bardakci;109
1. Frederikssund Midt;A;Socialdemokratiet;Carsten Cederholm;27
1. Frederikssund Midt;A;Socialdemokratiet;Jesper Henriksen;18
1. Frederikssund Midt;A;Socialdemokratiet;Anne-Mette Olsen;9
1. Frederikssund Midt;A;Socialdemokratiet;Kim Egelund;8
1. Frederikssund Midt;A;Socialdemokratiet;Lars Eitmann;16
1. Frederikssund Midt;A;Socialdemokratiet;Martin Kirchgässner;1
1. Frederikssund Midt;A;Socialdemokratiet;Jimmy Sarvad;3
1. Frederikssund Midt;A;Socialdemokratiet;Julia Revling;10
1. Frederikssund Midt;A;Socialdemokratiet;Sanne Johansen;28
1. Frederikssund Midt;B;Radikale Venstre;Listestemmer;58
1. Frederikssund Midt;B;Radikale Venstre;Søren Weimann, Hornsherred;45
1. Frederikssund Midt;B;Radikale Venstre;Asbjørn Laurberg, Frederikssund;9
1. Frederikssund Midt;B;Radikale Venstre;Sükran Gezen, Frederikssund;5
1. Frederikssund Midt;B;Radikale Venstre;Kjartan Lind, Frederikssund;10
1. Frederikssund Midt;B;Radikale Venstre;Mark Barnkob, Frederikssund;5
1. Frederikssund Midt;B;Radikale Venstre;John Witt, Græse Bakkeby;2
1. Frederikssund Midt;B;Radikale Venstre;Kim Bromberg, Jægerspris;8
1. Frederikssund Midt;B;Radikale Venstre;Carsten Nielsen, Frederikssund;8
1. Frederikssund Midt;C;Det Konservative Folkeparti;Listestemmer;103
1. Frederikssund Midt;C;Det Konservative Folkeparti;Niels Martin Viuff, Frederikssund;127
1. Frederikssund Midt;C;Det Konservative Folkeparti;Therese Hejnfelt, Skibby;73
1. Frederikssund Midt;C;Det Konservative Folkeparti;Nicolai Pandorff, Onsved;6
1. Frederikssund Midt;C;Det Konservative Folkeparti;Henrik Godiksen, Slangerup;24
1. Frederikssund Midt;C;Det Konservative Folkeparti;Kenneth Johansen, St. Rørbæk;7
1. Frederikssund Midt;C;Det Konservative Folkeparti;Jonas Brandt, Kyndby Huse;23
1. Frederikssund Midt;C;Det Konservative Folkeparti;Henrik Biehl, Skuldelev;3
1. Frederikssund Midt;D;Nye Borgerlige;Listestemmer;90
1. Frederikssund Midt;D;Nye Borgerlige;Maibritt Møller Nielsen;52
1. Frederikssund Midt;D;Nye Borgerlige;Karl Andersen;16
1. Frederikssund Midt;D;Nye Borgerlige;Lars Goth;2
1. Frederikssund Midt;D;Nye Borgerlige;Ole Engell Clausen;6
1. Frederikssund Midt;D;Nye Borgerlige;Tobias Daniel Isaksson;23
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Listestemmer;89
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Anna Poulsen;145
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Ole Frimann Hansen;29
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Lone Terp;39
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Anders Madsen;31
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Marianne Stannum;19
1. Frederikssund Midt;F;SF - Socialistisk Folkeparti;Michael Grønbech;12
1. Frederikssund Midt;H;Forenet Frederikssund;Listestemmer;5
1. Frederikssund Midt;H;Forenet Frederikssund;Niki Hou Bagge;14
1. Frederikssund Midt;N;Fjordlandslisten;Listestemmer;78
1. Frederikssund Midt;N;Fjordlandslisten;Kirsten Weiland;112
1. Frederikssund Midt;N;Fjordlandslisten;Ole Peltola;7
1. Frederikssund Midt;N;Fjordlandslisten;Jørgen Olsen;8
1. Frederikssund Midt;N;Fjordlandslisten;Lennie Hansen;12
1. Frederikssund Midt;N;Fjordlandslisten;Morten Villadsen;24
1. Frederikssund Midt;N;Fjordlandslisten;Camilla Cordius;4
1. Frederikssund Midt;N;Fjordlandslisten;Jan Lykke;2
1. Frederikssund Midt;N;Fjordlandslisten;John Ziegler;32
1. Frederikssund Midt;N;Fjordlandslisten;Susanne Bartholin;5
1. Frederikssund Midt;O;Dansk Folkeparti;Listestemmer;86
1. Frederikssund Midt;O;Dansk Folkeparti;Gert Løfgren, Slangerup;9
1. Frederikssund Midt;O;Dansk Folkeparti;Inge Messerschmidt, Frederikssund;89
1. Frederikssund Midt;O;Dansk Folkeparti;Tobias Weische, Frederikssund;38
1. Frederikssund Midt;O;Dansk Folkeparti;Heidi Jørgensen, Jægerspris;14
1. Frederikssund Midt;O;Dansk Folkeparti;Jess Lykke Christensen, Skibby;2
1. Frederikssund Midt;O;Dansk Folkeparti;Andreas Brøsen, Slangerup;1
1. Frederikssund Midt;O;Dansk Folkeparti;Berit Stehr, Jægerspris;1
1. Frederikssund Midt;O;Dansk Folkeparti;Trúgvi Gudmundarson, Frederikssund;6
1. Frederikssund Midt;O;Dansk Folkeparti;Arne Dølling, Frederikssund;0
1. Frederikssund Midt;O;Dansk Folkeparti;Jannie Bøgh, Skibby;18
1. Frederikssund Midt;P;Anja Bisp Pedersen;Listestemmer;12
1. Frederikssund Midt;P;Anja Bisp Pedersen;Anja Bisp Pedersen;9
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Listestemmer;163
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;John Schmidt Andersen;249
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Hans Andersen;172
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Anne Sofie Uhrskov;56
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Jørgen Bech;17
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Michael Tøgersen;159
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Jens Jørgensen;7
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Morten Skovgaard;55
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Charlotte Drue Aagaard;56
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Lisbet Jensen;29
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Tom Lysgaard;2
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Neslihan Güzel;45
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Signe Sysse Grünfeld-Bierre;25
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Mikkel Johansen;5
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Lisbeth Dupont-Rosenvold;2
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Martin Elmegaard;0
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Søren Find Andersen;0
1. Frederikssund Midt;V;Venstre, Danmarks Liberale Parti;Christoffer Christensen;6
1. Frederikssund Midt;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;85
1. Frederikssund Midt;Ø;Enhedslisten - De Rød-Grønne;Rasmus Petersen, Jægerspris;24
1. Frederikssund Midt;Ø;Enhedslisten - De Rød-Grønne;Ulrik Goos Iversen, Jægerspris;31
1. Frederikssund Midt;Ø;Enhedslisten - De Rød-Grønne;Erik Andersen, Skibby;6
1. Frederikssund Midt;Ø;Enhedslisten - De Rød-Grønne;Kirsten Folke, Jægerspris;34
2. Frederikssund Nord;A;Socialdemokratiet;Listestemmer;232
2. Frederikssund Nord;A;Socialdemokratiet;Tina Tving Stauning;254
2. Frederikssund Nord;A;Socialdemokratiet;Jesper Wittenburg;111
2. Frederikssund Nord;A;Socialdemokratiet;Poul Erik Skov Christensen;48
2. Frederikssund Nord;A;Socialdemokratiet;Susanne Bettina Jørgensen;54
2. Frederikssund Nord;A;Socialdemokratiet;Anne-Lise Kuhre;8
2. Frederikssund Nord;A;Socialdemokratiet;Lars Jepsen;112
2. Frederikssund Nord;A;Socialdemokratiet;Kenneth Jensen;41
2. Frederikssund Nord;A;Socialdemokratiet;Ozgür Bardakci;91
2. Frederikssund Nord;A;Socialdemokratiet;Carsten Cederholm;17
2. Frederikssund Nord;A;Socialdemokratiet;Jesper Henriksen;3
2. Frederikssund Nord;A;Socialdemokratiet;Anne-Mette Olsen;6
2. Frederikssund Nord;A;Socialdemokratiet;Kim Egelund;6
2. Frederikssund Nord;A;Socialdemokratiet;Lars Eitmann;11
2. Frederikssund Nord;A;Socialdemokratiet;Martin Kirchgässner;2
2. Frederikssund Nord;A;Socialdemokratiet;Jimmy Sarvad;5
2. Frederikssund Nord;A;Socialdemokratiet;Julia Revling;11
2. Frederikssund Nord;A;Socialdemokratiet;Sanne Johansen;26
2. Frederikssund Nord;B;Radikale Venstre;Listestemmer;45
2. Frederikssund Nord;B;Radikale Venstre;Søren Weimann, Hornsherred;51
2. Frederikssund Nord;B;Radikale Venstre;Asbjørn Laurberg, Frederikssund;6
2. Frederikssund Nord;B;Radikale Venstre;Sükran Gezen, Frederikssund;12
2. Frederikssund Nord;B;Radikale Venstre;Kjartan Lind, Frederikssund;11
2. Frederikssund Nord;B;Radikale Venstre;Mark Barnkob, Frederikssund;3
2. Frederikssund Nord;B;Radikale Venstre;John Witt, Græse Bakkeby;11
2. Frederikssund Nord;B;Radikale Venstre;Kim Bromberg, Jægerspris;8
2. Frederikssund Nord;B;Radikale Venstre;Carsten Nielsen, Frederikssund;0
2. Frederikssund Nord;C;Det Konservative Folkeparti;Listestemmer;94
2. Frederikssund Nord;C;Det Konservative Folkeparti;Niels Martin Viuff, Frederikssund;115
2. Frederikssund Nord;C;Det Konservative Folkeparti;Therese Hejnfelt, Skibby;60
2. Frederikssund Nord;C;Det Konservative Folkeparti;Nicolai Pandorff, Onsved;9
2. Frederikssund Nord;C;Det Konservative Folkeparti;Henrik Godiksen, Slangerup;26
2. Frederikssund Nord;C;Det Konservative Folkeparti;Kenneth Johansen, St. Rørbæk;5
2. Frederikssund Nord;C;Det Konservative Folkeparti;Jonas Brandt, Kyndby Huse;18
2. Frederikssund Nord;C;Det Konservative Folkeparti;Henrik Biehl, Skuldelev;8
2. Frederikssund Nord;D;Nye Borgerlige;Listestemmer;69
2. Frederikssund Nord;D;Nye Borgerlige;Maibritt Møller Nielsen;53
2. Frederikssund Nord;D;Nye Borgerlige;Karl Andersen;6
2. Frederikssund Nord;D;Nye Borgerlige;Lars Goth;2
2. Frederikssund Nord;D;Nye Borgerlige;Ole Engell Clausen;4
2. Frederikssund Nord;D;Nye Borgerlige;Tobias Daniel Isaksson;38
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Listestemmer;86
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Anna Poulsen;112
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Ole Frimann Hansen;29
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Lone Terp;22
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Anders Madsen;7
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Marianne Stannum;19
2. Frederikssund Nord;F;SF - Socialistisk Folkeparti;Michael Grønbech;11
2. Frederikssund Nord;H;Forenet Frederikssund;Listestemmer;4
2. Frederikssund Nord;H;Forenet Frederikssund;Niki Hou Bagge;13
2. Frederikssund Nord;N;Fjordlandslisten;Listestemmer;88
2. Frederikssund Nord;N;Fjordlandslisten;Kirsten Weiland;57
2. Frederikssund Nord;N;Fjordlandslisten;Ole Peltola;10
2. Frederikssund Nord;N;Fjordlandslisten;Jørgen Olsen;13
