Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Ole Rømer-Skolen;A;Socialdemokratiet;Listestemmer;107
1. Ole Rømer-Skolen;A;Socialdemokratiet;Peter Faarbæk, Taastrup;75
1. Ole Rømer-Skolen;A;Socialdemokratiet;Anne Mette Bak, Taastrup;16
1. Ole Rømer-Skolen;A;Socialdemokratiet;Thomas Bak, Taastrup;11
1. Ole Rømer-Skolen;A;Socialdemokratiet;Hugo Hammel, Sengeløse;11
1. Ole Rømer-Skolen;A;Socialdemokratiet;Thomas Stenrød Paulsen, Taastrup;4
1. Ole Rømer-Skolen;A;Socialdemokratiet;Nina Strøm Tønnes, Hedehusene;6
1. Ole Rømer-Skolen;A;Socialdemokratiet;Malene Thackrah, Taastrup;9
1. Ole Rømer-Skolen;A;Socialdemokratiet;Brith Dorph Josephsen, Taastrup;15
1. Ole Rømer-Skolen;A;Socialdemokratiet;Stefan Ørsted Petersen, Taastrup;10
1. Ole Rømer-Skolen;A;Socialdemokratiet;Sabah Abid, Taastrup;40
1. Ole Rømer-Skolen;A;Socialdemokratiet;Sami Gökdemir, Taastrup;34
1. Ole Rømer-Skolen;A;Socialdemokratiet;Claus Heje, Taastrup;3
1. Ole Rømer-Skolen;A;Socialdemokratiet;Oguzcan Yüksel, Taastrup;130
1. Ole Rømer-Skolen;A;Socialdemokratiet;Flemming Amaro Kristensen, Hedehus;0
1. Ole Rømer-Skolen;A;Socialdemokratiet;Jacob Harris, Hedehusene;1
1. Ole Rømer-Skolen;B;Radikale Venstre;Listestemmer;7
1. Ole Rømer-Skolen;B;Radikale Venstre;Esat Sentürk;71
1. Ole Rømer-Skolen;B;Radikale Venstre;Ilknur Kekec Coban;44
1. Ole Rømer-Skolen;B;Radikale Venstre;Ibrahim El-Khatib;7
1. Ole Rømer-Skolen;B;Radikale Venstre;Jerry Jensen;2
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Listestemmer;49
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Michael Ziegler, Taastrup;282
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Merete Scheelsbeck, Taastrup;16
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Toke Elling, Taastrup;6
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Marjan Ganjjou, Taastrup;8
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Jeanette Ingemann, Fløng;1
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Turan Akbulut, Hedehusene;18
1. Ole Rømer-Skolen;C;Det Konservative Folkeparti;Steffen Mølgaard, Taastrup Valby;3
