kandidat,parti,stemmer
Allan Andersen,Socialdemokratiet,3299
Paw Karslund,Dansk Folkeparti,1865
Ali Qais,Moderaterne,526
Winnie Sørensen,SF,483
Annette Betak,Socialdemokratiet,389
Dennis W. Clausen,Venstre,387
Chastine Nygaard Engqvist,Socialdemokratiet,381
Sarah Crone,Venstre,332
Filip Breson,Enhedslisten,327
Bjørn Bjerrehøj,Radikale,313
Jan Bakmand,SF,307
Monika Karpinska Dollerup,Konservative,284
Benny Bindslev,Danmarksdemokraterne,283
Martin Lønborg,Liberal Alliance,270
Carsten Fuhr,Konservative,270
Liv Gam,T,268
Klaus Bach,Socialdemokratiet,262
Mette Fink,Enhedslisten,227
Patrick Lehto,Konservative,204
Allan-Ivan Kristensen,Socialdemokratiet,200
Charlotte Nellemann,Liberal Alliance,198
Søren Hallum-Andersen,Socialdemokratiet,187
Marlene Nyberg,Dansk Folkeparti,182
Ole Falster,SF,158
Lars Hein,Socialdemokratiet,155
Signe Nørgaard,SF,145
Faiza Karim,Enhedslisten,139
Lars Brandstrup Nielsen,SF,118
Esther Metzon,Socialdemokratiet,116
Kim Larsen,Enhedslisten,115
Stella Gissel,T,104
Thomas Arentoft Hinsby,Socialdemokratiet,104
Peter Hoffmann Nielsen,Socialdemokratiet,93
Noor Hamoody,Moderaterne,90
Ronny Børger,Dansk Folkeparti,90
Per Nørgaard Andersen,Liberal Alliance,82
Oliver Thorgrimson,Konservative,79
Marianne Kold,Socialdemokratiet,74
Ulla Kallesøe,T,71
Kasper Langelund,Radikale,63
Filip Andrzej Porebski,Konservative,63
Agata Slewa,Radikale,62
Simon Abramowitz,Enhedslisten,59
Marcus Jepsen,Socialdemokratiet,58
Pernille Meinertz,Venstre,58
Morten Jensen,Radikale,56
Jens Graff,Venstre,53
Thea Veidiksen,T,49
Dorthe Hecht,E,48
Mathias Precht,Moderaterne,48
Amos Myatt,Enhedslisten,37
Michael Maigaard,T,36
Claus Skaalum Lyder,Konservative,36
Jacob Strandgaard Andersen,Konservative,32
Eddie Blix,Liberal Alliance,28
Rita Bach,Dansk Folkeparti,25
Asbjørn Rasmussen,Dansk Folkeparti,21
Annika Noëlle Brandt Madolid Knudsen,Moderaterne,21
Arne Simon Hansen,Danmarksdemokraterne,20
Tasia Veidiksen,T,18
Michael O. Jørgensen,Socialdemokratiet,18
Kurt Wriedt,Konservative,17
Mette Byrdal,Venstre,14
Jan Friis,T,12
Sebastian Winslow,Radikale,6
Jens Kofoed,Venstre,6
Carsten Jørgensen,Venstre,4
