kandidat,parti,stemmer
Marianne Bredal,Venstre,752
Lars Møller Pedersen,Socialdemokratiet,251
Palle Lykke Ravn,Socialdemokratiet,237
Lisa Castro Jensen,Liberal Alliance,144
Lone Nørgård Holst-Hansen,Socialdemokratiet,111
Henrik Thinggaard,Danmarksdemokraterne,105
Morten Graversen,Venstre,93
Flemming T. Sørensen,Socialdemokratiet,92
Jesper Olesen,Socialdemokratiet,87
Lasse Blichfeldt,SF,73
Martin Hulgaard,Venstre,72
"Peter Vestergaard, Thyholm",Radikale,67
Steen Jakobsen,Venstre,60
Karsten Hjorth Larsen,Venstre,56
Anne K. Bøge Petersen,SF,50
"Henriette Thomsen, Struer",Konservative,48
Dorte Vilsgaard,Socialdemokratiet,48
Faghir Bent Bashri,Socialdemokratiet,46
Søren Christensen,Liberal Alliance,36
Frank Linde,Venstre,34
Karoline Matilde Christensen,Venstre,31
Christina Berg,Socialdemokratiet,31
Jette Lund,Dansk Folkeparti,30
Thorbjørn Jacobsen,Liberal Alliance,28
Hanne Christensen,SF,28
"Jacob Aarlit Gade, Thyholm",Konservative,26
Claus Henry Hansen,Venstre,24
Henriette Christensen,Socialdemokratiet,21
Simon Wodstrup,Danmarksdemokraterne,21
Tim Pindstofte,Venstre,20
Claus Ardahl Kristensen,Danmarksdemokraterne,19
Mogens Christensen,Socialdemokratiet,17
"Thomas Larsen, Bremdal",Konservative,16
John Christoffersen,Socialdemokratiet,15
"Holger Thomasbjerg, Struer",Radikale,15
"Bitten Kvist Jakobsen, Bremdal",Konservative,13
"Karsten Clemmensen, Humlum",Konservative,12
Gorm Hansen,Socialdemokratiet,12
Jeanette Juul Quaade,SF,12
Mikael Jensen,Dansk Folkeparti,12
Matthias Laulund,Venstre,12
Henrik Møller,Venstre,12
Johannes Stougård,Venstre,11
Hanne Lillie,Socialdemokratiet,11
Villy Nielsen,Liberal Alliance,10
Torben Buurgaard,Dansk Folkeparti,9
Ole Johansen,SF,9
Mikkel Sommer Larsen,Danmarksdemokraterne,9
"Kim Ravn Mortensen, Struer",Konservative,9
Emmanuel Fjordbak Lykke Ravn,Socialdemokratiet,8
Pia Grønbæk,Dansk Folkeparti,7
Natalia Cernavin,Socialdemokratiet,7
"Jens Laursen-Schmidt, Struer",Konservative,7
"Adrian-Silviu Suiugan, Struer",U,7
John Vangsgaard,Venstre,7
"Jonas L. Hejsel, Hjerm",Radikale,7
Troels Nyborg Jensen,Liberal Alliance,6
"Vivi Rokkjær, Struer",Radikale,4
"Tommy Christensen, Linde",Kristendemokraterne,4
Claus Søgaard Andersen,Socialdemokratiet,4
Mina Fadime Nyborg,Socialdemokratiet,3
"Kjeld Graversgård, Jegindø",Konservative,3
Elin Hamborg,Venstre,3
Elsebeth Dohn,D,3
Søren Smedegaard,Venstre,2
"Jesper Friis Gammelmark, Fousing",Konservative,2
John Jørgensen,J,1
"Søren Vestergaard, Thyholm",Konservative,1
Mogens Corfitz,D,1
