kandidat,parti,stemmer
Peter Hansted,Socialdemokratiet,695
Bent Juul Sørensen,Danmarksdemokraterne,315
Iza Alfredsen,T,236
Knud Borck,Konservative,187
Mads Boeberg Hansen,Konservative,129
Mads Kyrsting,SF,120
Inger-Marie Albertsen,Venstre,116
Hans Peter Rønn Bolding,Socialdemokratiet,114
Heidi Priebe Beck,SF,101
Flemming Boye,Dansk Folkeparti,101
Sine Agerholm,L,101
Mark Ambech,Konservative,97
Jens Weiss,E,96
Carl Jørgen Heide,Konservative,88
Katrine Friborg,Socialdemokratiet,87
Frederik Wulle,Liberal Alliance,84
Erik Jørs,Radikale,83
Kristine Skytte Glue,Konservative,82
Ole Holm Petersen,Venstre,62
Anja Valente,Socialdemokratiet,37
Frank Thorsted,Konservative,34
Leo Holm,Konservative,33
Klaus Fynsk Norup,Socialdemokratiet,33
Ole Wej Petersen,Socialdemokratiet,29
Karsten Bil,Danmarksdemokraterne,28
Majbrit Franklin Kock,Venstre,28
Johannes Renneberg,Socialdemokratiet,27
Sebastian W Blawat,Konservative,23
Ole Jensen,T,23
Gitte Slejborg,L,22
Bjarne Nissen,Venstre,21
Rasmus Byg,SF,18
Marianne Domdal Østenkjær,E,17
Charlotte Aabye,Danmarksdemokraterne,17
Anne Hejse,L,14
Helle Henrikka Mattsson,L,14
Thomas Estrup,Liberal Alliance,13
Ole Gilberg,Konservative,13
Jørn Skovsgaard,Radikale,12
Marie Kreuter,T,10
Ole Jes Iversen,Radikale,10
Bjarke Juel Helt,Konservative,8
Thomas Wang Larsen,Konservative,8
Peder Vilhelm Sørensen,Socialdemokratiet,8
Metha Feddersen,E,7
Agnes Haugaard,Radikale,6
Henrik Lek,Danmarksdemokraterne,4
Jørgen Roos,Socialdemokratiet,3
Svend Aage Secher,E,2
Claus Hjermind,E,2
Timm Nielsen,E,2
Carsten Wolff Hansen,L,2
Allan Sydtoft,T,2
Lars Rimfalk Jensen,Radikale,1
Harvey Metcalf,E,1
