kandidat,parti,stemmer
"Torben Gudiksen, Vinderup",Radikale,2407
"Kenneth Tønning, Holstebro",Venstre,2156
"Klaus Flæng, Vinderup",Socialdemokratiet,1992
"Kenneth Krog, Mejrup",Venstre,1469
"Helle Husted Lehmann, Vemb",Danmarksdemokraterne,906
"Dorthe Pia Hansen, Holstebro",Socialdemokratiet,841
Majbritt Birkholm,Dansk Folkeparti,829
"Karsten Filsø, Ulfborg",SF,812
"Jesper Hebsgaard Pedersen, Mejdal-Halgård",Venstre,713
"Lene Dybdal, Ulfborg",Socialdemokratiet,696
Niels Grønbæk Jensen,Liberal Alliance,688
"Simon Tang, Holstebro",SF,656
"Henrik Mortensen, Holstebro",Radikale,633
Søren Boel Olesen,Dansk Folkeparti,625
"Annette Dietz, Ellebæk",SF,621
"Per N. Mortensen, Tvis",Venstre,620
"Søren Frøstrup-Agger, Ellebæk",SF,619
"Tom Moesgaard Bro, Holstebro",Konservative,604
"Bibi Mundbjerg, Skave",Venstre,523
"Leif Brøgger, Nr. Felding",Venstre,485
"Dennis Thiesen, Idom-Råsted",Socialdemokratiet,389
"Karsten E. Olesen, Sevel",Konservative,365
"Dorthe Klüver, Holstebro",Venstre,362
"Jens Kristian Hedegaard, Vemb",Venstre,355
"Lone Kjær Hein, Holstebro",Radikale,354
"Hanne Arberg, Staby",SF,336
"Åse Mandøe, Holstebro",SF,333
"Erling M. Pedersen, Staby",Venstre,326
"Kristian Gade, Naur-Sir",Venstre,321
"Birgitte Hummelmose, Vinderup",Venstre,313
"Gitte Bach Andersen, Holstebro",Konservative,311
"Rasmus Gamst Beltofte, Mejdal-Halgård",Radikale,308
"Jytte Dideriksen, Holstebro",Radikale,303
"Bodil Pedersen, Mejrup",Socialdemokratiet,287
"Kasper B. G. Lauritsen, Holstebro",Socialdemokratiet,258
"Villy Hove, Holstebro",Danmarksdemokraterne,241
"Thor Andreasen, Vinderup",SF,230
"Jan Therkelsen, Holstebro",Socialdemokratiet,224
"Kent Lucassen, Holstebro",Danmarksdemokraterne,221
"Lasse Bjørn Møller, Holstebro",Socialdemokratiet,213
"Rolf Eg Klint Sørensen, Holstebro",Venstre,182
"Mikkel Dam Christensen, Holstebro",Venstre,157
"Carsten Esager Sørensen, Holstebro",SF,140
"Majbritt Breum Nielsen, Mejrup",Radikale,138
"Anders G. Jacobsen, Holstebro",Moderaterne,129
"Lise Rægaard, Holstebro",Socialdemokratiet,129
"Bjarne Sørensen, Holstebro",Venstre,120
"Ib Stougaard, Holstebro",Socialdemokratiet,113
"Mette Marie Thomsen, Vinderup",Venstre,104
"Heine Obitsø Jepsen, Tvis",Socialdemokratiet,93
"Ramalingam Sivalingam, Holstebro",Socialdemokratiet,83
Claus Opstrup Olesen,Liberal Alliance,82
Hans Bak,Liberal Alliance,78
"Gerthie Betak Rasmussen, Handbjerg",Radikale,72
"Jesper Jensen, Ulfborg",Konservative,69
Greta Mona Rusbjerg,Dansk Folkeparti,66
"René Galsgaard, Holstebro",D,62
"Emma Rørholm Vestergaard, Holstebro",Radikale,59
"Jens Andreas Lystbæk Vestergård, Sdr. Nissum",Radikale,56
"Claus Bech Clausen, Holstebro",Socialdemokratiet,50
"Julie Skjelborg Ardal, Idom",SF,49
"Henrik Maximus Hougaard, Holstebro",Moderaterne,45
"Dinos Kananda Byamungu, Nørreland",Radikale,44
"Jimmi Andreassen, Hogager",Socialdemokratiet,44
"Lau Sørensen, Holstebro",Konservative,44
"André Jacquet, Holstebro",Venstre,32
"Henrik Lindholt Nielsen, Holstebro",Moderaterne,31
Lene Rusbjerg Jørgensen,Dansk Folkeparti,24
"Arne Kubert, Mejdal-Halgård",Radikale,24
"Rasmus Harder Pedersen, Holstebro",SF,24
Lars Søndertoft Nielsen,Liberal Alliance,23
"Ole Primdahl, Vinderup",SF,17
"Ali Afshar, Holstebro",SF,16
"Vicki Kastberg Ravnsbæk, Vemb",Radikale,12
Henrik Gredsted,Dansk Folkeparti,12
"Renè Fjordside Jensen, Holstebro",D,12
Ivan Thorstensen,Dansk Folkeparti,12
Bente Aagaard,Dansk Folkeparti,11
Rasmus S. Jacobsen,Dansk Folkeparti,10
Dorthe Hesselager,Dansk Folkeparti,9
"Thomas Nørlund Betak, Mejdal-Halgård",Radikale,7
Betina Nielsen Hansen,Dansk Folkeparti,6
Debbie Gugerel,Dansk Folkeparti,4
