kandidat,parti,stemmer
Jan Riber Jakobsen,Konservative,2570
Thomas Andresen,Venstre,2042
Hans-Christian Gjerlevsen,Dansk Folkeparti,871
Erik Uldall Hansen,Socialdemokratiet,755
Theis Kylling Hommeltoft,Socialdemokratiet,740
Christian Panbo,Konservative,588
Signe Bekker Dhiman,Socialdemokratiet,572
Dorte Soll,Socialdemokratiet,548
Simon Bødker Egholm,Radikale,521
Lene Dalsgaard,SF,491
Ida Smed,Danmarksdemokraterne,485
Rasmus Juhl,Danmarksdemokraterne,477
Arne Leyh Petersen,Dansk Folkeparti,439
Søren Frederiksen,Venstre,428
Michael Christensen,SF,426
Kurt Asmussen,Slesvigsk Parti,424
Erwin Andresen,Slesvigsk Parti,391
Eivind Underbjerg Hansen,Venstre,391
Rasmus Elkjær Larsen,Konservative,369
Rasmus Andresen,Venstre,345
Carina F. Davidsen,Venstre,337
Dorrit Knudsen,Socialdemokratiet,321
Kim Andkjær Doberck,Dansk Folkeparti,304
Lucas Lind Sandager,Socialdemokratiet,285
Susanne Provstgaard,Venstre,278
Teis Hedemand,Liberal Alliance,270
Claus Bruun Jørgensen,Venstre,264
Philip Tietje,Venstre,256
Kim Petersen Wandahl,Konservative,249
Daniel Jensen,Konservative,235
Jens Wistoft,Venstre,224
Ulrik Johannsen,Liberal Alliance,223
Martin Hansen,Venstre,214
Dorthe Andresen,Slesvigsk Parti,206
Egon Madsen,Socialdemokratiet,205
Jette Julius Kristiansen,Dansk Folkeparti,194
Leo Lund,Konservative,191
Peter Maindal,Moderaterne,190
Carina Underbjerg Kloster,Venstre,182
Helle Lausten,Venstre,182
Jesper Kohberg-Skov,Venstre,180
Claus Fink Jørgensen,Venstre,177
Lone Jessen Hellerup,Dansk Folkeparti,164
Jens V. Pedersen,Konservative,162
Anders Koch-Hørlyck,Konservative,161
Kjeld Hansen,Konservative,159
Santha Thiruchelvam,Socialdemokratiet,159
Thomas Bomm,Venstre,150
Lars Kristensen,Venstre,144
Kaj Dam Rasmussen,Danmarksdemokraterne,142
Christian Mutwa Christensen,SF,140
Liselotte Johansen,SF,134
Malene Hejjo,SF,132
Helle Sejrup,Socialdemokratiet,130
Niels Jørn Nielsen,Venstre,129
Ester Esmarch,Kristendemokraterne,106
Peter Michael Jørgensen,Danmarksdemokraterne,106
Kim Mads Madsen,Socialdemokratiet,104
Wickie Lund,Konservative,101
Jens Erik Larsen,Venstre,96
Jan Køpke Christensen,J,91
Edel Nissen,Danmarksdemokraterne,87
Peter Asmussen,Slesvigsk Parti,87
Ani Maj Andersen,Socialdemokratiet,85
Ejler Schütt,Dansk Folkeparti,83
Cecilie C. Johannsen,Konservative,81
Birthe Oesterling Andersen,Enhedslisten,78
Allan B. Henningsen,Konservative,74
Thomas Walther-Johansen,Socialdemokratiet,74
Thilo Schlechter,Slesvigsk Parti,72
Rasmus H. Eichler,Konservative,70
Claus Lorenzen,Liberal Alliance,69
Preben Rasmussen,Enhedslisten,67
Käthe Nissen,Slesvigsk Parti,62
Sandra Malene Madsen,Socialdemokratiet,62
Smilla Rose Avram,E,61
Jytte Jacobsen,Venstre,60
Rikke Flebbe,Socialdemokratiet,59
Ivonne Schlitterlau Jørgensen,Liberal Alliance,48
Jens Chr. Nielsen,Liberal Alliance,46
Alexander Bork,Konservative,46
Lars Rex Mundi,Dansk Folkeparti,43
Christian G. Lauridsen,Dansk Folkeparti,43
Henning Damm Johansen,Venstre,43
Poul Berg,J,42
Morten Rask,Liberal Alliance,42
Jan Breitenkamp Hansen,Slesvigsk Parti,41
Charlotte Gudbrandsen,Dansk Folkeparti,39
Torben Nielsen,Liberal Alliance,38
Jesper Balleby Larsen,Konservative,37
Casper Andersen,Liberal Alliance,36
Marcus Andersen,Liberal Alliance,36
Charlotte Priisholm Jørgensen,Venstre,34
Tine Grønfeldt Lindbæk,Moderaterne,33
Anja Eggert,Slesvigsk Parti,31
Aksel Juhl,Konservative,31
Karsten Kjeldsen,SF,30
Ragner Nielsen,Konservative,30
Morten Vester,Liberal Alliance,30
Henrik Vest,Moderaterne,29
Johnny Lassen,Moderaterne,27
Torsten Søndergård Larsen,J,25
Brian Persson,SF,22
Lauritz Kley,Slesvigsk Parti,22
Niklas Nissen,Slesvigsk Parti,21
Monika Merz,Slesvigsk Parti,18
Henrik Hjord Ohlsen,Konservative,17
Bodil Bundesen,Dansk Folkeparti,17
Ulrik Westh,Konservative,16
Ole Gottlieb,Konservative,15
Jan Skriver Petersen,J,14
Florian Born,Slesvigsk Parti,14
Poul Erik Bøgelund,E,12
Hugo Schmidt,Slesvigsk Parti,12
Doris Bell,Slesvigsk Parti,11
Tove Stensbjerg,J,10
Jens Væggemose,J,9
Elisabeth Simon,Slesvigsk Parti,9
Finn Møller,Venstre,7
Matthias Alexander Petersen,J,7
Pia Hansen,J,5
