kandidat,parti,stemmer
Jon Andersen,Venstre,3138
Christina Lykke,SF,2616
Anders Brandt Sørensen,Socialdemokratiet,2426
Jill Byrdal,Venstre,1097
Karsten Thomsen,Socialdemokratiet,937
Jens Borup,Venstre,869
Mette Hardam,Venstre,704
Lone Haugaard,Moderaterne,612
Liv Lundholm Pedersen,Socialdemokratiet,602
Jens Nygaard,Danmarksdemokraterne,590
Bent Bøgsted,Danmarksdemokraterne,567
Jan Bjeldbak,Venstre,545
John Lamp Henriksen,Konservative,477
Gitte Kiilerich,Socialdemokratiet,466
Peter E. Nielsen,Socialdemokratiet,446
Søren Frederiksen,SF,438
Klaus Hjulmand,Liberal Alliance,432
Peter Sørensen,Konservative,421
Thomas Jørgensen,Venstre,416
Thomas Hjort,Dansk Folkeparti,389
Bodil Krogh,Venstre,310
Susanne Marianne Møller,Danmarksdemokraterne,285
Børge Egebak,Danmarksdemokraterne,278
Jonas Sivesgaard,Enhedslisten,257
John Karlsson,Socialdemokratiet,245
Søren Visti,SF,240
Peter Wallenskog,Danmarksdemokraterne,239
Mogens Brag,Venstre,238
Mathias Rump Hansen,Dansk Folkeparti,215
Jane Bengtsen,SF,210
Erik Kyed Trolle,Socialdemokratiet,199
Almina Nikontovic,SF,196
Brian Kjær,Socialdemokratiet,192
Jens Jæger,Socialdemokratiet,181
Helle Gaardboe Jeppesen,Venstre,166
June Menne,Socialdemokratiet,161
Jørgen Lykke Aagreen,Venstre,156
Steffen Stenbak Christiansen,Venstre,151
Joakim Madsen,Liberal Alliance,146
Anders Brønnum,Venstre,143
Pia Karlsen,Venstre,136
Tina Kruckow,SF,133
Lilly Pedersen,Socialdemokratiet,130
Niels Østergaard,Socialdemokratiet,125
Henriette M. Lundal Sørensen,Venstre,125
Soraya Khan,SF,124
Jane Clausen,Konservative,118
Jens Martin Fjordbak,Konservative,109
Peter Laigaard,Socialdemokratiet,95
Jesper Bøgh Sørensen,Socialdemokratiet,93
Rikke Stjerne,Venstre,89
Liselotte Heftholm,Socialdemokratiet,85
Niels H. Bünemann,Venstre,80
Hanne Mie Madsen,SF,80
Morten Arvidsson,Moderaterne,77
Ann Mette Christensen,Konservative,75
Maria Gade Dorf,Socialdemokratiet,66
Ulla Fischer,Dansk Folkeparti,61
Mogens Uggerhøj,Dansk Folkeparti,61
Mads Jensen,Konservative,57
Bjarne B. Madsen,Konservative,55
Jesper Øgaard Andreasen,SF,54
Michael Koch Sørensen,Socialdemokratiet,53
Marina Klein,Venstre,53
Nicolai Thomsen,Dansk Folkeparti,49
Kasper Kruse,Moderaterne,46
Claus Henrik Nedermark,Socialdemokratiet,42
Søren Kjær,SF,41
Peter Knudsen,Konservative,40
Flemming Agerskov,Konservative,40
René Wulff Christensen,SF,39
Nikolaj C. Andersen,Moderaterne,38
Børge Bondeven Frederiksen,Enhedslisten,38
Henrik Isaksen,Dansk Folkeparti,35
Steffen Sørensen,Socialdemokratiet,35
Bent H. Pedersen,Socialdemokratiet,33
Lars-Christian Thorvil,Socialdemokratiet,24
Freddy Skou Larsen,Konservative,24
Veronica Mbilizi,Konservative,22
Frank Reeckmann,Moderaterne,16
Ole Rasmussen,Venstre,15
Michael Haas,Socialdemokratiet,13
Hans Kristian Byrialsen,Konservative,9
