kandidat,parti,stemmer
Anstina Krogh,Socialdemokratiet,2769
Erling Bonnesen,Venstre,1568
Lars Scheby,Venstre,1475
Hans Stavnsager,Socialdemokratiet,747
Anne Møllegaard Mortensen,Dansk Folkeparti,685
Thomas Hofstedt Nielsen,Konservative,655
Tanja Kromann,Socialdemokratiet,591
Anna Mette Skov Borring,Radikale,553
Signe Jackson,Socialdemokratiet,506
Ole Pedersen,L,493
Mads Holdgaard,SF,462
Vagn Hansen,SF,439
Ole Folmer Greve,Danmarksdemokraterne,394
Steffen Jensen,Socialdemokratiet,385
Maria Busborg,Socialdemokratiet,382
Jack Odgaard,Venstre,363
René Jørgensen,Liberal Alliance,348
René Brinch Petersen,Socialdemokratiet,339
Søren Kristensen,Venstre,333
Morten Clausager Schjøtt,Enhedslisten,311
Lars Nielsen,Socialdemokratiet,303
Poul Kristensen,Socialdemokratiet,288
Jimmi Krøyer,Socialdemokratiet,282
Peder Månsson,L,269
Brian M. Bisgaard,Socialdemokratiet,258
John Jakobsen,Venstre,242
Anja Busch,Danmarksdemokraterne,241
Linda Bollerup,SF,238
Rasmus Viereck,Konservative,226
Maria Weisbjerg,Dansk Folkeparti,222
Åge Priisholm,Dansk Folkeparti,220
Helle Bonde Jensen,Konservative,201
Heide Munk,L,192
Eva Marianne Terkelsen,Enhedslisten,172
Casper Harries Andersen,Venstre,168
Poul Arne Nielsen,Socialdemokratiet,165
Nis Refner,Liberal Alliance,160
Rebekka Borgquist,SF,160
Anne Kyhn,Socialdemokratiet,154
Jeppe W. Pedersen,Danmarksdemokraterne,152
Christina Brun,Socialdemokratiet,146
Anne Jørgensen,Socialdemokratiet,136
Kim Petersen,L,132
Bettina Mygind,SF,132
Helle Gerbild,Enhedslisten,125
Michael E. Andersen,SF,122
David Skov,Liberal Alliance,119
Morten Hougaard,Konservative,119
Eske Aller,SF,116
Ole Bakkegaard Starklint,Socialdemokratiet,113
Mette Marie Christensen,Venstre,109
Nikolaj Lind-Thomsen Hjerrild,Radikale,108
Jonas Dahl Jakobsen,Dansk Folkeparti,104
Lucas Svendsen,Konservative,102
John Larsen,Socialdemokratiet,100
Torben Smith,SF,100
Christian Elmelund-Præstekær,Venstre,99
Bo Petersen,Venstre,96
Ole J. J. Jensen,Moderaterne,93
Keld Storm,L,88
Birthe Skovgård,Venstre,84
Martin Dyrgård Kaspersen,Radikale,82
Joacchim Brahtz,Konservative,79
Morten Holgersen,Konservative,75
Daniel Juhl,Danmarksdemokraterne,73
Michael Bernsdorf Jungfeldt,Konservative,64
Najib Adnan Almasri,Venstre,59
Anette Pihl Østergaard,Radikale,59
Paw Andersen,Dansk Folkeparti,55
Michael Møller,Konservative,53
Annemette Leth Nielsen,Enhedslisten,53
Romeo Troelsgaard,Dansk Folkeparti,52
Marianne Larsen,Venstre,48
Rebecha Foged,Venstre,47
Claus Gundersen,L,47
Lars Tribler,Venstre,45
Morten Vøhtz,Socialdemokratiet,45
Peter Lassen,Dansk Folkeparti,38
Alvin Mosegaard Jensen,Enhedslisten,37
Anker Møller,Danmarksdemokraterne,36
Torben Wolff,L,30
Torben Krogsgaard,L,27
Bjarne Herhold,L,27
Rikke Dyrgård Kaspersen,Radikale,26
Gurli Rindebæk,L,26
Bent Ipsen,Radikale,24
Anne Inez Jensen,L,24
Anja Kirstine Detlefsen Hansen,Radikale,19
Ole Peder Hansen,Radikale,11
Maibritt Seeger,SF,11
Frederikke Wright,Venstre,10
Preben Bruhn,Dansk Folkeparti,7
