kandidat,parti,stemmer
Mai-Britt Beith,Socialdemokratiet,3856
Per Møller,Konservative,2747
Søren Smalbro,Venstre,2481
Thomas Klimek,Socialdemokratiet,1053
Gry Bruun Nielsen,Radikale,919
Ellen Raunsmed,SF,770
Søren Homann,Konservative,654
Andreas Huus Andersen,Danmarksdemokraterne,618
Sven Bertelsen,Socialdemokratiet,605
Betina D. Jensen,Venstre,598
Claus Mørkbak Højrup,Venstre,576
Lars Høgh,Venstre,560
Henrik Taagaard,Socialdemokratiet,559
Christian Engen,Venstre,513
Erik Høgh-Sørensen,L,503
Mathias Holger Nielsen,Konservative,491
Mette Jensen,Konservative,469
Michael Engbjerg,Venstre,392
Jørgen Bing,SF,374
Lone Olsen,Venstre,365
Frode Larsen,Dansk Folkeparti,362
Lars-Peter Boel,Venstre,361
Daniel Vestergaard,Konservative,359
Annette Jensen,Venstre,292
Stefan Karlborg,Venstre,289
Martin Prentow,Socialdemokratiet,257
Tim Jensen,Socialdemokratiet,256
Mia Povlsen,Konservative,251
Annette Dyrbye Jensen,Danmarksdemokraterne,248
Martin Kirkholm Braun,Konservative,245
Kim Bach,Konservative,239
Per Hyldig,Dansk Folkeparti,233
Dan Gaardboe Rueskov,Liberal Alliance,217
Runa Friis Hansen,Enhedslisten,207
Louise Frilev,Venstre,192
Line Kraghede Jensen,Socialdemokratiet,189
Pernille Buhelt,Socialdemokratiet,182
Julie Vinther,Socialdemokratiet,176
Lene Skjelbo,SF,175
Holger Kjærgaard,Enhedslisten,175
Martin Brag,Venstre,155
Karl H. Bornhøft,SF,153
Monica Knudsen Toft,Danmarksdemokraterne,151
Jan Knudsen,Danmarksdemokraterne,149
Chelina Bagger,Socialdemokratiet,142
Anne V. Lauritsen,L,138
Peter Ernst Sundbæk,Socialdemokratiet,137
Svenning Christensen,Liberal Alliance,137
Laura Jensen,Moderaterne,126
Søren Sloth,Venstre,125
Hassan Alouch,Radikale,124
Martin Lønborg,Venstre,118
Børge Bech,Socialdemokratiet,117
Jes Bastholm,Socialdemokratiet,114
Ib Østenkær,Dansk Folkeparti,113
Arne Hyldgaard,Dansk Folkeparti,113
Daniel Krag Nielsen,Konservative,110
Jan Bering,Venstre,109
Tania Lange,L,103
Hans Jensen,Enhedslisten,95
Jesper Overgaard,Radikale,93
Paw Rytter,Moderaterne,90
Hugo Andersen,Socialdemokratiet,88
Pernille Kjul Knudsen,Konservative,87
Kent Budolfsen,Liberal Alliance,84
Michael Jordan Harritslev,Socialdemokratiet,84
Lea K. Sørensen,SF,78
Anette Bæk,Socialdemokratiet,77
Tao Lytzen,Socialdemokratiet,76
Tonny Winther,Venstre,73
Kitty Jeppesen,Konservative,61
Thomas Storm,Dansk Folkeparti,61
Knud Vibenfeld,Konservative,58
Anders Sindal Møller,Konservative,56
Thomas Baggi,Venstre,56
Kasper Beith Søndergaard,Socialdemokratiet,54
Dorte M. Nielsen,SF,46
Christian Simonsen,E,45
Lisa H. Pedersen,Venstre,45
Kenneth Birch,Konservative,43
Per Kanstrup,L,41
Elsebeth Maarup,Dansk Folkeparti,41
Rikke Kirstine Lomholt,Moderaterne,35
Jimmi Kruse Sørensen,SF,35
Carsten Andersen,J,32
Erik Gerald Balle,SF,29
Arne Nygreen,Enhedslisten,27
Kristian Jensen,L,20
Orla Kjærgaard,Dansk Folkeparti,18
Mette Præstegaard,L,18
Daniel Lundberg Svendsen,Radikale,18
Lars Christian Thomsen,Konservative,15
Anders Rydahl-Jensen,Venstre,14
Harry Jensen,Enhedslisten,14
Peter Yde Knudsen,Enhedslisten,14
Jens Peter Hanghøj Laursen,Radikale,14
Inger-Margrethe Jensen,SF,12
Ove Birk,L,11
Simon Hoekstra,L,9
Marthin Stadsvold,L,8
Ole Moltsen,L,7
Jane Borring Larsen,L,4
Birthe Andersen,L,4
Theis Magle,Radikale,4
Asta Bjerre,L,3
Ole Flemming Jespersen,L,1
Gunnar E. Nielsen,L,1
