kandidat,parti,stemmer
"Mikael Klitgaard, Dronninglund",Venstre,2212
"Bettina Bøcker Kjeldsen, Brønderslev",Socialdemokratiet,1446
"Thomas Krog, Brønderslev",SF,531
"Steen Søgaard Petersen, Hjallerup",J,476
"Carsten Ullmann Andersen, Jerslev",Danmarksdemokraterne,461
"Peter Stecher, Brønderslev",Konservative,444
"Line Vanggaard Pedersen, Jerslev",Venstre,443
"Nadja Aarøe Simonsen, Dronninglund",SF,414
"Danny Rosenkilde, Flauenskjold",Dansk Folkeparti,397
"Dennis Kvesel, Flauenskjold",Venstre,388
"Simon Aagaard, Dronninglund",J,378
"Mathias Christensen, Brønderslev",Venstre,378
"Alexander Aaen, Hjallerup",Venstre,347
"Lasse Riisgaard, Brønderslev",Venstre,307
"Marianne Fristrup, Hjallerup",J,301
"Anne Vejrum, Brønderslev",Venstre,267
"Henning Jørgensen, Brønderslev",SF,266
"Klaus Riis Klæstrup, Brønderslev",Venstre,256
"Karen Tilma, Brønderslev",Konservative,254
"H. C. Holst, Asaa",Venstre,250
"Jakob Hassingboe, Agersted",Socialdemokratiet,244
"Lone Clausen, Hjallerup",Socialdemokratiet,235
"Jamie Voldby, Brønderslev",Danmarksdemokraterne,234
"Jesper Larsen, Dronninglund",Socialdemokratiet,229
"Malene Fisker, Brønderslev",Venstre,228
"Kristian Abel Rasmussen, Hjallerup",Danmarksdemokraterne,226
"Ole Andersen, Asaa",Socialdemokratiet,224
"Johnni Olesen, Hjallerup",Venstre,223
"Margit Chemnitz, Klokkerholm",Venstre,222
"Niels Vestergaard Salling, Brønderslev",Venstre,216
"Allan Havsager, Tolstrup / Stenum",Venstre,215
"Jens Andersen, Serritslev",Venstre,213
"Eva Dam, Manna-Thise",Venstre,174
"Nicolaj Ritter, Serritslev",Danmarksdemokraterne,170
"Christen Bager, Dronninglund",Socialdemokratiet,166
"Christina Eilers, Brønderslev",Enhedslisten,162
"Niels Grønbæk, Brønderslev",Dansk Folkeparti,159
"Janni Høybye, Jerslev",Konservative,156
"Johannes Trudslev, Manna-Thise",Socialdemokratiet,140
"Dorthe Kerschus, Agersted",Radikale,139
"Kristian Hedelund, Brønderslev",Konservative,134
Thomas Skovgaard,Moderaterne,133
"Ole Jespersgaard, Øster Brønderslev",Socialdemokratiet,131
"Arne M. Jensen, Brønderslev",Socialdemokratiet,122
"Marianne Jensen, Try / Hjallerup",Socialdemokratiet,119
"Tim Toldbod, Øster Brønderslev",Venstre,116
"Annette Nielsen, Ravnstrup",Socialdemokratiet,112
"Caroline Kusk, Brønderslev",Enhedslisten,88
"Emilly Pedersen, Brønderslev",Socialdemokratiet,86
"Thomas Kjær, Asaa",J,80
"Svend Bjerre Bøgh, Dronninglund",Venstre,73
"Mattias Wennbring, Brønderslev",Venstre,68
Lars Erling Sørensen,D,66
"Gitte Rye Larsen, Hjallerup",SF,58
"Adnan Y. M. Jedon, Brønderslev",Socialdemokratiet,49
"Jacob Høfler, Brønderslev",Venstre,49
"Karsten Andreasen, Dronninglund",Konservative,48
"John Kaptain, Dronninglund",Venstre,46
"Christian Sonne-Schmidt, Dronninglund",Venstre,43
"Per Hjermitslev, Brønderslev",Danmarksdemokraterne,43
"Kristina Johansen, Jerslev",SF,43
"Lasse Mejer Petersen, Brønderslev",Enhedslisten,40
"Trine Fruergaard Johansen, Brønderslev",SF,36
"Rasmus Falck Østergaard, Klokkerholm",Enhedslisten,36
"Mogens Gregersen, Hjallerup",J,35
"Karen Strandfelt, Manna-Thise",Socialdemokratiet,34
"Jeanette Maints, Stenum",SF,34
"Gorm Simonsen, Dronninglund",Radikale,33
"Mai Jensen, Brønderslev",Enhedslisten,32
"Mikael Christensen, Hjallerup",Konservative,30
"Jan Sonne-Schmidt, Klokkerholm",Socialdemokratiet,29
"Annemette Chemnitz Eilers, Brønderslev",Enhedslisten,26
"Jette Schiønning Aasholm, Brønderslev",Konservative,25
"Lars Kaae, Jerslev",SF,25
"Anton Brandt Linnet, Flauenskjold",Enhedslisten,21
"Christian Sejlund, Hjallerup",Konservative,16
"Jan Rønnov, Brønderslev",Konservative,16
"Oliver L. V. Simonsen, Dronninglund",Venstre,11
Christian Simonsen,D,10
"Jan F. Johansen, Hjallerup",Konservative,8
"Torben Houge Nielsen, Brønderslev",Konservative,5
"Ole Agger Hansen, Brønderslev",Konservative,5
