kandidat,parti,stemmer
Peter Sørensen,Socialdemokratiet,6681
Michael Nedersøe,Dansk Folkeparti,1872
Martin Ravn,Venstre,1657
Jakob Bille,Liberal Alliance,1503
Pernille Holm,SF,1257
Anders Krojgaard Lund,Konservative,940
Jørgen Korshøj,Venstre,938
Esben Hedeager,Konservative,855
Lisbeth Torfing,Enhedslisten,828
Jan Koborg Olsen,Socialdemokratiet,779
Andreas Boesen,Socialdemokratiet,725
Rikke Christensen,Radikale,705
Susan Gyldenkilde,Socialdemokratiet,659
Anja Kjærhus,Socialdemokratiet,640
Paw Hedegaard Amdisen,SF,615
Heidi Skovbølling Holm,Socialdemokratiet,597
Pernille Lundsgaard,Venstre,566
Niels Peter Bøgballe,Socialdemokratiet,561
Karina Aamann,Venstre,557
Birthe Knudsen,Socialdemokratiet,527
Christina Egelund Antonsen,Socialdemokratiet,476
Lisbeth Ivanhoe,Enhedslisten,455
Anders Vigild,Socialdemokratiet,452
Annette  Schulz Jensen,Konservative,440
Jesper Bendtsen,Venstre,430
Lars Jensen,Venstre,394
Esben Kronborg,Socialdemokratiet,383
Piratheep Rabindranath,Socialdemokratiet,380
Jens Pedersen,Venstre,379
Lone Blume,Socialdemokratiet,355
Anders Vaagan,Socialdemokratiet,345
Christian Müller,Socialdemokratiet,336
Bjarne Jensen,Danmarksdemokraterne,330
Saliem H. Bader,Socialdemokratiet,311
Asbjørn Mols Nørgaard,Venstre,309
Ole Dahl Kristensen,Venstre,306
Anders Bruun Rasmussen,Socialdemokratiet,305
Niki Paaske Jensen,Liberal Alliance,299
Ozan Yücelbas,Venstre,281
Bo Leander Gylling,Danmarksdemokraterne,278
Jacob Dahl,Danmarksdemokraterne,271
Harun Güler,Socialdemokratiet,244
Stephan Arnold,Venstre,241
Sanne Abildgaard Svane,SF,240
Fahreta Kadic,Socialdemokratiet,233
Anastasia Berg,Liberal Alliance,213
Ninna Møller,Socialdemokratiet,206
Kim Bach Hansen,Dansk Folkeparti,201
Bent Riis,Socialdemokratiet,185
Line Vinum Sørensen,Socialdemokratiet,177
Erdal Alici,Socialdemokratiet,177
Børge Jørgensen,Socialdemokratiet,175
Uffe Bie,Moderaterne,167
Adnan Nikontovic,SF,164
Maria Hansen,Socialdemokratiet,163
Allan Skou Larsen,Enhedslisten,154
Lykke Handberg,Socialdemokratiet,146
Mie Holdensen,Konservative,141
Anni Jakobsen,L,136
Jonas Kramer,Venstre,126
Ole Hoffgaard Munk,Venstre,125
René McKenzie Lintrup,Konservative,120
Annette Langelykke,Enhedslisten,118
Assia Ingeborg Hybert Zouaoui,Socialdemokratiet,116
Asger Pagh-Emborg,Liberal Alliance,102
Niels Voetmann Jepsen,Radikale,97
Susanna Uhrskov,Dansk Folkeparti,96
Bo Skov Johansen,Socialdemokratiet,88
Michael Bjerg Hansen,Dansk Folkeparti,85
Nicklas Skov Hansen,Socialdemokratiet,81
Lars Ladefoged,Radikale,76
Børge Sørensen,Radikale,72
Viktor Sivertsen,Konservative,69
Grethe Fyrstenberg,Enhedslisten,67
Jeanette Schjællerup,Socialdemokratiet,63
Knud Erik Terkelsen,Dansk Folkeparti,62
Dorthe Jensen,Venstre,60
Preben Skiby Poulsen,Socialdemokratiet,59
Henning Engelhardt Simonsen,Danmarksdemokraterne,57
Lasse Rytter Andersen,SF,55
Thomas Stougaard Dalby,Enhedslisten,54
Jan Skat Riishøj,D,54
Søren Astrup,T,52
Kasper Pagh,Konservative,52
Morten Philipps,Moderaterne,52
Kristoffer Holdensen,Konservative,51
Charlotte Svømmeholm,Konservative,50
Hans Sørensen Doktor,Radikale,45
Aslak Christensen,D,38
Steffen Jespersen,Liberal Alliance,36
L. Knudsen,Dansk Folkeparti,34
Simon Hellemann Skov,Dansk Folkeparti,26
Leif Krøyer,D,14
