kandidat,parti,stemmer
Kenneth Muhs,Venstre,3282
Suzette Frovin,SF,1813
Lone Smidt,Socialdemokratiet,1477
Anne-Marie Palm-Johansen,Dansk Folkeparti,520
Henrik Vestergård,Socialdemokratiet,334
Martin Rytter,Liberal Alliance,322
Martin Stenmann,Socialdemokratiet,320
Claus Johanson,Socialdemokratiet,269
Mette Gylling,SF,255
Vibeke Ejlertsen,Socialdemokratiet,248
Michael Gertsen,Konservative,221
Martin Huus,Venstre,199
Henriette Levin,Socialdemokratiet,198
Kaj Refslund,Venstre,196
Jacob Nilsson,Venstre,190
Tina Ginnerup Jespersen,Radikale,190
Per Chrone Jespersen,Socialdemokratiet,183
Ole Tyrsted Jørgensen,SF,180
Jan Reimer,Venstre,178
Anja Kongsdal,Venstre,161
Lars Findsen,Danmarksdemokraterne,160
Poul Erik Knudsen,Socialdemokratiet,160
Rameesh Thirugnanasambanther,Venstre,149
Anne Dyrhøj,Venstre,127
Jørgen Jørgensen,Venstre,124
Morten Rasmussen,Venstre,118
Nanna Bille,Liberal Alliance,118
Pia Kondrup Juul-Nielsen,Venstre,116
Kenneth Taanquist,Venstre,100
Liv Ásta Holst Nielsen,Venstre,99
Tue Fabricius,Radikale,96
Per Sønder,Venstre,94
Jakob Lyder,Danmarksdemokraterne,91
Mette B. Valentin,Alternativet,87
John Burke-Hansen,Venstre,85
Bjarne Christiansen,Alternativet,83
Birol Kalem,Venstre,81
Carsten Jarner Olsen,Socialdemokratiet,67
Masoud Tofan,Socialdemokratiet,67
Jesper Kirkholm Madsen,Venstre,67
Claus Harton,Venstre,65
Carsten Kudsk,L,64
Pia Søndergaard Jensen,SF,64
Henriette Thor,SF,62
Henrik Skov,Konservative,62
Søren Svendsen,Venstre,62
Anders Tipsmark,Venstre,60
Uffe Holst Jensen,N,59
Søren Valentin,Liberal Alliance,58
Niels Grønlund,Radikale,56
Søren Nielsen,Venstre,54
Henrik Kragh,Socialdemokratiet,54
Merete Bang,Socialdemokratiet,54
Torben Nielsen,Venstre,48
Jesper Bay,Socialdemokratiet,47
Jens Høj Justesen,SF,46
Kent Larsen,Dansk Folkeparti,46
Eva Thind Høiberg,Dansk Folkeparti,43
Jørn Gustavsen,Venstre,43
Per Jensen,Enhedslisten,41
Iben Bohr,SF,40
Jacob Rasmussen,Konservative,38
Karen Moritz Hansen,Radikale,37
Mathias Vrå Hjorth,Socialdemokratiet,36
Pernille Thaisen,Venstre,35
Steffen Tauno Lindholm Kristensson,Konservative,35
Marianne Trustrup,Enhedslisten,33
Bo Haaning,Venstre,32
René Normann Jensen,Venstre,30
Sidse Frost Jensen,Enhedslisten,28
Søren Nielsen,Konservative,27
Emilie Haaning,Radikale,27
Thomas Pulawski,Liberal Alliance,25
Thomas Krum,Konservative,25
Allan Lau,Dansk Folkeparti,25
Lasse Godiksen,SF,25
Bjørn Stampe,Danmarksdemokraterne,23
Jeppe Bang Jensen,Danmarksdemokraterne,23
Martin Veile Nørgaard Sønderby,Konservative,20
Preben Jørgensen,Enhedslisten,19
Anja de Thurah,SF,19
Gøye Thorn Svendsen,SF,18
Jesper Kaaslev Juul Lunde,Venstre,18
Holger S. Jørgensen,Frie Grønne,18
Carsten Sahl Rasmussen,SF,16
Henrik Sonne-Schmidt,Konservative,15
Peder Gade Svensson,Venstre,14
Betty Glosted,N,14
Dorit Myltoft,Radikale,13
Aurin R.,Alternativet,13
Bodil Vedsegaard,Konservative,11
Davíð Hrafnsson Holst Nielsen,Venstre,9
Søren Dalmark,Alternativet,7
Kennet Ravn,L,6
Lisa Ravn,L,6
Thomas Bach Piekut,Konservative,5
Hjalmar Christiansen,Radikale,4
Hans Grishauge,Radikale,3
Steen Vedsegaard,Konservative,3
