kandidat,parti,stemmer
Thomas W. Olsen,Konservative,184
Niels Odgaard,Konservative,162
Heidi Strøm,Konservative,144
Jeannette Klitgaard Andersen,Venstre,130
Karsten Skov Petersen,Dansk Folkeparti,117
Michael Møller Kristensen,SF,64
Ole Lind,Dansk Folkeparti,55
Else Henriette Andersen,Konservative,41
Anne-Marie Ejsten,Socialdemokratiet,34
Brian Winther,Danmarksdemokraterne,34
Folmer Hjorth Kristensen,Socialdemokratiet,32
Flemming Winther Olsen,SF,29
Jens Morten Hansen,Venstre,19
Jess Jessen-Klixbüll,L,19
Jens Fjeldal,Venstre,19
Henning Malmmose Johansen,L,15
Claus Døssing,Socialdemokratiet,12
Lotte Steneborg,Dansk Folkeparti,12
Jim Linderod,Konservative,11
Michael M. Hansen,Konservative,11
Tomas Sundbäck,Venstre,8
Jens Christian Christensen,Konservative,8
Marianne Gade,L,7
Frank Schürmann,Venstre,4
Anette Agerboe da Rosa,Venstre,2
Jan Bierberg,Socialdemokratiet,1
Kenneth Petersen,Dansk Folkeparti,1
