kandidat,parti,stemmer
Kristian Andersen,Kristendemokraterne,3670
Mads Fuglede,Danmarksdemokraterne,3406
Lone Andersen,Venstre,1981
Jens Jensen,Socialdemokratiet,1047
Niels Rasmussen,SF,969
Lennart Qvist,Konservative,783
Erik Viborg,Venstre,763
Henrik Hammelsvang,Venstre,689
Carsten Bjerg,Kristendemokraterne,628
Ole Kjær,Danmarksdemokraterne,511
Maria Kjærgaard,SF,484
Marcus Juul Grønbæk,Danmarksdemokraterne,457
Vivi Altenburg,Danmarksdemokraterne,443
Linda Nielsen,Socialdemokratiet,442
Birgitte Vinding,J,429
Casper B. F. Jensen,Venstre,415
Birgitte Skovkær,Venstre,409
Niels Kristian Larsen,SF,408
Preben V. Enevoldsen,Venstre,385
Jens Erik T. Damgaard,Kristendemokraterne,365
Marie Kamp From,Venstre,360
Caroline Byg Ejstrup,Venstre,349
Irene Lund Pedersen,Socialdemokratiet,330
Jens Peder K. Bendtsen,Venstre,330
Marie Juul Moustesgaard,Venstre,299
Søren Møller Christensen,Liberal Alliance,280
Søren Christensen,Danmarksdemokraterne,275
Susanne Kristensen,Dansk Folkeparti,265
Jens Jacob Østergaard,Venstre,256
Bent Brodersen,Venstre,223
Jacob Sjørslev-Østergaard,Liberal Alliance,219
Malene Bonde-Petersen,Kristendemokraterne,217
Anne Solsø,Venstre,211
Lars Redder Jakobsen,Venstre,207
Helena Rasmussen,Socialdemokratiet,189
Rita Byskov,Venstre,189
Gitte Vestergaard,SF,183
Bente Kirkegaard,Venstre,166
Tetiana Khaliuk,Venstre,163
Poul Gregersen,SF,159
Hans Nygaard Zhou,Danmarksdemokraterne,134
Karina Overby,Socialdemokratiet,131
Henrik Andersen,Kristendemokraterne,129
Vita Bendiks Nielsen,Kristendemokraterne,128
Irvin Christensen,Konservative,128
Henning Bo Madsen,Enhedslisten,126
Jan Juhl,Dansk Folkeparti,118
Serhii Derkach,Kristendemokraterne,101
Arne V. Andersen,Liberal Alliance,101
Gert Skov Henriksen,Danmarksdemokraterne,97
Alex B. Holm,J,97
Lasse Jepsen,Liberal Alliance,93
Lillian Jørgensen,Liberal Alliance,91
Louise Høgild Kristensen,Socialdemokratiet,90
Sara Jørgensen,Kristendemokraterne,88
Jørgen Rabjerg,SF,85
Majbritt Ejstrup Munk,J,85
Pernille H. Nielsen,J,85
Susanne Høj,Konservative,83
Ane Marie Søborg,Socialdemokratiet,74
Else Solsø,Venstre,73
Egon Henriksen,Socialdemokratiet,63
Elsebeth Horsted Skov,Danmarksdemokraterne,59
Jan Kr. Pedersen,D,59
Allan Iversen,Danmarksdemokraterne,54
Helene Højmark,Konservative,53
Jari Thomas Schmidt,Venstre,53
Jan Holm Rasmussen,J,48
Chris Wantia,Venstre,42
Romante Karbauskiene,Socialdemokratiet,39
Mathias Mogensen Brosbøl,Kristendemokraterne,34
Nicoline Kristoffersen,Liberal Alliance,33
Abdul Karim Ahmad,Socialdemokratiet,29
Kaj Meng Petersen,Danmarksdemokraterne,26
John Svendsen,D,25
Mogens Nielsen,Socialdemokratiet,23
Anja Renate Thomsen,J,21
Bjarne Højlund,Konservative,14
Mikael Pedersen,SF,14
Edvard Rasmussen,Kristendemokraterne,11
Michael Vejen,Socialdemokratiet,11
Christian Ulrich Terp,Konservative,11
Preben Pedersen,Kristendemokraterne,7
Merete Mogensen,Kristendemokraterne,5
