kandidat,parti,stemmer
Diane Aarestrup,Socialdemokratiet,1343
Helle Bak Andreasen,Venstre,1051
Michael Krogsgaard,Konservative,1009
Henrik Agesen,Venstre,930
Christian Hem,Venstre,897
Merete Fuglsang Hansen,Konservative,660
Kiki Bille Bach,Socialdemokratiet,639
Morten Klessen,Socialdemokratiet,551
Kjeld Hedegård,Danmarksdemokraterne,524
Mogens Gade,Venstre,509
Camilla Andersen,Venstre,485
Claus Svendsen,Venstre,482
Peter Thellufsen Pedersen,Liberal Alliance,456
Frank Trolle,Socialdemokratiet,434
Jørgen Ravn Christensen,Konservative,430
Birgit Mejlholm Kold,Venstre,396
Malou Skeel,Venstre,368
John Bjerg,L,348
Anne-Mette Ulstrup,Dansk Folkeparti,336
Mariane Andersen,Venstre,336
Ulla Flintholm,Venstre,288
Per Halsboe-Larsen,Socialdemokratiet,257
Astrid Budolfsen,SF,226
Mette Vestenbæk,Socialdemokratiet,219
Charlotte Holst Høybye,SF,216
Ole Stavad,Socialdemokratiet,213
Folmer Toftdahl-Olesen,Venstre,212
Lisa Kronborg Sørensen,Venstre,212
Bøje Holmsgaard Lundtoft,Socialdemokratiet,199
Jane Koller,Venstre,189
Mogens Bay,Venstre,187
Louise Smith Jensen,SF,184
Kim Levisen,Socialdemokratiet,182
Lisbet Emmery,Socialdemokratiet,174
Jakob Sønderhaven,SF,170
Kent Røge,Venstre,168
Hans Henrik Thrane,Konservative,167
Morten Bo,Liberal Alliance,162
Mogens Nørgård,Socialdemokratiet,150
Jens Ørtoft,Dansk Folkeparti,144
Johnny Solberg,Konservative,131
Dorthe Olsen,Konservative,131
Nathalie Albrechtsen,T,119
Rikke Olssen,Liberal Alliance,115
Astrid Søgaard,Socialdemokratiet,114
Jørgen Bjerregaard,Kristendemokraterne,111
Jens Chr. Golding,Socialdemokratiet,108
Susanne Kristiansen,SF,106
Per Salling,Danmarksdemokraterne,105
Helle Skøttrup,Dansk Folkeparti,88
Susanne Majgaard,Danmarksdemokraterne,86
Jens Frøkjær,Radikale,82
Janne  Altenburg,Danmarksdemokraterne,75
Louise Maria Dandanell,Danmarksdemokraterne,74
Brian Højmark,Danmarksdemokraterne,68
Jesper Krogh,Danmarksdemokraterne,68
Steen Andersen,T,60
Anne-Mette Solberg,Konservative,57
Thomas Ingemann Nielsen,Liberal Alliance,53
Bjarne Jeppesen,Danmarksdemokraterne,50
Nanna Marie Christensen,SF,48
Natasja Thomsen,Danmarksdemokraterne,43
Mary-Ann Sørensen,Socialdemokratiet,41
Kirsten Buhl Christensen,Venstre,34
Alex Brokholm Pedersen,Dansk Folkeparti,31
Hans-Jørgen Svendsen,Danmarksdemokraterne,28
Thomas N. Christensen,Dansk Folkeparti,26
Kathrine Pilgaard,Radikale,25
John S. Lambertsen,T,23
Lindhardt Højen,L,23
Torben Lund,Danmarksdemokraterne,21
Bjarne Kjær-Jensen,Dansk Folkeparti,21
Villy Thomsen,Socialdemokratiet,20
Bente Ågren Jensen,Kristendemokraterne,20
Niels Kristian Pilgaard Jensen,Radikale,19
Villy Blichfeldt Sørensen,Dansk Folkeparti,19
Lise Jørgensen,Konservative,17
Leif Lykke Larsen,Dansk Folkeparti,15
Casper Stølting,Konservative,15
Hans Kurt Børresen,SF,15
Kim Jensen,Venstre,10
Tina Hieronymus,Liberal Alliance,10
Søren Pagh Albers,L,10
Jesper Riis Hansen,L,7
Annegrete Jensen,Radikale,7
Jakup F. Jacobsen,Kristendemokraterne,7
Kasper Buus Hornemann,Konservative,7
Frank Jørgensen,L,6
Lilly Kjærsgaard,Danmarksdemokraterne,4
Nohr Winterfalk,Liberal Alliance,3
Jacob S. Jacobsen,P,2
