kandidat,parti,stemmer
Torben Gudiksen,Radikale,2407
Kenneth Tønning,Venstre,2156
Klaus Flæng,Socialdemokratiet,1992
Kenneth Krog,Venstre,1469
Helle Husted Lehmann,Danmarksdemokraterne,906
Dorthe Pia Hansen,Socialdemokratiet,841
Majbritt Birkholm,Dansk Folkeparti,829
Karsten Filsø,SF,812
Jesper Hebsgaard Pedersen,Venstre,713
Lene Dybdal,Socialdemokratiet,696
Niels Grønbæk Jensen,Liberal Alliance,688
Simon Tang,SF,656
Henrik Mortensen,Radikale,633
Søren Boel Olesen,Dansk Folkeparti,625
Annette Dietz,SF,621
Per N. Mortensen,Venstre,620
Søren Frøstrup-Agger,SF,619
Tom Moesgaard Bro,Konservative,604
Bibi Mundbjerg,Venstre,523
Leif Brøgger,Venstre,485
Dennis Thiesen,Socialdemokratiet,389
Karsten E. Olesen,Konservative,365
Dorthe Klüver,Venstre,362
Jens Kristian Hedegaard,Venstre,355
Lone Kjær Hein,Radikale,354
Hanne Arberg,SF,336
Åse Mandøe,SF,333
Erling M. Pedersen,Venstre,326
Kristian Gade,Venstre,321
Birgitte Hummelmose,Venstre,313
Gitte Bach Andersen,Konservative,311
Rasmus Gamst Beltofte,Radikale,308
Jytte Dideriksen,Radikale,303
Bodil Pedersen,Socialdemokratiet,287
Kasper B. G. Lauritsen,Socialdemokratiet,258
Villy Hove,Danmarksdemokraterne,241
Thor Andreasen,SF,230
Jan Therkelsen,Socialdemokratiet,224
Kent Lucassen,Danmarksdemokraterne,221
Lasse Bjørn Møller,Socialdemokratiet,213
Rolf Eg Klint Sørensen,Venstre,182
Mikkel Dam Christensen,Venstre,157
Carsten Esager Sørensen,SF,140
Majbritt Breum Nielsen,Radikale,138
Anders G. Jacobsen,Moderaterne,129
Lise Rægaard,Socialdemokratiet,129
Bjarne Sørensen,Venstre,120
Ib Stougaard,Socialdemokratiet,113
Mette Marie Thomsen,Venstre,104
Heine Obitsø Jepsen,Socialdemokratiet,93
Ramalingam Sivalingam,Socialdemokratiet,83
Claus Opstrup Olesen,Liberal Alliance,82
Hans Bak,Liberal Alliance,78
Gerthie Betak Rasmussen,Radikale,72
Jesper Jensen,Konservative,69
Greta Mona Rusbjerg,Dansk Folkeparti,66
René Galsgaard,D,62
Emma Rørholm Vestergaard,Radikale,59
Jens Andreas Lystbæk Vestergård,Radikale,56
Claus Bech Clausen,Socialdemokratiet,50
Julie Skjelborg Ardal,SF,49
Henrik Maximus Hougaard,Moderaterne,45
Lau Sørensen,Konservative,44
Jimmi Andreassen,Socialdemokratiet,44
Dinos Kananda Byamungu,Radikale,44
André Jacquet,Venstre,32
Henrik Lindholt Nielsen,Moderaterne,31
Rasmus Harder Pedersen,SF,24
Arne Kubert,Radikale,24
Lene Rusbjerg Jørgensen,Dansk Folkeparti,24
Lars Søndertoft Nielsen,Liberal Alliance,23
Ole Primdahl,SF,17
Ali Afshar,SF,16
Vicki Kastberg Ravnsbæk,Radikale,12
Henrik Gredsted,Dansk Folkeparti,12
Ivan Thorstensen,Dansk Folkeparti,12
Renè Fjordside Jensen,D,12
Bente Aagaard,Dansk Folkeparti,11
Rasmus S. Jacobsen,Dansk Folkeparti,10
Dorthe Hesselager,Dansk Folkeparti,9
Thomas Nørlund Betak,Radikale,7
Betina Nielsen Hansen,Dansk Folkeparti,6
Debbie Gugerel,Dansk Folkeparti,4
