kandidat,parti,stemmer
Tina Mandrup,Venstre,2016
Mikael Ralf Baade Larsen,SF,779
Ida Dyhr,Konservative,563
Claus Jørgensen,SF,546
Rikke Zwisler Grøndal,Socialdemokratiet,411
Amanda Badu,Enhedslisten,371
Flemming Damgaard Larsen,Venstre,276
Birgitte Schytte,L,268
Anders Moe,SF,259
Joachim Riis,Liberal Alliance,233
Anton Hannibal Gregersen,Alternativet,227
Nicoline Helweg,SF,223
Lotte Greve,Venstre,199
Bente Blumensaat,Socialdemokratiet,192
Grethe Nørtoft Saabye,Konservative,190
Nicklas Bjeverskov,SF,188
Signe Kirstine Johansen,Venstre,180
Ole Blickfeldt,Danmarksdemokraterne,172
Irene Porse,SF,165
Astrid Barslund,Danmarksdemokraterne,163
Martin Lastrup Hviid,Venstre,157
Jakob Hedegaard,Venstre,151
Thomas Bisgaard,Radikale,146
Sine Gormsen,N,140
Dorte Kiilerich,Venstre,139
Martin Stokholm,Socialdemokratiet,136
Jens K. Jensen,Venstre,131
Lone Ipsen,Venstre,127
Steen Finn Hansen,Dansk Folkeparti,120
Mads Brenøe,Liberal Alliance,109
Susanne Borup,SF,106
Burak Ulrik Ulucan,Socialdemokratiet,105
Poul Ricard Christensen,Socialdemokratiet,104
Jonathan Clemens Justesen,SF,104
Ivan Mott,Enhedslisten,101
Klaus Kristiansen,Liberal Alliance,99
Christina Nielsen,Venstre,98
Mikkel Mojo Møller Johansen,N,91
Mia Mottelson,Enhedslisten,87
Carsten Helles Rasmussen,Venstre,83
Bjørn Lykke Sørensen,Konservative,82
Mathilde Mei Jørgensen,Enhedslisten,78
Thea Bang,Radikale,73
Anders Bredsdorff,SF,72
Jonas Thyregod,Enhedslisten,72
Henrik Svendsen,Venstre,71
Nicklas Pedersen,Liberal Alliance,70
Henning Nielsen,Venstre,67
Rie Haagen,Radikale,63
Mille Qvistgaard,Dansk Folkeparti,62
Connie B. Jensen,Socialdemokratiet,61
Mathias Grip,N,57
Peter K. Sølvsten,Enhedslisten,57
Niels Boye,L,56
Kim Magnussen,Venstre,54
Hans C. Kongsgaard,Venstre,51
Christian Palmelund,Moderaterne,51
Augusta Elmeskov,Socialdemokratiet,47
Marianne Husted,Venstre,43
Rasmus Mackeprang,Radikale,41
Henrik Svanholm,Konservative,40
Heidi Lykke Källstrøm,Venstre,39
Martin Monterossi,Socialdemokratiet,38
Lotte Hauritz,Dansk Folkeparti,38
Peter Vestergaard,Venstre,37
Ingvald á Kamarinum,Danmarksdemokraterne,35
Rune Nymann,Konservative,34
Pernille Sofia Glyngø,L,33
Regina de Gijsel,Danmarksdemokraterne,33
Christian Harre,Dansk Folkeparti,32
Lars Kristensen,Radikale,31
Jeppe Amossen,N,31
Jette Jensen,Socialdemokratiet,29
Nicki Jensen,Enhedslisten,29
Ole Nielsen,Venstre,29
Asta Rasmussen,Radikale,29
Jane Brenøe,SF,28
Brian Dall,Venstre,28
Rasmus Francke Harboe,Radikale,27
Troels Land Landkrogh,Enhedslisten,25
Michaeel Emborg,L,24
Hector Kristiansen,Liberal Alliance,24
Mette Schaufuss,L,23
Bo Boje,L,22
Ole Bjørn,Radikale,22
Thomas Hartmann,Venstre,19
Søren Løfwall-Thorslund,Socialdemokratiet,18
Anders Jørgensen,Enhedslisten,16
Bettina Hinrichsen,L,15
Michael Søborg,Dansk Folkeparti,13
Betty Clausen,Dansk Folkeparti,13
Joan Yrsa Pedersen,Enhedslisten,13
Søren Tønning,L,13
Rolf Lorentzen,Dansk Folkeparti,12
Kim Hansen,L,12
Jon Lorentsfeldt,L,11
Pia Qvist,SF,10
Jens Nielsen,Socialdemokratiet,10
Lone Stampe,L,9
Bjarne Ego Jørgensen,Socialdemokratiet,9
Lis Sigersted,L,9
Henning Kosack,Enhedslisten,8
Torben Conduah Hansen,Moderaterne,6
Jesper Reumert,L,6
Stig Olsen,Konservative,5
Peter Kaas-Claesson,Konservative,4
Jeannette Mørch Miran,L,4
Arvid Larsen,Socialdemokratiet,4
Herluf Hansen,Socialdemokratiet,4
Chresta Falkenberg,Danmarksdemokraterne,4
Henrik Poulsen,L,4
Jan Hovmand,Konservative,3
Anders Hovgaard Møller,Liberal Alliance,3
Carsten Christensen,Enhedslisten,2
Desi Poulsen,L,1
