kandidat,parti,stemmer
Jørgen Nielsen,Konservative,1931
René Larsen,Socialdemokratiet,557
Ulrik Kølle Hansen,Venstre,488
Søren Ramsing,L,360
Nynne Printz,SF,214
Peder Hansen,Konservative,189
Søren Hansen,Radikale,186
Jesper Skovhus,Liberal Alliance,174
Joan Kate Pedersen,Socialdemokratiet,167
Camilla Schuster Nygaard,Moderaterne,164
Ulrik Pihl,SF,156
Britta Andersen,Venstre,118
Jan Werner,Danmarksdemokraterne,99
Jens Anker Hornemann,Venstre,91
Ellen Ngos Lenskjold Trae,Konservative,89
Bodil Lilliegaard,Dansk Folkeparti,86
Tommy Bredal Storgaard,Enhedslisten,82
Michelle Birkedal Smidt,L,77
Mette Devald-Rasmussen,SF,74
Kasper Kjeldsen,Konservative,68
Agnete Fog,Radikale,68
Søren Egmose,Enhedslisten,59
Allan Bonde Jensen,Konservative,59
Erik Hye Jørgensen,SF,55
Kirsten Havemann,L,54
Flemming Neperus,SF,47
Morten Jans,Venstre,46
Emilie Kølle Neperus,Venstre,42
Thomas Kjær Nielsen,SF,38
Rune Stürup,Liberal Alliance,37
Jesper Møllmann,Moderaterne,36
Heidi Borch,Konservative,35
Michael Martin Jensen,Enhedslisten,32
Josefine Zara Rasmussen,Liberal Alliance,29
Finn Boye,Konservative,29
HC Rasmussen,Radikale,28
Valle Hansen,Venstre,25
Jan Skou Bahrenfeld,Danmarksdemokraterne,24
Steffen Boye Uhrenholdt,Liberal Alliance,21
Eva Terndrup,Dansk Folkeparti,20
Chirie Laulund-Pedersen,Socialdemokratiet,19
Kim Philip Brammer Welcher,Socialdemokratiet,19
Laus D. Jørgensen,SF,16
Lars Tarnak,Liberal Alliance,16
Poul Bloch Jensen,Konservative,16
Lisbeth Emsholm,Socialdemokratiet,16
Britt Norre,Socialdemokratiet,15
Torbjørn Hansen,L,13
Jan Poulsen,Dansk Folkeparti,12
Lars Peitersen,SF,12
Marcel Henriksen,SF,12
Pernille Jänichen,Radikale,12
Mikael H. Pedersen,Dansk Folkeparti,11
Gert Verner Jørgensen,Socialdemokratiet,10
Alice Kjeldmann,Dansk Folkeparti,7
Preben Jørgensen,L,7
Karl Peter Warming,Moderaterne,7
Reidar Foehling,L,5
Gert Rosing,SF,4
Jens-Otto Jensen,Venstre,4
Per Nedergaard Nielsen,Konservative,3
