kandidat,parti,stemmer
Marie Skødt,Socialdemokratiet,2368
Mads Skau,Venstre,2110
Kjeld Thrane,Konservative,1043
Cecilie Haaland,Socialdemokratiet,818
Jon Krongaard,Dansk Folkeparti,695
Signe Knappe,Venstre,614
Josephine Alstrup Kofod,Dansk Folkeparti,547
Leif Storgaard Pedersen,SF,531
Tina Rosenkilde,Konservative,517
Bent Kloster,Venstre,503
Inga Lykke,Venstre,485
Carsten Leth Schmidt,Slesvigsk Parti,410
Finn Lykkeskov,Socialdemokratiet,404
Helene Hellesøe Appel,Enhedslisten,389
Thomas Fredsted,Venstre,381
Jakob Vindel Duedahl,Radikale,374
Keld Valentin,Venstre,371
Bo Morthorst Rasmussen,Socialdemokratiet,368
Klara Steenholdt,Danmarksdemokraterne,362
Holger Mikkelsen,Liberal Alliance,354
Svend Brandt,Enhedslisten,352
Hanne Pedersen,SF,323
Jette Jacobsen,Venstre,287
Jens Friis Felber,Venstre,280
Jørgen Smed,Venstre,276
Jannie Boysen Westergaard,Konservative,258
Helle Have,Liberal Alliance,256
Asger Kristensen,Venstre,252
Jannie Bertz,SF,250
Carsten Dyhre Hansen,Danmarksdemokraterne,245
Brian Gellert,Liberal Alliance,240
Malene Ravn Neumann,Danmarksdemokraterne,231
Peter Skau,Venstre,222
Julie Juhler Østergaard,Socialdemokratiet,219
Egon Høst Greve,Konservative,214
Alex Bødiker,Socialdemokratiet,208
Thomas Vedsted,Liberal Alliance,199
"Christian ""Kedde"" Schulz",Socialdemokratiet,178
Morten Breum,Venstre,172
Jens Asmussen,Konservative,167
Maria Glinvad Damgaard,Socialdemokratiet,160
Lene Bitsch Bierbaum,Venstre,155
Henrik Mielke Ravn,Danmarksdemokraterne,153
Paul Erik Planitzer,Kristendemokraterne,150
Kais Shouker,Venstre,144
Bent Vedsted Rønne,Socialdemokratiet,140
Thies Mathiasen,Dansk Folkeparti,133
Frank Truelsen,SF,118
Lene Wildfang,SF,116
Brian M. Lange,Dansk Folkeparti,115
Michael Fleischer,Venstre,114
Thomas Vester Clausen,Socialdemokratiet,101
Mathias D. Christiansen,Enhedslisten,95
Kristina Heiden,Radikale,90
Sabina Wittkop-Hansen,Slesvigsk Parti,86
Rune Højer,Dansk Folkeparti,83
Berit Dichow,Konservative,78
Søren Haastrup,Alternativet,77
Anna Lea Leth Schmidt,Slesvigsk Parti,74
Tor Herløv Reinert,Konservative,74
Hans-Iver Kley,Slesvigsk Parti,74
John Chresten Andresen,Venstre,66
Poul M. Jensen,Danmarksdemokraterne,64
Christian Vedsted Riggelsen,Liberal Alliance,62
Beena Petersen,Radikale,61
Luc Tan Le,Radikale,57
Martha Riis Andersen,Enhedslisten,52
Claus Gumprecht,Dansk Folkeparti,51
Eliska Hansen,Slesvigsk Parti,50
Allan S. Rasmussen,Danmarksdemokraterne,48
Sanne Nygaard Petersen,Socialdemokratiet,48
Camilla Selena Sørensen,SF,44
Mikael Winther,Alternativet,43
Anita Brandorff,Socialdemokratiet,40
Sønnik Norup Olesen,Socialdemokratiet,40
Malene Lund Pedersen,Venstre,39
Kenneth Haas,Konservative,39
Tom Knudsen,Radikale,38
Alexander Poder,Liberal Alliance,38
Maja H. Eriksen,Enhedslisten,37
Gunver Birgitte Nielsen,Konservative,34
Troels Dall Pedersen,Konservative,32
Bent Iversen,SF,32
Piet Schwarzenberger,Slesvigsk Parti,29
Johannes Latter,Kristendemokraterne,28
Linda Rothman,Liberal Alliance,27
Karl Heinz Tønder,Kristendemokraterne,23
Preben Lind,D,23
Dennis Greve Keudel,SF,19
Finn Hoschtalek,Enhedslisten,18
Mathias Gotthardsen,SF,17
Nis Christian Vilain Raun,Konservative,17
Anton Niemann,SF,16
Henrik Jeppesen,Dansk Folkeparti,16
Ole Finnerup Larsen,Socialdemokratiet,16
Joakim Viborg Olesen,Kristendemokraterne,16
Søs Junker,Liberal Alliance,15
Anne Marie Pedersen,SF,14
Vera Esmann Bonde,SF,12
Christian Hoier Porsborg,Liberal Alliance,12
Anders Damsgaard Jensen,Liberal Alliance,10
Marc Bangert,Liberal Alliance,10
Erwin Kuipers,Konservative,9
Jesper Falkenløve,Liberal Alliance,9
Hans Harald,D,8
Andreas Geuss,Slesvigsk Parti,8
Susanne Østergaard,SF,7
Claus Larsen,Enhedslisten,6
Jørgen Holstener Larsen,SF,5
Peter Ibsen,Liberal Alliance,4
Niels Ramsdal Justesen,Enhedslisten,4
