kandidat,parti,stemmer
Erik Lauritzen,Socialdemokratiet,5428
Kjeld Stærk,Venstre,1540
Didde Lauritzen,Socialdemokratiet,1458
Jimmy Simonsen,Venstre,916
Tage Petersen,Venstre,892
Jesper Smaling,Socialdemokratiet,879
Jesper Larsen,Socialdemokratiet,861
Stefan Lydal,Dansk Folkeparti,856
Vivi Brit Nielsen,Venstre,824
Daniel Staugaard,Venstre,703
Kim Bækdal Agerley,Liberal Alliance,634
Thomas Worm Larsen,Venstre,629
Frederik Klakk,Liberal Alliance,623
Claus Damm Johansen,Liberal Alliance,542
Susanne Blegvad Posselt,SF,513
Kirsten Bachmann,Slesvigsk Parti,494
Jesper Kock,Socialdemokratiet,481
Niels Benjamin Sørensen,Danmarksdemokraterne,479
Asger Romme Andersen,Enhedslisten,477
Ingrid Johannsen,Venstre,450
Kristian Egeskov Bonefeld,Venstre,408
Kim Michaelsen,Venstre,405
Morten Dreier,Venstre,397
Kristian Beuschau,Socialdemokratiet,375
Janne Wølke Friis Søgnen,Liberal Alliance,360
Nikolai Hartmann,Liberal Alliance,350
Dorthe Mehlberg,Danmarksdemokraterne,322
Erik Krogh,Venstre,304
Ganeswaran Shanmugaratnam,Socialdemokratiet,295
Leif Curdes,Slesvigsk Parti,288
Erik Lorenzen,Socialdemokratiet,277
Tom Hartvig Nielsen,Socialdemokratiet,274
Jesper Højmark Esbensen,Konservative,274
Tobias Brus Mikkelsen,Dansk Folkeparti,272
Bjørn Allerelli Andersen,Socialdemokratiet,249
Preben Storm,Socialdemokratiet,244
Desalegn Tufa,Socialdemokratiet,236
Jørgen Jørgensen,SF,228
Jesper Mølgaard Axelsen,Venstre,224
Rune Dohrmann,Socialdemokratiet,213
Sofie Nissen,Venstre,210
Jette Damsø Henriksen,Socialdemokratiet,206
Carsten Dohrmann,Danmarksdemokraterne,201
Lars Guldborg,Socialdemokratiet,195
Ismail Ibo,Socialdemokratiet,193
Thomas Bjørn-Lüthi,Liberal Alliance,190
Claus Kramer Hansen,Socialdemokratiet,181
Jytte Sørensen,Socialdemokratiet,168
Christel Leiendecker,Slesvigsk Parti,158
Charlotte Prösch,Konservative,155
Timm Bøttger,SF,154
Johanna-Maria Precht,Enhedslisten,154
Henrik Rathje,Socialdemokratiet,151
Lisa Jonasson,Venstre,150
Charlotte Engelbrecht,Socialdemokratiet,145
Emely Wind Thomsen,Dansk Folkeparti,143
Ida Siemens Holm,Enhedslisten,140
Charlotte Liljeblad Pilegaard,Dansk Folkeparti,136
Marita Geinitz,Socialdemokratiet,126
Orla Skovlund Hansen,Socialdemokratiet,109
Vibeke Schou,E,109
Hans Georg Henningsen,SF,109
Mads Hagen,Venstre,105
Hans Peter Hollænder,Socialdemokratiet,103
Tom Sivertsen,G,95
Gerhard Bertelsen,Slesvigsk Parti,93
Poul Harald Holm,Kristendemokraterne,92
Ulrick Christiansen,Socialdemokratiet,88
Theresa Kolmos,Enhedslisten,87
Ejler Skjerning,Venstre,87
Gerda Strandholdt,SF,75
Frederik Edelskov,Venstre,74
Jesper Puggaard de Oliveira Hansen,Moderaterne,72
Thomas Maschoreck,Slesvigsk Parti,69
Preben Thorsen,Moderaterne,67
Betina Thomsen,Konservative,62
Louise Gustafsson Kolmos,Enhedslisten,61
Charlotte Grau,Socialdemokratiet,61
Jes Schwartz-Hansen,Socialdemokratiet,59
Karen Mølbæk,Socialdemokratiet,56
Sara Alderi,Enhedslisten,55
Annette Dam,Socialdemokratiet,55
Claus Brinck,Socialdemokratiet,50
Henrik Sohl,Socialdemokratiet,49
Mikael Hertig,Alternativet,46
Micky Blankschøn,Socialdemokratiet,46
John Hyrup Jensen,SF,45
Serena Albeck Jonas,Venstre,45
Bent Jacobsen,SF,41
Kim Kugel,SF,38
Jørgen Hindkjær,Socialdemokratiet,32
Melissa Knoch,Slesvigsk Parti,31
Frank Bodholdt Jakobsen,SF,27
Niels Christian Just,Venstre,27
Gisela Weber Mezghani,Slesvigsk Parti,26
Ruth Nielsen,Slesvigsk Parti,22
Ken Julius,Konservative,21
Rainer Naujeck,Slesvigsk Parti,19
Carsten Svanberg,Konservative,18
Imee Tappa Henriksen,Venstre,18
Arno Knöpfli,Slesvigsk Parti,18
Christian Warming Nielsen Hansen,Slesvigsk Parti,18
Sarah Leiendecker,Slesvigsk Parti,15
Marion K. Hansen,Enhedslisten,14
Bruno Clausen,G,13
Tenna R. Kristensen,Enhedslisten,12
Kaj A. Holst,Kristendemokraterne,8
Peter Keltner,Slesvigsk Parti,8
Kaja Julius,Konservative,7
Susanne Holm,Kristendemokraterne,7
Michael Petersen,Konservative,7
