kandidat,parti,stemmer
Trine Græse,Socialdemokratiet,2194
Serdal Benli,SF,1636
Astrid Søborg,Venstre,1618
Christina Falkberg,Radikale,1577
Mette Laurberg,Socialdemokratiet,851
Mette Eikelund,SF,553
Amanda Manfeld,SF,529
Kristian Tørning,Dansk Folkeparti,527
Martin Skou Heidemann,Venstre,507
Signe Rosa Skelbæk,Enhedslisten,474
Calle Greisholm,Socialdemokratiet,468
Jens Anton Tingstrøm,Socialdemokratiet,438
Torben Madsen,Enhedslisten,429
Henrik Sørensen,Konservative,410
Lotte Klein,Enhedslisten,401
Lars Abel,Moderaterne,350
Katrine Skov,Socialdemokratiet,349
Ole Skrald,Socialdemokratiet,348
Rebecca Plomin,Konservative,330
Lise Tønner,L,288
Jørgen Franck,Enhedslisten,282
Jacqueline Kristensen,Liberal Alliance,250
Susanne Damsgaard,Danmarksdemokraterne,242
Linda Gade,Dansk Folkeparti,236
Ricco Clausen,Venstre,229
Tom Vang Knudsen,Socialdemokratiet,224
Michael Dorph Jensen,Enhedslisten,216
Troels Stru Schmidt,SF,209
Kasper Bjerg,L,204
Lene Svendborg,L,188
Mohammed Sobhie,Socialdemokratiet,187
Mette Hviid,Socialdemokratiet,184
Camilla Friis,Venstre,180
Rikke Louise Schilling,Socialdemokratiet,151
Louis Bøndergaard,SF,142
Kristine Henriksen,Socialdemokratiet,132
Henrik Thormod Andersen,Venstre,128
Lene Søndergaard,SF,127
Holger Grohganz,SF,127
Thekla Ravn,Venstre,125
Claus Staal,Radikale,118
Mads Bondo Dydensborg,Radikale,115
JP Siliam Nissen Kristensen,Liberal Alliance,109
Flemming Wegeberg,Radikale,105
Lars Vibæk Pedersen,Liberal Alliance,103
David Ibsen,Liberal Alliance,97
Jean Meadows,Radikale,90
Peder Cabion Hansen,Dansk Folkeparti,86
Frederik Siliam,Liberal Alliance,82
Jan Pless,Danmarksdemokraterne,78
Per Bruhn,SF,77
Jesper Togsverd Levann,Konservative,72
Gitte Jeppesen,Dansk Folkeparti,71
Lone Yalcinkaya,Venstre,71
Claus Wachmann,Radikale,70
Furkan Yavuz,Socialdemokratiet,69
Gunnar Sumberg,Venstre,66
Marianne Tholstrup Svendsen,Konservative,63
Søren Boel,SF,63
Kristian Erland Jensen,Radikale,61
Flemming Ytzen,Radikale,60
Tove Graulund,Radikale,57
Mogens Busk Sørensen,Konservative,55
Pernille Vedersø Bussone,Enhedslisten,54
Stine Riis,Enhedslisten,54
Claus Lundbæk,Danmarksdemokraterne,49
Ulrik Gutt-Nielsen,Socialdemokratiet,49
Karin Dencker,Socialdemokratiet,49
Flemming Albrechtsen,Dansk Folkeparti,46
Marianne Larsen,L,46
Casper Pedersen,Enhedslisten,45
Lars Kaspersen,Socialdemokratiet,44
Pernille Christensen,Moderaterne,42
Henrik Blavnsfeldt,Konservative,42
Signe Ejersbo,SF,41
Allan Juhl Feddersen,Venstre,40
John Ellehammer,L,39
Kirsten Thyregod,Enhedslisten,34
Pernille Klein,L,31
Nathasja Rasmussen,Socialdemokratiet,29
Poul Reher Jensen,SF,25
Peter Flindt-Hansen,Dansk Folkeparti,23
Sune Rastad Bahn,Enhedslisten,21
Dorthe Wichmand Müller,SF,19
Lis Smidsholm,Radikale,19
Anja Ritz-Andersen,Radikale,19
Anne Holtet,L,18
Rasmus Villefrance,Radikale,17
Jakob Trier,Moderaterne,16
Poul Erik Christensen,Konservative,15
Sune Øksnebjerg,Radikale,15
Thomas Monberg,SF,14
Bjarne Tolboe Christiansen,Radikale,14
Peter Lawrence Brooker,L,13
Lars Langhoff,Liberal Alliance,13
Nick Nouri,Radikale,11
Mie Busch-Jensen,SF,11
René Wriedt,Venstre,10
Jørn Dahl Aarre,Konservative,8
Ulrik Hesse,Radikale,6
Peter A. Breum,Moderaterne,6
Mariann Hedin,SF,4
Bo Bülow,SF,4
Leif Jørgensen,SF,2
