kandidat,parti,stemmer
Pernille Beckmann,Venstre,2685
Bjarke Abel,Socialdemokratiet,1441
Mehmet Zeki Dogru,Enhedslisten,1161
Brigitte Klintskov Jerkel,Konservative,1146
Marc Genning,Venstre,967
Maria Witthøft,Socialdemokratiet,833
Casper Wayert,Dansk Folkeparti,610
Liselott Blixt,L,563
Michael Rask,Liberal Alliance,506
Claus Jensen,Venstre,450
Simon Østergaard,Venstre,441
Linda Heegaard,SF,432
Morten Kryger Vestergaard,Venstre,431
Helle Viuf,Socialdemokratiet,380
Tina Rottbøll,Socialdemokratiet,376
Svend Rolff Heiselberg,Venstre,358
Sebastian Bruun Bernhardt,Venstre,315
John T. Olsen,Socialdemokratiet,314
Lone Mortensen,Venstre,286
Claus Hjort,Liberal Alliance,279
Emma Klug,Liberal Alliance,256
Anne Marie Lyduch,Venstre,229
Lisbeth Wilstrup,Socialdemokratiet,225
Kim Fussing,Venstre,219
Jesper Fini Kuhre,Venstre,215
Lotte Rasmussen,Venstre,202
Elias Nybye,Liberal Alliance,187
Rasmus Abrahamsen,Moderaterne,174
Mathias Schwartz Kirkegaard,Konservative,164
Helle B. Neiiendam,SF,163
Lars Lautrup-Larsen,Dansk Folkeparti,160
Therese Ørskov Kunoy,Venstre,152
Lars Bjarne Nielsen,Radikale,139
Huda Søgaard,Enhedslisten,132
Bjarne Groth Kjær,Socialdemokratiet,131
Jess Eiberg Hansen,Konservative,126
Steen Johnson,E,118
Conni Bergendorff,Venstre,114
Steen Jakobsen-Hansen,Dansk Folkeparti,112
Peter Rye,Venstre,109
Kaj Duvander,Socialdemokratiet,107
Mariola Jokiel Svendsen,Socialdemokratiet,107
John V. Mikkelsen,Dansk Folkeparti,105
Jim Winther,Danmarksdemokraterne,103
Sascha Gdowski,E,103
Eva Larsen,SF,100
Jesper Nordentoft,Radikale,98
Laura Horn,Enhedslisten,94
Ronni Mark Nielsen,Venstre,94
Sanne Damsgaard,Socialdemokratiet,89
Jette Andersen,Socialdemokratiet,87
Susanne Pahlmann,Enhedslisten,82
Frederik Damgaard,Liberal Alliance,76
Maikhen Petersen,Konservative,73
Inge-Lise Hvid,Socialdemokratiet,64
Jesper Brønnum,Venstre,63
Stina Højgaard,Socialdemokratiet,62
Leif Limkilde,Socialdemokratiet,58
Per Jæger,L,57
Jesper Løvenbalk Fisker,U,54
Cevri Ocak,Radikale,52
Lonnie Busted,Radikale,51
Jette Karlsen,Socialdemokratiet,44
Rose Fassihi Karimi,Moderaterne,43
Søren Valentin Prang,SF,40
Thomas Klingspor-Bentzen,Konservative,39
Jan Aggerlin Hansen,Venstre,39
Peter Topp Engelsted Jonasen,Konservative,38
Lars Brunke,Radikale,36
Karina Krog Fredslund,Socialdemokratiet,35
René Bak Høg,Socialdemokratiet,35
Saad Ibrahim,Enhedslisten,34
Martin Jensen,Radikale,29
Frank Christiansen,Socialdemokratiet,26
Dorit Schultz,Socialdemokratiet,26
Birgitte Brozek,SF,25
Jørgen Gustavsen,L,24
Annette Nielsen,Enhedslisten,21
Flemming Molin,Danmarksdemokraterne,21
Peter Molnit,Venstre,20
Ruth Birkelund,Konservative,18
Eva Guldfred,Kristendemokraterne,16
Jan Kiding,Socialdemokratiet,15
Åki Martinsson Kristiansen,Konservative,15
Peter Vinther,SF,14
Carsten Jessen,SF,12
Dennis Møller Frederiksen,Venstre,11
Brian Thomsen,Venstre,9
Eric Valentin Lerche,L,6
Karina Frederiksen,Venstre,5
Jens Wrang,Radikale,5
Leni Dam,Enhedslisten,5
Jannie Brandt,L,4
Hartmut Pahlmann,Enhedslisten,3
Jens P. Hansen,Kristendemokraterne,3
Martin Holgersen,Venstre,2
Esben Sundgaard,Venstre,2
Jette Asdal Nielsen,Venstre,1
Eyrun Helga Gunnarsdottir,L,1
