kandidat,parti,stemmer
Rosa Lykke Yde,SF,1140
Anne Hjortshøj,Socialdemokratiet,771
Anders Henrik Jensen,Venstre,759
Claus Berggren,Venstre,737
Lars Søgaard,Venstre,672
Jesper Gade,Socialdemokratiet,566
Christian Bach,Socialdemokratiet,564
Magnus Bigum,Danmarksdemokraterne,553
Louise Høeg,Venstre,536
Christian Engelbrecht Pedersen,Socialdemokratiet,511
Torben Hansen,Socialdemokratiet,473
Henrik Hove,Danmarksdemokraterne,406
Erik Bo Andersen,Frie Grønne,403
Frank Nørgaard,Dansk Folkeparti,376
Karen Lagoni,Socialdemokratiet,265
Henning Munkholm Eriksen,Liberal Alliance,264
Henriette Malland,E,245
Nicolai Estrup,Dansk Folkeparti,226
Pia Moldt,Socialdemokratiet,220
Lise-Lotte Leervad Larsen,Socialdemokratiet,216
Lars Schacksen,Konservative,208
Kasper Fuhr Christensen,E,208
Bo Ratz,Frie Grønne,170
Lars Axel Nielsen,Liberal Alliance,168
Niels Jørgen Thomsen,Konservative,161
Merete Bak Laustsen,SF,160
Peter Møller Kjeldsen,Frie Grønne,145
Philip Kryger Foged,Konservative,137
René Skaarup,Danmarksdemokraterne,122
Anne Bisgaard,Radikale,108
Lucas Berggren,Venstre,103
Fatma Cetinkaya,Socialdemokratiet,99
Stine Falk Eiby,Socialdemokratiet,98
Mogens Nyholm,Radikale,95
Marcus Mossalski,SF,93
Mette Pabst,Frie Grønne,92
Pernille Heibøll Sørensen,E,91
Niels Erik Christensen,Venstre,91
Nina Broman Mølbæk,SF,87
Jan Buus Larsen,Venstre,83
Anker Boje,Frie Grønne,80
Jim Davidsen,Danmarksdemokraterne,73
Karina Hjorth,Enhedslisten,72
Tommy Bødker Jensen,Venstre,62
Michelle Bech Friis,Moderaterne,60
Diana Opperby,Socialdemokratiet,60
Jens Peter Hansen,J,60
Henrik Leth,Socialdemokratiet,56
Thomas Sand Larsen,Venstre,54
Henrik Hyltoft,Danmarksdemokraterne,52
Leif Østergaard,Konservative,50
Louise Meulengracht,Liberal Alliance,49
Christine Høeg Friis,Venstre,48
Mads S. Vinther,SF,48
Julia Olsen,E,46
Jan Votteler,Frie Grønne,46
Sara Thelén Schlüter,Enhedslisten,43
Mark Pring,Konservative,43
Jensa Ottosdóttir,Kristendemokraterne,41
Pia Carøe,Frie Grønne,40
Nermina Alagic Klitgaard,Konservative,38
Dennis Baarup,Liberal Alliance,37
Frederikke Noa Jung,Konservative,36
Henrik Rejnholt Andersen,Moderaterne,35
Simon Ødegaard Simonsen,Moderaterne,35
Poul Rubach,Radikale,35
Torben Thrue,Danmarksdemokraterne,34
Martin Guldmann,Dansk Folkeparti,33
Jens Laursen,SF,33
Sanni Kragh,Dansk Folkeparti,30
Flemming Sørensen,SF,30
Casper Sørensen,Frie Grønne,28
Per Simonsen,Danmarksdemokraterne,27
Emil Storm-Fredeløkke,Socialdemokratiet,25
Søren Mikkelsen,Radikale,25
Jørn Jensen,Frie Grønne,25
Torben Frandsen,Frie Grønne,25
Helle Weltz,Konservative,24
Bo Bay Jensen,Frie Grønne,24
Peter Nellemann,Socialdemokratiet,24
Merete Østergaard,Socialdemokratiet,23
Dennis Munk,Enhedslisten,23
Lars Knudsen,Konservative,23
Peter Amstrup Nielsen,Socialdemokratiet,22
Signe My Scharling Danebod,SF,21
Henrik Manero Hald,E,21
Max Mielec,Danmarksdemokraterne,21
Martin Minka Jensen,E,20
Lene Roland,Danmarksdemokraterne,19
Jan Mbayani Aagaard Munk,Moderaterne,19
Per Hansen,Dansk Folkeparti,18
Claus Krogsholt,Socialdemokratiet,17
Jesper C. Ohlrich,Konservative,17
Hans Toftdahl,Radikale,17
Søren Norlander,SF,17
Ann Søndergaard Pedersen,SF,16
Per Bilici Sørensen,Frie Grønne,16
Torben Møller Jørgensen,Konservative,15
Tommy Larsen,Dansk Folkeparti,15
Nils-Erik Mulvad,Kristendemokraterne,15
Njord Fomsgaard Kvistgaard,Socialdemokratiet,14
Jytte Juul Wehlmann,Radikale,14
Dennis Otkjær,SF,14
Jesper Holm Frederiksen,Konservative,14
Trine Jensen,E,13
Erik Blok Andersen,Frie Grønne,13
Morten Liliendahl,Liberal Alliance,12
Julie Lionett,Enhedslisten,11
Jan Flemming,Konservative,11
Asger Astrup,E,10
Martin Laursen,Enhedslisten,9
Luna Kjær,Enhedslisten,8
Peter Skyum,Frie Grønne,8
Janus Hove,Radikale,8
Jannie Zajkovska,SF,7
Jørgen Nielsen,Frie Grønne,7
Mikkel Maagaard,Frie Grønne,7
Henning Danielsen,Venstre,6
Rafael Andrasescu,Socialdemokratiet,6
Max Munch,Kristendemokraterne,6
Søren Vindum Horup,Radikale,6
Stoil Zaylov,Socialdemokratiet,6
John Kleiner,Dansk Folkeparti,5
Jens Løth,Frie Grønne,4
Åsbjørn F. Kjærbo,Socialdemokratiet,4
Søren Dahl Andersen,Kristendemokraterne,3
Asger Nørgaard,SF,3
Bia Ndamukunda,Konservative,3
Helle Koch Jensen,Radikale,3
Monika Bak,SF,3
Pia Søndergaard Pedersen,SF,2
Jesper Braad,Frie Grønne,2
Niels-Christian Braad,Frie Grønne,2
Morten Wilfing Blak Pedersen,SF,2
Tordur Øregaard,Kristendemokraterne,2
Martin Solberg Skinneholm,Enhedslisten,2
Lisbeth Stadel Petersen,Enhedslisten,1
Jesper Rogild,Radikale,1
Bjarne Rasmussen,SF,1
Per W. Knudsen,Radikale,1
