kandidat,parti,stemmer
Kasper Bjerregaard,Venstre,2515
Allan Gjersbøl,Socialdemokratiet,1165
Aleksander Myrhøj,SF,949
Stinne Thorsen Kvorning,Liberal Alliance,661
Ulf Harbo,N,603
Daniel Nyborg Jensen,Konservative,584
Benny Hammer,Konservative,537
Dag Kristiansen,Liberal Alliance,471
Karoline Bergkvist Søgaard,Socialdemokratiet,422
Diana Therese Mikkelsen,Danmarksdemokraterne,417
Niels Basballe,Socialdemokratiet,379
Bente Hedegaard,Socialdemokratiet,366
Helle Thomsen,Socialdemokratiet,345
Rikke Albæk Jørgensen,Venstre,341
Niels Ole Birk,Venstre,337
Benno Blæsild,Venstre,319
Jens Kannegaard Lundager,Dansk Folkeparti,316
Kasper Vindbjerg,SF,291
Peter Poulsen,Venstre,290
Fritz Birk Sørensen,Socialdemokratiet,288
Lars Møller,Socialdemokratiet,260
Jytte Schmidt,SF,259
Martin Raghner,Konservative,247
Agnete Brandt Grann,Venstre,195
Laila Charlotte Jensen,Enhedslisten,176
Jens Holst,Danmarksdemokraterne,166
Morten Torp,Socialdemokratiet,163
Anders Stenumgaard Lind,Socialdemokratiet,163
Michael Bengtson,Venstre,161
Niels Skov Pedersen,Konservative,158
Søren Kejser,Venstre,151
Thomas Rasmussen,Dansk Folkeparti,144
Jens Warén Larsen,J,138
Sebastian Halkjær-Grauert,Liberal Alliance,138
Benny Schmidt,Danmarksdemokraterne,132
Pernille Rothmann Taubee,Socialdemokratiet,125
Mads Jensen,Konservative,107
Lars Østergaard,Venstre,96
Søren B. Arvidsen,Moderaterne,95
Carl-Eric Würtz Pallesen,Socialdemokratiet,88
Dan von der Lippe,Socialdemokratiet,85
Joachim Hougaard,Dansk Folkeparti,85
Ilka Daniel,Venstre,84
Britta Bertel,SF,84
Lise Caprani,N,82
Benedikte Skov Pedersen,Konservative,81
Ann Skovkær,Liberal Alliance,71
Jane Lind Jepsen,Dansk Folkeparti,67
Johnny Lind Jepsen,Dansk Folkeparti,66
Emil Munk Koust Hansen,Liberal Alliance,58
Lars Gleerup,Dansk Folkeparti,58
Jette Maul Nielsen,Venstre,57
Jonas Eilersen,SF,51
Lars Nielsen,Venstre,50
Morten Mortensen,Socialdemokratiet,48
Nanna Sofie Flindt-Larsen,N,48
Steen Knoblauch,N,46
Erik Boye Kirk,Socialdemokratiet,45
Rune Andersen,Danmarksdemokraterne,43
Vincent Lucas Daniel,Venstre,42
Jytte Faurholt Jacobsen,SF,41
Klavs Bryld,Enhedslisten,39
Taya Smith,N,38
Nina Albertsen,Socialdemokratiet,30
Bjørn M. Sørensen,N,28
Daphne Simonsen,Enhedslisten,17
Kai Hansen,Venstre,15
Erik Kastberg,SF,13
Gudrun Schøsler Pedersen,SF,11
Marianne Abell,Enhedslisten,11
Flemming Mogensen,N,10
Alice Holst Brask,Konservative,10
Georg Hansen,Enhedslisten,10
Inky Remy,Enhedslisten,9
Mogens Overballe,Enhedslisten,8
Henrik Holmsted Pedersen,Enhedslisten,7
Peder Toft,N,5
Erik Christensen,Enhedslisten,4
Ole Olesen,Konservative,3
