kandidat,parti,stemmer
Jesper Würtzen,Socialdemokratiet,1971
Michael Jensen,Dansk Folkeparti,393
Simon Knudstrup,SF,260
Taner Genc,SF,245
Hella Hardø Tiedemann,Socialdemokratiet,232
Stine Rahbek Pedersen,Enhedslisten,215
Anja Bihl-Nielsen,SF,191
Serhat Kücükkart,Moderaterne,176
Mikael Wandel,Venstre,173
Johan S. Müller,Socialdemokratiet,162
Lolan Ottesen,Socialdemokratiet,157
Maria Lundahl Assov,Socialdemokratiet,151
Amalie Svarre,Liberal Alliance,148
Zishan Ali,Moderaterne,122
Ali Abbasi,Enhedslisten,119
Özcan Kizilkaya,Socialdemokratiet,118
Johannes Grand,Liberal Alliance,117
Lars Green Bach,Radikale,102
Kristine Bugge Mellemgaard,Socialdemokratiet,98
Allan Kristensen,Konservative,97
Musa Kekec,Socialdemokratiet,95
Jette Meinertz,Dansk Folkeparti,88
Karsten Kriegel,Konservative,86
Charlotte Holtermann,Socialdemokratiet,85
Patrick Witting,Dansk Folkeparti,82
André Amingsø,D,81
Renée Mamsen-Svarter,Liberal Alliance,69
Drago Savovic',E,65
Louise Mathiasen,Enhedslisten,64
Irem Ulusoy,Socialdemokratiet,63
Miasser Hawwa,Radikale,59
Nicolas Almann Olsen,Socialdemokratiet,57
Per Mortensen,Socialdemokratiet,55
Tobias Nyegaard Jelkær Larsen,Enhedslisten,54
Simon Krabbe,Konservative,54
Karin Traun,Radikale,48
Morten Andersson,Socialdemokratiet,46
Sanne Fandrup,Radikale,44
Niklas Haapanen,Konservative,42
Michael Witthaus Berthelsen,D,42
Peter Als,Socialdemokratiet,40
Sussie Wandel,Venstre,40
Dennis Sørensen,SF,39
Anja Holtze,Socialdemokratiet,36
Birthe Jonsson,Dansk Folkeparti,35
Emil Stokkebæk Andersen,Radikale,34
Kevin Kiilerich,Socialdemokratiet,33
Michael Brønd,Socialdemokratiet,33
Karina Holst,Moderaterne,33
Susanne Dahl,Dansk Folkeparti,31
Jacob Wøhler Jørgensen,Venstre,31
Nina Skaarup,Venstre,30
Kate Svarrer,Radikale,29
Christell Erichsen,Radikale,29
Peter Stig Andersen,SF,27
Kim Nielsen,Moderaterne,27
Morten Løgager,Konservative,25
Annette Randløv,Radikale,25
Kasper Halling,Radikale,24
John Slater,Socialdemokratiet,21
Miklas Hansen Ladegaard,Socialdemokratiet,21
Niels Egede Olsen,Venstre,19
Gitte Boffy Lillelund,SF,19
Erling Andersen,Socialdemokratiet,18
Liselotte Bentien Levisen,E,17
Harry Andresen,Dansk Folkeparti,16
Knud Bruun Poulsen,Liberal Alliance,15
Lars Vistrup Skov,Radikale,15
Ulrik Falk-Sørensen,SF,15
Christian Skjæran,Venstre,14
Martin Høyer Rasmussen,Socialdemokratiet,13
Birte Kramhøft,SF,13
Jeanette Jacobsen,E,13
Asger Jung Laursen,Radikale,12
Ole Bakkestrøm,E,10
Lise-Lotte Nielsen,E,9
Sonja Weihe,Venstre,9
Ulrik Tingstrup,Radikale,8
Toni Hindsgaul Madsen,Moderaterne,7
Peter Schou,Socialdemokratiet,6
Kjeld Winkler Neuman,Konservative,5
Bente Bjørklund,Venstre,5
Niels Overgaard,SF,5
Henrik Vejgaard,Venstre,5
Nicolai Molin,Moderaterne,5
Carina Yde,Radikale,4
Thorkild Krejberg,SF,3
Marie Kielberg-Bæk,Venstre,3
Jeanne Jensen,E,1
Timm Larsen,SF,1
