kandidat,parti,stemmer
Ulla Vestergaard,Socialdemokratiet,1833
Torben Overgaard,Konservative,1025
Peter Larsen,Liberal Alliance,947
Jens Tilma,Konservative,882
Kamilla Kjeldgaard Futtrup,Enhedslisten,833
Ida Pedersen,Socialdemokratiet,765
Casper Søe-Larsen,Liberal Alliance,742
Dorrit Kærgaard,Danmarksdemokraterne,698
Niels Jørgen Pedersen,Venstre,693
Morten Bo Bertelsen,SF,647
Ib Poulsen,Dansk Folkeparti,615
Nicolai Møller,Liberal Alliance,550
Mette Kjærulff,Venstre,500
Søren Riisgaard,Radikale,440
Merete Hansen,Socialdemokratiet,429
Lukas L. Leszczynski,Liberal Alliance,398
Jens Kr. Yde,Konservative,377
John Jensen,Konservative,366
Preben Dahlgaard,Venstre,358
Lars Westergaard,Danmarksdemokraterne,347
Martin Dommerby,Venstre,335
Annika Kanstrup,Venstre,317
Susanne Olander,Socialdemokratiet,288
Peter Skriver Nielsen,Socialdemokratiet,279
Brian Nielsen,T,261
Jan Fink Mejlgaard,Socialdemokratiet,251
Peter Uno Andersen,Socialdemokratiet,249
Per Kappel,Venstre,231
Henning Holm,Socialdemokratiet,223
Per Skovmose,Konservative,208
Lene Brix Kjelgaard Jensen,Konservative,205
Jane Rishøj,Socialdemokratiet,202
Pia Elkær,Konservative,198
Søren Zohnesen,Venstre,192
Sigurd Skovborg,Venstre,181
Claus Nybo,Socialdemokratiet,181
Henrik Gregersen,Venstre,180
Kenneth Bjerregaard,Venstre,158
Kristian Tilsted,Venstre,154
Nina Røntved Krog,Danmarksdemokraterne,153
Preben Holler,Socialdemokratiet,151
Else-Marie Overgaard Holmenes,Venstre,141
Alice Krabbe,Venstre,132
Dennis Stüker,Socialdemokratiet,109
Jørgen Andersen,Venstre,109
Thorkild Olesen,SF,108
Morten Josefsen,Socialdemokratiet,102
Maria Nielsen,Liberal Alliance,98
Steffen Krog,Danmarksdemokraterne,96
Berit Raldin,Enhedslisten,88
Alex Klein,Konservative,87
Brian Skafsgaard Thinggaard,Socialdemokratiet,86
Keren Familia Christensen,Venstre,85
Christian Højberg,Liberal Alliance,84
Michael Riber Jørgensen,Enhedslisten,76
Martin Ø. Andersen,Dansk Folkeparti,71
Dan Højbak Kristensen,Dansk Folkeparti,70
Khaled Ahmadi,Socialdemokratiet,64
Dorthe Pedersen,Konservative,63
Johannes Kristensen,Venstre,57
Catherine Lønholdt,SF,52
Michael Nørgaard,SF,52
Michael Højbjerg,Socialdemokratiet,51
Damian Hartvig Mathiesen,Enhedslisten,51
Lone Olsen,SF,49
Svend Erik Jensen,Socialdemokratiet,47
Leo Jørgensen,Liberal Alliance,40
Lasse Kristensen,T,39
Gitte Søe-Larsen,Liberal Alliance,38
Brian Højer Nordstrøm,Konservative,37
Sanne Lauridsen,Dansk Folkeparti,37
Flemming W. Nielsen,Dansk Folkeparti,35
Helle Kjærgaard,Radikale,33
Gert Tidemann,T,32
Michael Søe,Liberal Alliance,30
Gitte Kroll,Enhedslisten,27
Inger Mejdal Brødsgaard,T,21
Inger Sandahl,Enhedslisten,19
Carsten Hougaard,Liberal Alliance,19
Steen Asgeir Petersen,Radikale,16
Philip Laursen,SF,16
Alex Lauridsen,Dansk Folkeparti,15
Troels Kristensen,Enhedslisten,14
Jens Lyhne,SF,12
Kaj Andersen,Dansk Folkeparti,8
Bo Fink,Radikale,7
Mads Emil Hansen,T,7
Elena Kathalina Rasmussen,T,6
Emil V. Kristensen,T,6
Sara Jensen,T,5
Christian Liberg,T,4
