kandidat,parti,stemmer
Henrik Rasmussen,Konservative,1682
Martin Nielson,Socialdemokratiet,453
Kenneth Kristensen Berth,Dansk Folkeparti,354
Firat Sari,Konservative,306
Oliver Bagge,Konservative,300
Christian Skou Larsen,SF,261
Ann Maria Tjagvad,Konservative,251
Erdal Colak,Socialdemokratiet,244
Jens Ove Bay,Enhedslisten,224
Søren Murmann Gotfredsen,Konservative,189
Morten Schou Jørgensen,Konservative,186
Jytte Bendtsen,Konservative,162
Ricky Jannik van Overeem,Konservative,151
Mette Harder-Georgi,SF,136
Carina Kristensen Berth,Dansk Folkeparti,126
Matheus L. Nikolajsen,Liberal Alliance,123
Christopher Blomsterberg-Thaysen,Venstre,122
Lene Lykke Sørensen,Konservative,116
Jan Høgskilde,Konservative,111
Luise Marie Bak,Enhedslisten,106
Anette Sandgreen,Socialdemokratiet,89
Stine Nadeem Korsgaard,SF,79
Heidi Røpstorff Rasmussen,Konservative,73
Peter Christian Vinge-Maigaard,Konservative,70
Susanne Voldfrom,Socialdemokratiet,51
John Albøger Sørensen,Konservative,46
Emma Astrid Lund Nielsen,Konservative,43
Jasmin Gravang,Liberal Alliance,29
Flemming Lystrup,Dansk Folkeparti,23
Jesper Gehrke,Enhedslisten,19
Hanne Skou Poulsen,Socialdemokratiet,18
Joan Jensen,Socialdemokratiet,15
Sus Gehrke,Enhedslisten,13
Birgit Skytte,Konservative,12
Gyda Kongsted,Venstre,12
Ahn Lykke Pedersen,Konservative,11
Gustav Stig Ansdal,Liberal Alliance,11
Lone Christiansen,Konservative,10
Mogens Eliasen,Socialdemokratiet,10
Dorte Hvolbye Ibsen,Konservative,9
Niels Jørgensen,Venstre,8
Carl Eltorp,Konservative,8
Dorthe Holmager Weichel,Socialdemokratiet,4
Peter Spliid,Socialdemokratiet,4
Eva Gebauer,Socialdemokratiet,3
Claus Weichel,Socialdemokratiet,2
