kandidat,parti,stemmer
Helle Gade,Socialdemokratiet,5956
Steen Vindum,Venstre,2777
Kathrine Frøhlich,SF,1875
Kristian Pihl,Venstre,1658
Martin Jakobsen,Konservative,1565
Signe Haahr Lindegaard,Enhedslisten,1306
Jan Beck-Nielsen,Liberal Alliance,1204
Thomas Tonsberg Schlie,Venstre,1130
Susanne Jacobsen,Venstre,1071
Mads Frandsen,Venstre,1035
Peter Sig Kristensen,Enhedslisten,1010
Morten Vehl Revsbeck,Danmarksdemokraterne,884
Johan Brødsgaard,Radikale,879
Jonas Sivertsen,Socialdemokratiet,853
Kristian Stride,Socialdemokratiet,822
Charlotte Aaby,Dansk Folkeparti,760
Dorthe Jensen,Socialdemokratiet,723
Nikolaj Møller Jensen,Venstre,716
Lars Hansen,SF,716
Trine Trærup Roungkvist,Konservative,707
Morten Høgh,Venstre,700
Gitte Willumsen,Konservative,665
Ragnar Dixen,Liberal Alliance,648
Kasper Haagen Jensen,Socialdemokratiet,629
Simon Skals,Socialdemokratiet,528
Lars Faarup,Socialdemokratiet,522
Poul Berggreen,Venstre,505
Carsten Bjerre,Radikale,490
Morten Skydsgaard,Konservative,481
Birgitte Kristine Nielsen,Socialdemokratiet,474
Helga Sandorf Jacobsen,Venstre,473
Alexander Green,Danmarksdemokraterne,469
Lone Rusberg,Konservative,459
Klaus Læborg,Dansk Folkeparti,446
Rune Kristensen,Socialdemokratiet,440
Kuno F. Danielsen,Danmarksdemokraterne,433
Mia Schmidt,Liberal Alliance,422
Karina Graves,Socialdemokratiet,420
Mona Bindner,Danmarksdemokraterne,380
Peter Baggerman,Socialdemokratiet,367
Claus Løwe Klostergård,SF,346
Anders Løvbjerg,Socialdemokratiet,344
Gitte Storgaard Funch,Venstre,336
Bente Refslund,SF,335
Helle Præsius Busk,Socialdemokratiet,327
Linda Lyngsøe,Socialdemokratiet,321
Kim Egeskov,Radikale,313
Søren Wenzel Nielsen,Radikale,311
Mads Sejbjerg Middelhede,SF,279
Lars Appel,Liberal Alliance,272
Charlotte Hvid Gregersen,Liberal Alliance,271
Thomas Sørensen,Konservative,255
Naja Kallesøe,SF,217
Kasper Thomassen,Venstre,217
Svend Thue Damgaard,Socialdemokratiet,214
Regitse Dioni Munksgaard,SF,207
Dina Bredal,Socialdemokratiet,204
Line Skipper,Enhedslisten,200
Rikke Boje Kristensen,SF,196
Jens Muff Hansen,SF,186
Søren Thomsen,Enhedslisten,184
Anders Kaysen,Venstre,184
Peter Stampe,Venstre,162
Morten Junget,Radikale,161
Carsten Ørum Skytt,Radikale,157
Christian Juhl,Enhedslisten,156
Helle Holm Marcussen,SF,156
Karen Aagaard,Konservative,152
Bent Vestergaard,Moderaterne,143
Louise Isager,L,142
Hanne Bjelke Britorn,Socialdemokratiet,137
Sebastian Næstholdt Christensen,Liberal Alliance,134
Per Frank Poulsen,Socialdemokratiet,133
Gitte Esman,Konservative,130
Nicolaj Villadsen,Danmarksdemokraterne,123
Steen Søndergaard,Dansk Folkeparti,120
Jannich Panduro Nielsen,Danmarksdemokraterne,111
Niels Præstkær,Liberal Alliance,110
Lukas Kallesøe,SF,110
Allan Jagd Esmarch,Konservative,105
Vagn Larsen,N,102
Claus Møller-Nielsen,Konservative,93
Ole Rønberg Fuglbjerg,Danmarksdemokraterne,79
Henrik Chievitz,Konservative,72
Jørn Rye Rasmussen,SF,64
André Guulvard,Konservative,63
Bent Jensen,Venstre,62
Jesper Knudgaard,Radikale,62
Daniel Thomasen,Socialdemokratiet,61
Henning Lindberg,Enhedslisten,57
Sophie Mørkholt Rasmussen,Radikale,53
Freddy Meng,Moderaterne,49
Søren Svendsen,Konservative,48
Kasper Eiset-Andersen,Enhedslisten,46
Lars Nyengaard,Konservative,37
Annemarie E. Madsen,Venstre,35
Ole Overgaard Sørensen,Liberal Alliance,33
Malthe Broe,Venstre,31
Lykke Dahlén,Enhedslisten,29
René Lind Mathiesen,Enhedslisten,23
Torben Bloch,Venstre,19
Henrik Steffens,Radikale,15
