kandidat,parti,stemmer
Marco Damgaard,Socialdemokratiet,2102
Henrik Hilleberg,Konservative,883
Betina Skovby,SF,522
Ibrahim Benli,Enhedslisten,415
Benjamin Haxha,Venstre,351
Marianne Dithmer,Enhedslisten,315
Arly Eskildsen,SF,298
Jens Frost,Radikale,293
Hanne Bjørn,Liberal Alliance,280
Johannes Gyldal Sandell,Socialdemokratiet,236
Morten Kjær,SF,233
Stefan Rundstrøm,Enhedslisten,199
Allan Jespersen,Liberal Alliance,185
Michele Møller Amundsen,Socialdemokratiet,172
Deniz Kücükavci,Moderaterne,159
Henrik Ejegod Larsen,Dansk Folkeparti,146
Marie Topp,Socialdemokratiet,144
Gitte Friberg Bomholdt,Socialdemokratiet,138
Lars Mann Pedersen,Socialdemokratiet,136
Jeannet Lauenborg,Konservative,132
Conni Rosendahl,Socialdemokratiet,130
Peter Nielsen,Socialdemokratiet,130
Dorte Vilhelmsen,Konservative,128
Gitte Sitting Vestergaard,Dansk Folkeparti,123
Noah Osman,Socialdemokratiet,117
Henrik Sundstrup,Socialdemokratiet,117
Bo Zabel,Socialdemokratiet,97
Matilde Bidstrup,SF,96
Karin Anker,Socialdemokratiet,82
Sille Abazi,Socialdemokratiet,78
Thomas Seiger Behrens,Socialdemokratiet,71
Helin Bayram,Enhedslisten,69
Trine Stougaard,SF,67
Jacob Aagesen,Konservative,63
Morten Helmer Nielsen,Radikale,58
Bill Bjørklund,Venstre,58
Martin Jensing,Konservative,55
Sandra Andersen,Dansk Folkeparti,55
Gert Biilmann,Venstre,53
Michael Egelund,Venstre,52
Lars Hansen,Moderaterne,50
Jan Bymark,Liberal Alliance,49
Tanja Lings,SF,49
Charlotte Hartung,Venstre,49
Michael Rusbjerg,Venstre,48
Thomas Nyboe Stein,Enhedslisten,46
Jacob Møller Rasmussen,SF,45
Kim Kristensen,Venstre,39
Samira Akbari,SF,38
Teis Bo Rasmussen,Socialdemokratiet,37
Stefan Bruun Rasmussen,Socialdemokratiet,37
Ivan Skafte-Bundgaard,Konservative,36
Johan Løvengreen,Liberal Alliance,34
Dorthe Nørgaard,SF,33
Mogens Esmarch,Socialdemokratiet,29
Hanne B. Holst,Socialdemokratiet,29
Kenneth Holst,Konservative,27
Jan Pinndal,Venstre,25
Tom Folkmann,Konservative,22
Katrine Vilien,Enhedslisten,21
Ole Pedersen,Konservative,18
Henrik Laursen,Konservative,18
Jørgen Juul Rasmussen,Socialdemokratiet,16
Morten Brørup,Konservative,15
Mads Torkenholdt Hansen,Enhedslisten,14
Ali Capkan,Venstre,13
Morten Brønsby,SF,10
Sofie Hansen,SF,9
Lasse Juul Kristensen,SF,9
Tina Vaarby Laursen,SF,9
Anne Bødker,Konservative,9
Gerd Mose,Enhedslisten,6
Chresten Heide-Anderson,Konservative,5
Britta Theodorsen,SF,4
Kerstin Alida Roberts,SF,4
Preben Jacobsen,SF,3
Mette Jacobsen,Venstre,2
Preben Tornø Fussing,Moderaterne,2
Niklas Stenbye,Venstre,1
