kandidat,parti,stemmer
Trine Egetved,Konservative,3214
Astrid Recinella,G,1298
Brian Lyck Jørgensen,Dansk Folkeparti,995
Lars Nielsen,Konservative,635
Pernille Søndergaard,Moderaterne,557
Stina Egedius Miller,SF,490
Jens Rane Holck,SF,474
Morten Dahlberg,Socialdemokratiet,416
Bent Hansen,Venstre,398
Tue Villebro,Venstre,378
Claus Bindslev,Radikale,352
Lars Bregnbak,Danmarksdemokraterne,337
Pia Foght,Socialdemokratiet,315
Michala Beier Kjeldsen,Radikale,265
Michael Svarrer,SF,264
Daniel Frigast,Konservative,258
Vicky Weide Nielsen,Konservative,232
Helle Lund,Liberal Alliance,228
Anders Gerner Frost,G,211
Helle Blomsterberg,Venstre,206
Pernille Kromann Sams,Moderaterne,197
Jannich Petersen,Venstre,193
Elias Binggeli,SF,192
Bo Jul Nielsen,Socialdemokratiet,186
Susan Kjeldgaard,G,181
Allan Nielsen,Socialdemokratiet,161
Marianne Christensen,Socialdemokratiet,161
Michael H. Nielsen,Enhedslisten,150
Henriette Engom Larsen,Konservative,150
Thomas Jung,G,144
Camilla Lindbjerg,Konservative,136
Maud Margrethe Pedersen,Alternativet,133
Tonny Nalepa Jensen,Socialdemokratiet,130
Annie Hagel,Enhedslisten,123
Anja Schlie,Dansk Folkeparti,120
Morten Rohde Klitgaard,G,107
Betty Schachtschabel,Venstre,107
Britta Christholm,SF,103
Mette Tolstrup,Socialdemokratiet,100
Melanie Hauchrog Reddig Spieler,Dansk Folkeparti,99
Tina Buchwald,Liberal Alliance,97
Kim Thonsgaard,Konservative,88
Jesper Leth,Liberal Alliance,88
Flemming Blicher,U,85
Bill Kaae,Dansk Folkeparti,81
Theis Clamer Hansen,Moderaterne,81
Bruno Bomholdt,Danmarksdemokraterne,80
Kamilla Brøckner Barslund,Moderaterne,78
Kirsten Rolfsager,SF,78
Simon Mortensen,Konservative,74
Carina Bloch Simonsen,L,73
Kurt Pedersen,Kristendemokraterne,71
Jørgen Strøm,Enhedslisten,70
Jette Hansen,Enhedslisten,66
Arne Würgler,Enhedslisten,66
Bjarne Pedersen,Moderaterne,62
Simon Rigét,Alternativet,61
Sten Schmidl Søbjærg,Liberal Alliance,59
Per Roswall,Venstre,54
Conny Bruun,Moderaterne,54
Helene Gerlykke-Dohn,Konservative,50
Samir Maáli,Konservative,49
Rasmus Stenbo Røpcke,G,49
Mikkel Christian Iversholt,L,47
Carl-Børge Christiansen,Venstre,45
Michael Frank Hansen,Konservative,45
Anders Søborg,Venstre,42
Jens Christian Ellekilde,G,41
Mette Dollerup,Radikale,40
Tina Hedelund,Dansk Folkeparti,40
Thomas Thorby Bang,Liberal Alliance,39
Carl Mikael Jespersen,G,38
Ole Buchardt Olesen,Venstre,36
Ken Riberholt-Rischel,Danmarksdemokraterne,36
Marianne Kildemark Tilsbæk,L,36
Henrik Hedelund,Dansk Folkeparti,35
Mikael Einspor,D,34
Peter L. Sørensen,Radikale,34
Sanne Andreasen,Moderaterne,31
Lisbeth Havemann,Enhedslisten,30
Søren Maack,G,29
Gert Lassen,N,28
Arne Molberg,Liberal Alliance,27
Steen Tofteng,Liberal Alliance,26
Rikke Heitmann,Radikale,26
Mikkel Johannessen,Radikale,25
Casper Hannibal Aistrup,Konservative,22
Ole Nørretranders,Liberal Alliance,22
Niels Grønbæk,Enhedslisten,20
Adam Audeh,G,19
Steen Pedersen,L,18
Hans Erik Grønhøj,Danmarksdemokraterne,18
Patrick Iversen Larsen,E,17
Louise Aggebo,Moderaterne,14
Jesper Behrensdorff,G,14
Claus Nedenskov,Enhedslisten,13
Thomas Frandsen,Radikale,12
Johnny Braginski,Moderaterne,11
Viola Mathiasen,Venstre,11
Steffen Goldschmidt,Socialdemokratiet,11
Søren Bald,Radikale,11
Jørgen Kragh,Moderaterne,7
Jesper Kongstad,Venstre,4
Jacob Juul,Enhedslisten,4
Peter M. Otzen,E,4
Poula Helth,G,3
Flemming Trojel,Moderaterne,3
Annemaja Rosesø,E,2
Helle Hansen,E,2
Hanne Pedersen,E,1
Maria Vibe Grymer,E,1
Christoffer Bloch Simonsen,L,0
