kandidat,parti,stemmer
"Jørgen Lastein, Jels",Venstre,451
"Tanja Bachmann Hansen, Jels",Socialdemokratiet,158
Frank Schmidt-Hansen,Konservative,141
"Christian Lund, Skodborg",Venstre,120
"Janus Lynggaard, Jels",Socialdemokratiet,107
"Anna Kirstine Villadsen, Rødding",Venstre,25
"Jim Zakaria, Rødding",Dansk Folkeparti,20
Jonas Lee Jeppesen,Danmarksdemokraterne,19
"Kasper Kjær Jensen, Vejen",Liberal Alliance,17
"Tanja Vestergaard Skøtt, Skodborg",Socialdemokratiet,17
"Jørgen Thøgersen, Brørup",Socialdemokratiet,13
"Ida Lildballe, Jels",Moderaterne,11
"Allan Thomsen, Nyby",SF,9
"Frida Bruun, Føvling",Moderaterne,8
"Elin Winther, Bække",Socialdemokratiet,8
"Jens Christian Kjærulf Bruhn, Vejen",Venstre,7
"Ulla Bollerup Petersen, Veerst",Venstre,6
Jakob Bech Jensen,Konservative,6
"Jesper Lund Jensen, St. Andst",Venstre,6
"Bent Sørensen, St. Andst",Dansk Folkeparti,6
Stine Rodahl Lassen,Konservative,6
"Anders Jørgensen, Brørup",Venstre,6
Bjarne Lastein,Radikale,6
"Maria Christiane Andersen, Vejen",SF,5
"Marianne H. Thomsen, Læborg Sogn",SF,5
"Nils Brøndumbo, Askov",Dansk Folkeparti,5
"Tine Lykke Thomsen, Maltbæk",Venstre,5
Jesper Vera,Konservative,5
"Yazmin Victoria Madsen, Sdr. Hygum",SF,5
"Kamma Skjøth Jessen, Holsted",Venstre,5
Anne Grethe Hallum,Danmarksdemokraterne,5
"Marie Ebsen, Føvling",Socialdemokratiet,4
"Flemming Simested, Vejen by",Venstre,4
Jonas Bonnerup,Konservative,4
"Wanda Madsen, Sdr. Hygum",SF,3
"Peter Svane, Vejen",Venstre,3
"Bodil Staal, Holsted",Socialdemokratiet,3
"Martin Boye, Københoved",Venstre,3
"Roman Ogorodnik, Vejen",Venstre,3
Laila Poulsen,Danmarksdemokraterne,3
Knud Peter Wad,Konservative,3
Allan Krarup,Konservative,3
"Helle Salling Jensen, Veerst",Dansk Folkeparti,2
"Lene-Theresa Hansen, Skodborg",Moderaterne,2
"Anne-Emmanuelle Bertelsen, Vejen",Socialdemokratiet,2
Rudi Steen Hansen,Konservative,2
Mike Straarup,Konservative,2
Jesper Wolf Schmidt-Hansen,Konservative,2
"Oliver Ewald Sørensen, Holsted",Liberal Alliance,2
"Maya Ryom, Vejen",SF,2
"Jesper Jensen, Brørup",Dansk Folkeparti,2
"Allan Lauenblad, Vejen",Socialdemokratiet,2
"Marie Ulsdal, Vejen",SF,2
"Klaus Kildemand, Askov",Socialdemokratiet,1
"Jan Møller Pedersen, Holsted",Venstre,1
Sejr Uller,Konservative,1
"Henrik Pihl Jessen, Brørup",Venstre,1
Louise Hansen,Konservative,1
Peter Simoni,Konservative,1
"Martin Clausen, Sdr. Hygum, Rødding",Socialdemokratiet,1
"Peter Fallesen, Vejen",Socialdemokratiet,1
"Benjamin Lykke, Andst",Venstre,1
"Bo Nielsen, Holsted",Alternativet,1
"Niels Erik Storm, Lindknud",Venstre,0
"Vagn Sørensen, Glejbjerg",Venstre,0
"Valdemar Thomsen, Vejen",SF,0
"Børge Jensen, Sdr. Hygum",Venstre,0
"Verner Boje Madsen, Askov",Socialdemokratiet,0
"Marion Mortensen, Gesten",Venstre,0
"Jimmie Mathiesen, Brørup",Socialdemokratiet,0
Frank Arentoft,Konservative,0
"Peter Viuff, Askov",Venstre,0
