kandidat,parti,stemmer
"Helle Gade, Voel",Socialdemokratiet,5956
Steen Vindum,Venstre,2777
"Kathrine Frøhlich, Virklund",SF,1875
Kristian Pihl,Venstre,1658
"Martin Jakobsen, Silkeborg",Konservative,1565
Signe Haahr Lindegaard,Enhedslisten,1306
"Jan Beck-Nielsen, Hvinningdal",Liberal Alliance,1204
Thomas Tonsberg Schlie,Venstre,1130
Susanne Jacobsen,Venstre,1071
Mads Frandsen,Venstre,1035
Peter Sig Kristensen,Enhedslisten,1010
"Morten Vehl Revsbeck, Kjellerup",Danmarksdemokraterne,884
"Johan Brødsgaard, Lysbro",Radikale,879
"Jonas Sivertsen, Balle",Socialdemokratiet,853
"Kristian Stride, Silkeborg",Socialdemokratiet,822
Charlotte Aaby,Dansk Folkeparti,760
"Dorthe Jensen, Virklund",Socialdemokratiet,723
Nikolaj Møller Jensen,Venstre,716
"Lars Hansen, Kjellerup",SF,716
"Trine Trærup Roungkvist, Silkeborg",Konservative,707
Morten Høgh,Venstre,700
"Gitte Willumsen, Silkeborg",Konservative,665
"Ragnar Dixen, Balle",Liberal Alliance,648
"Kasper Haagen Jensen, Alderslyst",Socialdemokratiet,629
"Simon Skals, Gødvad",Socialdemokratiet,528
"Lars Faarup, Silkeborg",Socialdemokratiet,522
Poul Berggreen,Venstre,505
"Carsten Bjerre, Sejs-Svejbæk",Radikale,490
"Morten Skydsgaard, Sorring",Konservative,481
"Birgitte Kristine Nielsen, Them",Socialdemokratiet,474
Helga Sandorf Jacobsen,Venstre,473
"Alexander Green, Them",Danmarksdemokraterne,469
"Lone Rusberg, Hvinningdal",Konservative,459
Klaus Læborg,Dansk Folkeparti,446
"Rune Kristensen, Silkeborg",Socialdemokratiet,440
"Kuno F. Danielsen, Kjellerup",Danmarksdemokraterne,433
"Mia Schmidt, Silkeborg",Liberal Alliance,422
"Karina Graves, Sorring",Socialdemokratiet,420
"Mona Bindner, Hvinningdal",Danmarksdemokraterne,380
"Peter Baggerman, Ans",Socialdemokratiet,367
"Claus Løwe Klostergård, Sinding",SF,346
"Anders Løvbjerg, Silkeborg",Socialdemokratiet,344
Gitte Storgaard Funch,Venstre,336
"Bente Refslund, Alderslyst",SF,335
"Helle Præsius Busk, Sejs-Svejbæk",Socialdemokratiet,327
"Linda Lyngsøe, Kjellerup",Socialdemokratiet,321
"Kim Egeskov, Them",Radikale,313
"Søren Wenzel Nielsen, Silkeborg",Radikale,311
"Mads Sejbjerg Middelhede, Vinderslev",SF,279
"Lars Appel, Kjellerup",Liberal Alliance,272
"Charlotte Hvid Gregersen, Sejs-Svejbæk",Liberal Alliance,271
"Thomas Sørensen, Gødvad",Konservative,255
Kasper Thomassen,Venstre,217
"Naja Kallesøe, Gødvad",SF,217
"Svend Thue Damgaard, Kjellerup",Socialdemokratiet,214
"Regitse Dioni Munksgaard, Silkeborg",SF,207
"Dina Bredal, Silkeborg",Socialdemokratiet,204
Line Skipper,Enhedslisten,200
"Rikke Boje Kristensen, Gødvad",SF,196
"Jens Muff Hansen, Bryrup",SF,186
Anders Kaysen,Venstre,184
Søren Thomsen,Enhedslisten,184
Peter Stampe,Venstre,162
"Morten Junget, Balle",Radikale,161
"Carsten Ørum Skytt, Balle",Radikale,157
Christian Juhl,Enhedslisten,156
"Helle Holm Marcussen, Silkeborg",SF,156
"Karen Aagaard, Alderslyst",Konservative,152
Bent Vestergaard,Moderaterne,143
Louise Isager,L,142
"Hanne Bjelke Britorn, Silkeborg",Socialdemokratiet,137
"Sebastian Næstholdt Christensen, Gødvad",Liberal Alliance,134
"Per Frank Poulsen, Silkeborg",Socialdemokratiet,133
"Gitte Esman, Virklund",Konservative,130
"Nicolaj Villadsen, Funder",Danmarksdemokraterne,123
Steen Søndergaard,Dansk Folkeparti,120
"Jannich Panduro Nielsen, Fårvang",Danmarksdemokraterne,111
"Niels Præstkær, Them",Liberal Alliance,110
"Lukas Kallesøe, Gødvad",SF,110
"Allan Jagd Esmarch, Øster Bording",Konservative,105
"Vagn Larsen, Alderslyst",N,102
"Claus Møller-Nielsen, Gjern",Konservative,93
"Ole Rønberg Fuglbjerg, Kjellerup",Danmarksdemokraterne,79
"Henrik Chievitz, Alderslyst",Konservative,72
"Jørn Rye Rasmussen, Alderslyst",SF,64
"André Guulvard, Balle",Konservative,63
Bent Jensen,Venstre,62
"Jesper Knudgaard, Silkeborg",Radikale,62
"Daniel Thomasen, Silkeborg",Socialdemokratiet,61
Henning Lindberg,Enhedslisten,57
"Sophie Mørkholt Rasmussen, Lemming",Radikale,53
Freddy Meng,Moderaterne,49
"Søren Svendsen, Funder",Konservative,48
Kasper Eiset-Andersen,Enhedslisten,46
"Lars Nyengaard, Sepstrup",Konservative,37
Annemarie E. Madsen,Venstre,35
"Ole Overgaard Sørensen, Silkeborg",Liberal Alliance,33
Malthe Broe,Venstre,31
Lykke Dahlén,Enhedslisten,29
René Lind Mathiesen,Enhedslisten,23
Torben Bloch,Venstre,19
"Henrik Steffens, Alderslyst",Radikale,15
