kandidat,parti,stemmer
Michael Nielsen,Konservative,1830
Kristian Hald,E,1398
Kasper Ejsing Olesen,Socialdemokratiet,1053
Malte Jäger,Liberal Alliance,915
Klavs Norup Lauridsen,Konservative,514
Kent Valsøe,Konservative,315
Alex Haurand,SF,290
Henrik Madsen,Konservative,284
Morten Haubro,Dansk Folkeparti,254
Malene Hansen,Socialdemokratiet,236
Heino Salling,Enhedslisten,225
Jesper Schmidt-Nielsen,Konservative,219
Toke Kristensen,Radikale,205
Jan Johansen,Socialdemokratiet,202
Jens Gantriis,Venstre,183
Janus Skov,Liberal Alliance,165
Charlotte Campen,SF,159
Lars Hansborg-Sørensen,Socialdemokratiet,156
Anne Fiber,Konservative,155
Bibi Foged Rasmussen,Konservative,148
Karen Dalsgaard,Socialdemokratiet,138
Ole Peter Christensen,SF,123
Martin Ludvigsen,Danmarksdemokraterne,110
Simon Ettrup Hansen,Venstre,100
Rikke Mohr Jørgensen,Enhedslisten,99
Dorte Daugaard,Venstre,95
Stig Chalmer Rasmussen,Konservative,90
Kim Jørstad,SF,84
Torben Frydenlund Rasmussen,Liberal Alliance,82
Bella Mortensen,Socialdemokratiet,75
Katrine Højkilde,Konservative,68
Kåre Villadsen,Socialdemokratiet,65
Britt Pedersen,Socialdemokratiet,65
Anders Christian Frederiksen,Radikale,63
Pia Hansen,Konservative,61
Mathias Storgaard,Liberal Alliance,61
Kim Nielsen,Socialdemokratiet,58
Tine Riis Kristensen,Venstre,58
John Eriksen,Socialdemokratiet,56
Lars Ole Valsøe,Konservative,56
Arne Otto Ditlevsen,Danmarksdemokraterne,54
Georgette Al-Araj,Enhedslisten,50
Lone Kiilerich,Dansk Folkeparti,49
Mette Østergaard Jensen,E,48
Merete Horn,Konservative,46
Kamila Holt,Moderaterne,45
Tina Refning Larsen,Liberal Alliance,44
Dorte Schach Jakobsen,Radikale,40
Susan Kroun,SF,40
Simon Steen Hansen,E,38
Tina Hansen,Konservative,38
Dan Mathiesen,Liberal Alliance,37
Jesper Hauritz,Konservative,36
Lars Rasmussen,Socialdemokratiet,31
Kathrine Jäger,Liberal Alliance,30
Inge Laurvig-Borch,Socialdemokratiet,29
Jørgen Andkær Jensen,Enhedslisten,29
Mogens Jørgensen,Socialdemokratiet,26
Ken Guldberg Jespersen,Venstre,25
Lars Bo Jensen,Liberal Alliance,23
Dorte Sams,Konservative,22
Ole Vels Poulsen,Socialdemokratiet,18
Kai Holm,Socialdemokratiet,17
Hans Jakob Kirk,Enhedslisten,17
Allan Sjørslev,Socialdemokratiet,15
Victoria Johnstad-Møller,Konservative,13
Jørgen Hansen,Konservative,10
Peter Bromark,Radikale,8
Aksel Carlsen,Socialdemokratiet,8
Mohamad Sukar,SF,8
Maria Heart,Konservative,6
Vanja Paporovic,E,5
Tommy Laursen,Radikale,4
