kandidat,parti,stemmer
Lars Storgaard,Konservative,3682
Isabell Friis Madsen,Socialdemokratiet,2316
"Allan Bo Andresen, Hammel",Venstre,1033
Niels Chr. Selchau-Mark,Konservative,1031
Mette Nøhr,Konservative,960
"Thomas Storm, Søften",Venstre,704
Morten Wind Lübker,Konservative,664
Simon Buus Olsen,Liberal Alliance,604
Lone Glarbo,Danmarksdemokraterne,586
"Mia Nybo, Søften",Radikale,574
Lone Boye,Socialdemokratiet,536
Morten Bang,Danmarksdemokraterne,478
Charlotte Green,Konservative,442
Eva Damsgaard,Dansk Folkeparti,358
Kristoffer Merrild,Socialdemokratiet,352
Rikke Randrup Skåning,Socialdemokratiet,346
"Anton Svidt Christensen, Hinnerup",Venstre,340
Lisa Perkins,Liberal Alliance,316
"Søren Frandsen, Grundfør",SF,308
Carsten Normann,Liberal Alliance,299
"Signe Thy Thomsen, Hadsten",SF,291
René Schneider,Konservative,286
"Thake Fogh Cordt, Skjød",Enhedslisten,277
"Torben Christensen, Foldby",Radikale,254
"Maria Sørensen, Laurbjerg",Enhedslisten,254
"Laila Jerming Graf, Sall",SF,251
"Christian G. Jensen, Hallendrup",Venstre,244
Søren Gade,Socialdemokratiet,193
"Santana Malling, Thorsø",Venstre,190
Erik Særkjær,Socialdemokratiet,185
"Nanna Skov Iversen, Ulstrup",Venstre,169
"Filippa Elgaard Balle, Hinnerup",Venstre,167
Grethe Villadsen,Socialdemokratiet,163
Aston Mott Braham,Dansk Folkeparti,149
"Else Marie Dalgaard, Hinnerup",SF,139
"Peter Ravn, Houlbjerg",Venstre,138
Mercedes Czank,Dansk Folkeparti,136
Steen Thomasen,Socialdemokratiet,135
"Niels Callesøe, Hinnerup",SF,131
"Cecilie Anthony, Hadsten",Venstre,124
"Peder Meyhoff, Hinnerup",Enhedslisten,114
Morten Weihrauch,Socialdemokratiet,107
"Dennis Bo Petersen, Ødum",Alternativet,102
"Flemming Kragh Thomassen, Hadsten",Venstre,96
Anne-Sophie Schjønning,Konservative,94
Martin Hager Andersen,Socialdemokratiet,93
Oliver Panthera,Liberal Alliance,92
Emil Møller,Socialdemokratiet,86
Ganna Lindhard,Konservative,85
"Clément Blain, Laurbjerg",Enhedslisten,82
Lene Guldbrandt,Konservative,80
"Henriette Stein Knudsen, Hadsten",SF,79
Patrick Weng,Socialdemokratiet,76
Ove Nørlem,Dansk Folkeparti,75
"Pet Petersen, Hadsten",Radikale,68
Frank Iversen,Konservative,65
"Michael Jensen, Hadsten",Venstre,64
Erling Stoltze,Danmarksdemokraterne,63
Erling Høj Sørensen,Liberal Alliance,62
Flemming Aaen Jensen,Konservative,52
"Bendt Lund Nielsen, Hammel",Enhedslisten,46
"Bodil K. Olsen, Houlbjerg",Enhedslisten,45
"Hanne Munch Kristiansen, Hinnerup",Radikale,44
Knud Schøler,Konservative,38
Claus Hansen,Danmarksdemokraterne,38
Kaj Østergaard,Danmarksdemokraterne,33
"Christian Kreiberg Møller, Hinnerup",SF,27
Mikael Warnsdorf,Danmarksdemokraterne,27
"Arne Bay Madsen, Hammel",Venstre,26
"Einar B. Baldursson, Hadsten",Enhedslisten,25
Hanne Gram,Liberal Alliance,23
Flemming Nielsen,Konservative,15
Kjeld Jensen,Danmarksdemokraterne,13
Jesper B. Poulsen,Konservative,13
Tommy Højer,Konservative,9
Ole Jensen,Konservative,8
Biljana Justesen,Konservative,5
