kandidat,parti,stemmer
Torsten Nielsen,Danmarksdemokraterne,926
"Lone Kastberg, Møldrup",Venstre,605
Sofie Ringgaard Schøning,Konservative,468
Jakob Svendsen,Danmarksdemokraterne,438
Stine Damborg,Konservative,427
"Katrine Fusager Rohde, Viborg",Venstre,372
Mette Nielsen,Y,345
"Michael Nøhr, Klejtrup",Venstre,343
"Jørgen Winther Øster, Tjele",Venstre,339
"Lars Mogensen, Bigum",Liberal Alliance,321
"Anders Bertel, Frederiks",Socialdemokratiet,304
"Kurt Mosgaard, Mønsted",Venstre,295
"Claus Clausen, Vestfjends",Venstre,288
"Stine Isaksen, Viborg",Alternativet,270
"Mads Panny, Viborg",Socialdemokratiet,254
"Lone Langballe, Tjele",Dansk Folkeparti,234
"Kristian Olesen, Sparkær",Liberal Alliance,221
"Maria Bertelsen Grann, Løgstrup",Socialdemokratiet,221
"Marie-Louise Høgh, Viborg",SF,190
Birthe Harritz,Y,165
"Anders Jensen, Løgstrup",Venstre,143
"Natja Hedegaard Gram, Viborg",Socialdemokratiet,118
"Johannes F. Vesterby, Viborg Kommune",Venstre,106
Theis Bach Nielsen,T,99
Henrik Karlsen,Konservative,97
Morten Christensen,Konservative,96
"Majbrit Nørgaard, Ravnstrup",Venstre,91
Lise Bertelsen,Konservative,90
Anders I. Brøns,Danmarksdemokraterne,89
"Lene Foged, Stoholm",Liberal Alliance,88
"Aksel Rosager Johansen, Bruunshåb",Enhedslisten,82
"Ib Bjerregaard, Viborg",Venstre,75
"Eva Pinnerup, Viborg",Socialdemokratiet,73
"Frederik Houmann Thuesen, Viborg",Venstre,72
"Pernille Dam Marcussen, Houlkær",SF,65
Helle Sommer,Danmarksdemokraterne,62
"Anne Berg Olsen, Tjele",SF,56
Simon Højer,Konservative,54
Mette Helberg,Konservative,44
Kenny Schødt,Konservative,43
"Mogens Dinesen, Møldrup",Socialdemokratiet,43
"Peter Linde, Overlund",Liberal Alliance,42
Nicklas Verne,Konservative,42
"Line Sørensen, Løgstrup",Dansk Folkeparti,41
Steffen Drejer,Konservative,41
Malena Møller Mortensen,Konservative,41
"Jess Mikkelsen, Viborg",Dansk Folkeparti,39
"Niels Philipsen, Ørum",Socialdemokratiet,38
"Pia Viller Arendt, Frederiks",Venstre,37
"Brian Roed, Viborg",Socialdemokratiet,34
Poul Erik Nygaard,Danmarksdemokraterne,32
Esben Tøttrup,Danmarksdemokraterne,31
Peter Juhl,Konservative,31
"Kasper Venning, Viborg",SF,31
"Per Langkilde Lauesen, Karup",Dansk Folkeparti,30
"Peter Bilgrav, Knudby",Alternativet,30
Marianne Tøttrup,Radikale,29
Michael Grove,Konservative,29
Lone Guldbæk Karlsen,Kristendemokraterne,28
"Michelle Sundahl, Rødkærsbro",Dansk Folkeparti,27
Birgit Mejnert,Danmarksdemokraterne,27
"Pernille Diemar, Viborg",Enhedslisten,27
"Kasper Ivanhoe Terkelsen, Viborg",SF,25
Emilie Hjort Fog,Konservative,25
Lasse Lauritsen,Konservative,23
"Michael Philip Poulsen, Bjerringbro",Socialdemokratiet,23
"Charlotte Kjærgaard, Rødkærsbro",Venstre,21
"Martin Mølholt, Hald Ege",SF,21
"Jakob Repsholt, Viborg Kommune",Venstre,20
Birgith Bondekjær Langballe,Y,19
"Zahra Mohamud Ali, Viborg",Enhedslisten,18
Claus Nielsen,Konservative,18
"Jørgen Bach Jensen, Skals",SF,18
Lasse Christiansen,Radikale,16
"Grethe Ulstrup, Stoholm",Venstre,16
"Jette Sandal, Sparkær",Socialdemokratiet,16
"Bo Wieck-Hansen, Tjele",Liberal Alliance,15
"Helle Jensen, Viborg",Liberal Alliance,15
Allan Clifford Christensen,Danmarksdemokraterne,15
"Kurt Johansen, Skals",Venstre,15
"Hans Berg, Bruunshåb",Socialdemokratiet,14
"Kirsten Winther Almind, Bjerringbro",SF,14
Marianne Aaris Andersen,Y,14
"Emma Laumann, Viborg",Alternativet,14
Anfinn Miklagard,Danmarksdemokraterne,14
