kandidat,parti,stemmer
"Susanne Joel, Klejtrup",Liberal Alliance,14
"Martin Sanderhoff, Bjerringbro",Moderaterne,14
"Rasmus Skovgård Hansen, Stoholm",SF,14
"Thorkild NB Nielsen, Viborg",Venstre,13
"Anna Holst Schumacher, Overlund",Alternativet,13
"Winnie Nielsen, Kølvrå",Socialdemokratiet,13
Birgitte Rolighed,Konservative,13
"Søren Christian Mikkelsen, Skals",Moderaterne,13
"Thomas Borup Laursen, Viborg",Venstre,12
Claus Laugesen,Danmarksdemokraterne,12
"Kasper R. Nielsen, Viborg",Venstre,12
Anja Louise Ziegenfeldt Sørensen,Konservative,12
"Bjarne Andersen, Fly",Socialdemokratiet,11
"Michael West, Klejtrup",SF,10
"Jeppe von Berg, Viborg",Moderaterne,9
Andreas Kjeldsen,Danmarksdemokraterne,8
Tommy Dalgaard,Kristendemokraterne,8
"Rasmus Kammer Påskesen, Karup",Socialdemokratiet,8
Malthe Mortensen,Radikale,8
Rikke Cramer Christiansen,Y,8
"Nanna de Courcy, Klejtrup",SF,7
"Christian Struntze Maach, Viborg",Enhedslisten,7
"Lene Bach Nørgaard, Karup",Moderaterne,6
"Kim Krogh Nielsen, Karup",Venstre,6
"Didde Krabbe Johannesen, Viborg",Alternativet,6
"Frederik Overgaard, Pederstrup",Enhedslisten,6
"Jens Boll, Bjerringbro",Alternativet,6
"Jonas Fjeldsted, Viborg",Liberal Alliance,5
"Laura Amalie Bagge, Viborg",SF,5
Jan Rønne,Radikale,5
"Niels Jørgen Ottesen, Bjerringbro",Venstre,5
"Eva Bendix, Viborg",Socialdemokratiet,5
"Jens Steffensen, Viborg",Venstre,4
Knud Gaarn-Larsen,Kristendemokraterne,4
"Inger Isaksen, Viborg",Alternativet,3
"Bjarke Bach Olesen, Viborg",Enhedslisten,3
Tage Pedersen,U,2
"Inger Lis Sørensen, Bjerringbro",Socialdemokratiet,2
Ole Østerballe,Danmarksdemokraterne,2
"Thomas Vestergaard, Tange",Alternativet,1
Katrine Ørnebjerg Larsen,Y,1
"John Madsen, Viborg",Venstre,1
"Hans Rosgaard, Rødkærsbro",Socialdemokratiet,0
