kandidat,parti,stemmer
René Danielsson,Dansk Folkeparti,2166
Frederik Tolstrup,Venstre,1482
Anne Thomas,Socialdemokratiet,1211
Christian Froberg Dahl,Konservative,559
Morten Riis,Enhedslisten,450
Molly May Vestergaard,SF,304
Niels Chresten Andersen,Kristendemokraterne,290
Helle Munk Ravnborg,Enhedslisten,281
Andreas Grosbøll,SF,279
Kirstine van Sabben,Moderaterne,238
Mads Randbøll Wolff,Socialdemokratiet,204
Gitte Wittorff,Venstre,169
Sebastian Bloch Jensen,SF,164
Linda Kofoed Persson,Konservative,147
Michael Hendriksen,Danmarksdemokraterne,122
Karen Lynn Jacobsen,Socialdemokratiet,120
Søren Brenøe,Radikale,109
Brian Kofoed,Venstre,105
Sebastian Bærnthsen,Venstre,101
Torben Kofod Ager,Konservative,93
Maria Fromseier Kjærgaard,Socialdemokratiet,92
Niels Plum,Venstre,90
Kristoffer Kromand,Konservative,88
Ann Rubæk-Nielsen,Socialdemokratiet,80
Bo Ancher Jensen,Dansk Folkeparti,79
Betina Juhl Tychsen,Kristendemokraterne,64
Anne Jensen,Socialdemokratiet,60
Bjarne Hartung Kirkegaard,Kristendemokraterne,53
João Møller,Radikale,51
Claus Larsen-Jensen,Socialdemokratiet,51
Sanne Friborg,Enhedslisten,51
Jonna Nielsen,J,49
Morten Vadstrup Warming,SF,46
Sabine Nicoline Lyngberg,Dansk Folkeparti,45
Kirsten Wendell,Socialdemokratiet,44
Mogens Anneberg,Konservative,43
Stig Lodberg,Socialdemokratiet,39
Benedikte Gyes,Liberal Alliance,38
Renate Hendriksen,Danmarksdemokraterne,37
Stine Zink Kaasgaard,Frie Grønne,37
Joan Prahl,J,36
Kasper Flygare,Socialdemokratiet,35
Søren Schow,E,34
Anders Due Solgaard,Kristendemokraterne,34
Ditte Damkjær,SF,34
Peter Svarre Fridolf,Konservative,32
Emil Boesen,Enhedslisten,31
Jørn Westh,Dansk Folkeparti,31
Christian Faurholdt Jeppesen,Socialdemokratiet,30
Mads Thordal Trærup,Enhedslisten,28
Mads Kissow,Enhedslisten,28
Conrad Severin,Liberal Alliance,26
Per Ole Petersen,J,25
Tonny Borrinjaland,Dansk Folkeparti,25
Tine Astrup Eriksen,Enhedslisten,23
Christina Kofod Krönlein,Konservative,22
Ingrid Funch Jørgensen,Socialdemokratiet,21
Dennis Jensen,Socialdemokratiet,21
Kristian Kirk Mailand,Radikale,21
Mette Sode Hansen,Dansk Folkeparti,20
Mark Palmquist,Konservative,18
Magnus Larsen,Danmarksdemokraterne,18
Ralf Skovgaard,Konservative,17
Rasmus Sprotte,SF,16
Matilde Lissau,Radikale,15
Jonas Ipsen,Danmarksdemokraterne,15
Margrethe Kjellberg,Liberal Alliance,14
Siobhán Kelleher-Petersen,Frie Grønne,14
Laila Espersen,Radikale,13
Jan Jørgensen,J,13
Vivian Munch Petersen,Venstre,12
Jørgen Oldenburg,Venstre,11
Jens Hjul-Nielsen,Venstre,11
Carina Rasmussen,Moderaterne,11
Martin Pihl Sode,Kristendemokraterne,11
Niels Bertelsen,Socialdemokratiet,11
Anders Møller,Konservative,10
Chriistofer Avelon Damgård,Dansk Folkeparti,10
Britta Sjøstrøm,SF,9
Flemming Sorth,Konservative,9
Lasse Oszadlik,Moderaterne,9
Fiona Højmark-Ross,Enhedslisten,9
Bent Jørgensen,Venstre,9
Signe Hartung Kjærby,Kristendemokraterne,9
Martin Kaltoft,Kristendemokraterne,9
Julie Castmar,Enhedslisten,9
Erik Kryger,Socialdemokratiet,7
Henning A. Jensen,Socialdemokratiet,6
Diana Brandt Pedersen,Venstre,6
Anders Rugtved,Enhedslisten,6
Heidi Burgedahl,E,6
Jesper Gredsted Smidth,Enhedslisten,5
Lars Christian Funk,Moderaterne,5
Hartvig Mumm,Kristendemokraterne,5
Allan Pleman,Enhedslisten,4
Mogens Riis Pedersen,Kristendemokraterne,2
Hans Ole Bech,Kristendemokraterne,1
