kandidat,parti,stemmer
Bent Vedsted Rønne,Socialdemokratiet,3
"Jørgen Smed, Sønder Vilstrup",Venstre,3
"Anne Marie Pedersen, Haderslev",SF,3
Søren Haastrup,Alternativet,2
"Sabina Wittkop-Hansen, Haderslev",Slesvigsk Parti,2
"Poul M. Jensen, Haderslev",Danmarksdemokraterne,2
Beena Petersen,Radikale,2
Sanne Nygaard Petersen,Socialdemokratiet,2
"John Chresten Andresen, Starup",Venstre,2
Luc Tan Le,Radikale,2
"Johannes Latter, Gram",Kristendemokraterne,2
"Martha Riis Andersen, Haderslev",Enhedslisten,2
"Dennis Greve Keudel, Vojens",SF,2
"Christian Hoier Porsborg, Sønder Vilstrup",Liberal Alliance,1
"Hans-Iver Kley, Mølby",Slesvigsk Parti,1
"Kenneth Haas, Haderslev",Konservative,1
"Maja H. Eriksen, Haderslev",Enhedslisten,1
"Linda Rothman, Gram",Liberal Alliance,1
Hans Harald,D,1
Henrik Jeppesen,Dansk Folkeparti,1
"Bent Iversen, Haderslev",SF,1
"Joakim Viborg Olesen, Haderslev",Kristendemokraterne,1
"Finn Hoschtalek, Øsby",Enhedslisten,1
"Troels Dall Pedersen, Haderslev",Konservative,1
Ole Finnerup Larsen,Socialdemokratiet,1
"Susanne Østergaard, Sommersted",SF,1
"Mathias Gotthardsen, Haderslev",SF,1
"Erwin Kuipers, Haderslev",Konservative,1
"Anders Damsgaard Jensen, Vojens",Liberal Alliance,1
Tom Knudsen,Radikale,0
"Andreas Geuss, Fjelstrup",Slesvigsk Parti,0
"Karl Heinz Tønder, Haderslev",Kristendemokraterne,0
"Jørgen Holstener Larsen, Haderslev",SF,0
"Claus Larsen, Haderslev",Enhedslisten,0
"Gunver Birgitte Nielsen, Vojens",Konservative,0
"Peter Ibsen, Haderslev",Liberal Alliance,0
"Piet Schwarzenberger, Haderslev",Slesvigsk Parti,0
"Nis Christian Vilain Raun, Aastrup/Nordenfjord",Konservative,0
"Anton Niemann, Haderslev",SF,0
"Niels Ramsdal Justesen, Vedsted",Enhedslisten,0
"Christian Vedsted Riggelsen, Gram",Liberal Alliance,0
"Marc Bangert, Vojens",Liberal Alliance,0
