kandidat,parti,stemmer
Maja Højgaard,Socialdemokratiet,1737
Poul Gaardbo,Dansk Folkeparti,592
Anette Pilmark,Socialdemokratiet,524
Fatih Baran,Enhedslisten,510
Irfan Gilani,Radikale,503
Hans Blaaberg,Dansk Folkeparti,497
Syed Aejaz Haider Bukhari,Socialdemokratiet,479
Michael R. Rugaard,Konservative,470
Vagn Kjær-Hansen,SF,389
Hajg Zanazanian,Socialdemokratiet,309
Maha Gilani,Radikale,295
Harun Muharemovic,Socialdemokratiet,272
Carsten Zacho,Liberal Alliance,270
Michael Buch-Barnes,Socialdemokratiet,269
Mona Fedders Prag,Enhedslisten,252
Adeel Akhtar,Socialdemokratiet,250
Lene Skallebæk,Konservative,238
Henning Elmelund,Socialdemokratiet,238
Mahmut Erdem,Socialdemokratiet,234
Özkan Kocak,Moderaterne,170
Susanne Hulkvist,Socialdemokratiet,163
Kurt Damsted,Venstre,153
Allan Orland,Konservative,147
Henrik Dornfeldt,Socialdemokratiet,145
Jette Jul Stenbæk,SF,141
Annette Andersen,Dansk Folkeparti,102
Jesper Stegler,Socialdemokratiet,100
Peter Egtorp,Socialdemokratiet,98
Astrid Høgsbjerg Rasmussen,Enhedslisten,88
Henrik Bach,Dansk Folkeparti,85
Berit Algreen Nilsson,Socialdemokratiet,81
Jacob Kronby Schulze,Moderaterne,77
Alexander Bruhn Skjøth,SF,76
Rune Skovbjerg Krog,Socialdemokratiet,71
Marianne Barnholt Nielsen,SF,62
Maia Bruhn Skjøth,SF,61
Berit S. Madsen,SF,59
Henrik Jacobsen,Konservative,57
Pia Kofoed,Socialdemokratiet,55
Axel Ljungquist,Kristendemokraterne,54
Martin Grønkjær,Venstre,53
Henrik Hollender,Socialdemokratiet,48
Mikkel Hedegreen,Konservative,47
Jørgen Bonne,Venstre,45
Tom Bech Fredriksen,Dansk Folkeparti,40
Flemming Eilstrup Jonassen,Moderaterne,40
Said Mo El Idrissi,Radikale,39
Janus Balleby Rønbach,Enhedslisten,34
Dennis Baggers Laursen,Enhedslisten,33
Michael Wolf,Konservative,30
Ole Lønborg,Konservative,25
Kirsti Puukka-Sørensen,SF,22
Joe Michael Andreasen,Venstre,21
Steen Andersen,Enhedslisten,20
Annitta Andersen,Liberal Alliance,19
Annie Hassenkam,Venstre,19
Per Kildevang,Liberal Alliance,17
Nina Thamsen,Enhedslisten,17
Tom Jul Jensen,SF,17
Vick Sværke Nagele,SF,12
Anne Frederiksen,Enhedslisten,10
Mogens Hald Pedersen,Venstre,9
Imadur Rahman,Radikale,6
Annalise Bonne,Venstre,6
Karen Fedders Prag,Enhedslisten,4
Poul Viggo Halling,Enhedslisten,3
