kandidat,parti,stemmer
"Sarah Andersen, Starup - Tofterup",Venstre,2931
"Sandie Eis Ravn, Varde",Socialdemokratiet,1396
"Henrik Vej Kastrupsen, Oksbøl",Konservative,1098
"Preben Friis-Hauge, Tistrup",Venstre,904
"Poul Burgaard, Varde",Venstre,878
Kitty Gamkinn,N,803
"Lars Teglgaard, Ølgod",Venstre,772
Peter Nielsen,Liberal Alliance,721
"Mikkel Berggreen Schmidt, Næsbjerg",SF,682
Julie Gottschalk,Dansk Folkeparti,607
"Jonna Jul Gudmundsen, Varde",Socialdemokratiet,602
"Per Thisted, Skovlund - Ansager",Venstre,516
Christian Bergholdt,Liberal Alliance,446
"Claus Brink, Årre",Venstre,428
"Simon Burkarl, Horne",Venstre,398
Henriette Harmuth,Danmarksdemokraterne,345
"Anja Schmidt Hallum Hansen, Varde",SF,319
"Mariane Nygaard Holm, Blåvand",Konservative,309
"Tina Agergaard Hansen, Ølgod",Venstre,289
Harry Voigt,Danmarksdemokraterne,274
"Tine Toft, Varde",SF,265
"Anne Catherine Hoxcer Nielsen, Varde",Socialdemokratiet,250
"Erling Thrane, Janderup",Socialdemokratiet,246
Bjarne Burgdorff,Danmarksdemokraterne,242
"Inger Marie Kristensen, Varde",Venstre,236
Ove Sidding Nielsen,Liberal Alliance,220
"Finn Ladegaard, Næsbjerg",Socialdemokratiet,208
"Ole Vad Hansen, Nr. Nebel",Venstre,202
"Tom Arnt Thorup, Varde",Venstre,195
Heidi Bundgaard,N,185
"Daniel Sørensen, Nymindegab",Venstre,181
"Birger Filskov, Nr. Nebel",Socialdemokratiet,161
"Bo Tobiasen, Janderup",Venstre,159
"Bauke Keulen, Varde",Venstre,157
"Doron Edry, Tistrup",Socialdemokratiet,156
"Paul O'Connor, Sig",Venstre,155
Per Rask Jensen,Moderaterne,148
"Rasmus Sømod, Næsbjerg",Konservative,145
"Maria Christensen, Varde",Konservative,135
"Kristian Thomsen, Varde",Konservative,134
Jonas C. W. Iversen,Radikale,127
"Stanley Johansen, Henne",Venstre,127
Claus Hembo,Danmarksdemokraterne,124
Elsebeth Bertignol,Dansk Folkeparti,116
Kim Alexander Jensen,Liberal Alliance,116
Knud Erik Hansen-Vestkær,N,113
Erhardt Jull,N,110
Jimmy Østergaard,N,109
"Ulla Fuglsang Sundvang, Agerbæk",Konservative,105
"Leif Poulsen, Ølgod",Venstre,95
"Niels Ole Beck, Varde",Socialdemokratiet,89
"Gitte Kvist, Outrup",Konservative,88
Dennis Hounsgaard Pedersen,N,79
"Majbritt Theilgaard Iversen, Varde",Socialdemokratiet,76
Karsten Kragh,N,66
"Kim Christensen, Tistrup",Socialdemokratiet,64
Jan Brink,Dansk Folkeparti,62
Rune Gøbel Jacobsen,N,61
Henning Jensen,Dansk Folkeparti,60
Hans Vestager,Radikale,58
"Larysa Novikova, Varde",Venstre,57
"Steen Bjerregaard Jørgensen, Henne",Kristendemokraterne,55
Mogens H. Ehmsen,Liberal Alliance,52
"Anders Helth Hansen, Nordenskov",Venstre,52
"Ole Juhl Christoffersen, Varde",SF,46
"Per Nielsen, Nr. Nebel",Socialdemokratiet,45
"Lars Ejgaard Bissenbacker, Varde",Venstre,31
"Thomas Mandahl-Barth, Nørre Nebel",Konservative,29
"Martin Kjeller Petersen, Oksbøl",Venstre,24
René Jensen,Liberal Alliance,21
"Carsten Schultz-Nielsen, Varde",Socialdemokratiet,18
Irene Madsen Lund,Dansk Folkeparti,17
Per Dueholm,Liberal Alliance,12
Linda Jessen,N,9
