kandidat,parti,stemmer
"Clara Rao, Lillerød",Venstre,293
"Anders Glümer, Blovstrød",Venstre,190
Jørgen Johansen,Konservative,140
Tune Revsgaard Nielsen,SF,130
Signe Schløer,SF,129
Emil Andersen,Enhedslisten,77
Leif Johansen,Konservative,61
Eric Lerdrup Bourgois,Konservative,59
"Fillippa Gottlieb, Blovstrød",Liberal Alliance,53
Miki Dam Larsen,Socialdemokratiet,49
"Merete Them Kjølholm, Lillerød",Radikale,45
Anders Frydenberg,SF,38
Mads Tandrup,Konservative,30
Amanda Egerod Lund,Konservative,21
"Maria Tørnsø Østergaard, Lillerød",Venstre,20
Vibeke Højbjerg,Socialdemokratiet,20
"Michael Nørregaard, Lillerød",Venstre,20
René Nicklas Wendt,Konservative,16
"Mette Skovgaard, Blovstrød",Venstre,16
"Alexander W. Yttesen, Lillerød",Venstre,16
Sally Dorthea Fischer,Enhedslisten,15
Lars Bacher,Konservative,14
"Jytte Agerup, Lillerød",Radikale,14
"Niels Kirkegaard, Blovstrød",Venstre,14
Alice Silkjær,Socialdemokratiet,13
"Johnnie Kristensen, Lynge",Dansk Folkeparti,11
Niels Christian Dahl,Socialdemokratiet,11
Thomas Frisch,Moderaterne,11
"Christian Hauge Lundgaard, Lynge Overdrev",Liberal Alliance,11
Jytte Garnov,Socialdemokratiet,11
Line Rasmussen,Konservative,10
"Søsser Grønnegård, Lynge",Dansk Folkeparti,10
Anne Lise Rostgaard Schmidt,Enhedslisten,8
Theodore Gbouable,Socialdemokratiet,8
Nina Madsen,SF,8
Johnny Lehmann,U,7
Kurt Koudahl Petersen,SF,7
"Lars Bech-Jørgensen, Lillerød",Venstre,7
"Susanne Karlsson, Lillerød",Venstre,6
Torbjørn Barfod,Moderaterne,5
"Esben Buchwald, Lynge",Venstre,5
"Steffen Leth Møller, Lillerød",Liberal Alliance,5
Mikkel Aagaard,Enhedslisten,4
Camilla Damm-Frydenberg,SF,4
Aein Jebelli,Konservative,4
"Daniel Nielsen, Lillerød",Venstre,3
"Jean Thomsen, Lillerød",Venstre,3
"Jacob Bach Meldal, Lillerød",Venstre,3
Kim Holmstrøm,Konservative,3
"Janne Kristensen, Lynge",Dansk Folkeparti,3
"Vibeke Arndt Skak Jensen, Lillerød",Radikale,2
"Morten Birkelund, Lynge",Venstre,2
"Lisbeth Skov, Lynge",Venstre,2
Flemming Bo Petersen,Socialdemokratiet,2
Mads-Emil Falk,Enhedslisten,1
Flemming Langhans,SF,1
Betina Christensen,U,1
"Birgit Skovmand, Lynge",Radikale,1
Jakob Rasmussen,Konservative,0
"J. Preben Morth, Lynge",Venstre,0
"Helle Kramp, Lillerød",Venstre,0
Anne-Marie Langhans,SF,0
Christian Bartels Kastrup,Konservative,0
Casper Bech Nielsen,Moderaterne,0
Maj-Britt Frisch,Moderaterne,0
