kandidat,parti,stemmer
"John Ørtoft, Vejgaard",Enhedslisten,54
"Martin Mikkelsen, Aalborg",Konservative,53
Inge Ibsen Fomcenco,SF,52
"Jørgen Stefansen, Godthåb",Enhedslisten,47
Niels Tvilling Larsen,Liberal Alliance,46
Marlene Andersen,SF,46
"Chris Holmsgaard, Aalborg",Moderaterne,46
Michelle Weirum,Liberal Alliance,44
Jan Skrubbeltrang,Radikale,43
Jimmy Abel Nielsen,Liberal Alliance,42
Jesper Veiby,Kristendemokraterne,41
"Niels Christian Klemmensen Tordrup, Aalborg SV",Konservative,41
"Emil Bjødstrup Nielsen, Aalborg Øst",Enhedslisten,37
Grethe Jensen,Dansk Folkeparti,37
"Asger Trier, Aalborg",E,36
"Johnni Winther, Vodskov",Moderaterne,34
"Jørn Madsen, Aalborg Øst",Enhedslisten,33
"Anita Storgaard, Storvorde",E,33
Thomas Heuniche,Liberal Alliance,32
"Asghar Azizi, Aalborg",Enhedslisten,32
Mona Elisabeth Pedersen,SF,32
"Thomas L. Madsen, Aalborg Øst",Enhedslisten,32
Ronny Van Tieu,Liberal Alliance,31
Kristian Berg Nielsen,Kristendemokraterne,25
"Tobias Dahl, Aalborg Øst",Venstre,25
Lasse Koch Pedersen,Radikale,24
"Shemon Chowdhury, Aalborg Øst",Enhedslisten,23
Anne Guldborg Pedersen,Alternativet,23
Simon Bech Munch-Petersen,Radikale,23
Magnus Kronborg,SF,22
Asbjørn Nordklitgaard,SF,22
"Søren Brunsholt Andersen, Aalborg",Enhedslisten,20
"Thor Kryhlmand, Gistrup",Venstre,20
"Bjarke Hee Thomassen, Aalborg",Enhedslisten,19
Majbrit P. Rothmann,Kristendemokraterne,19
Anne-Dorrit Harris,Alternativet,18
Katie Henshaw,SF,17
Natasha Fogsgaard-Alveen,SF,14
"Rolf Gravesen, Nørresundby",Moderaterne,14
"Mathias Skrydstrup Kristensen, Vejgaard",Enhedslisten,9
Tom Weinreich,SF,8
Peter Solidum,Kristendemokraterne,8
Lars Hoffmeyer Novrup,SF,6
Selmer Nielsen,SF,6
