kandidat,parti,stemmer
Lasse Frimand Jensen,Socialdemokratiet,15943
"Maja Torp, Aalborg",Venstre,3285
"Jan Nymark Rose Thaysen, Kongerslev",Venstre,2740
Jes Lunde,Radikale,2642
Peter Larsen,SF,2513
"Morten Thiessen, Aalborg",Konservative,2342
"Sofie Therese Svendsen, Aalborg",Konservative,2141
Nuuradiin Hussein,Socialdemokratiet,2053
"Torben Froberg Poulsen, Nibe",Venstre,1896
Evald Lange Rise,Socialdemokratiet,1771
Mikael Simonsen,Liberal Alliance,1736
Søren Kusk,Socialdemokratiet,1711
"Anne Honoré Østergaard, Nørresundby",Venstre,1680
Peter Lindholt,Danmarksdemokraterne,1638
Rosa Sulaiman,Socialdemokratiet,1359
Tobias Bøgeskov,Socialdemokratiet,1252
"Vibeke Gamst, Aalborg",Konservative,1174
Maria Stagis,Socialdemokratiet,1060
Jane Østergaard,SF,1044
Steffen Holme Helledie,Radikale,1017
Anette Jensen,Danmarksdemokraterne,978
"Lasse Olsen, Aalborg",Enhedslisten,975
Helle Frederiksen,Socialdemokratiet,928
"Anne-Marie Bengtson, Hals",Venstre,817
Anne Mette Mortensen,Dansk Folkeparti,808
"Daniel Borup, Aalborg",Venstre,802
Mette Ekstrøm,Socialdemokratiet,797
Christina Viffert,Danmarksdemokraterne,776
"Lotte Finck, Gistrup",Konservative,776
Marianne Mulle Jensen,Radikale,732
"Maj-Britt Kjær, Vestbjerg",Venstre,639
"Mohammad Rona, Aalborg",Moderaterne,630
HP Beck,Liberal Alliance,626
Claudia Simoni,SF,609
Dennis Charles Hansen,Socialdemokratiet,598
"Laura Sol Kjær Nysom, Aalborg",Enhedslisten,592
Anne-Sofie Overgaard,SF,572
"Mathias Hasager, Aalborg",Venstre,547
"Louise Madsgaard, Nibe",Venstre,535
"Jenny Rørbæk Jensen, Aalborg Øst",Enhedslisten,502
Bjarne Jensen,Socialdemokratiet,501
Stine Brun Eliasen,Danmarksdemokraterne,477
"Dan Kristensen, Vadum",Konservative,464
"Heine Hansen, Aalborg",Venstre,458
"Susanne Flydtkjær, Aalborg",Enhedslisten,451
Trine Winther Schoubye,SF,445
"Mette Flauenskjold, Aalborg",Konservative,414
Kenneth Hammer,Liberal Alliance,403
Bruno Pallesen,Dansk Folkeparti,385
Sara Tvilling,Liberal Alliance,383
Dennis Møller Thomsen,Socialdemokratiet,353
Finn Lund Nyby,Socialdemokratiet,351
Susanne Krebs,Radikale,343
Kifaax Malin,Socialdemokratiet,313
Claus Beck,Liberal Alliance,292
"Ulrik Appel, Aalborg SV",Enhedslisten,284
Christoffer Rüsz,Socialdemokratiet,276
Henrik Viholm,Liberal Alliance,254
Benjamin Christensen,SF,244
Mads Emil Lüthje,Radikale,233
"Steen Bukdahl, Aalborg",Venstre,227
Inger Johansson,SF,227
"Anita Vivi Lilholt, Tylstrup",Venstre,220
Anne-Marie Hemmeth,Alternativet,217
"Edis Habibovic, Aalborg SØ",Enhedslisten,216
"Glenn Holland, Storvorde",Venstre,210
Magnus Rothmann,Kristendemokraterne,210
Kirsten Algren,Dansk Folkeparti,207
Susi H. Bolander,Socialdemokratiet,206
Frederik Asgeir Berg,Radikale,197
"Rikke Pedersen, Nibe",Konservative,193
Liva Høybye,Socialdemokratiet,184
"Winnie Lea Nielsen, Aalborg",Enhedslisten,182
Narcis George Matache,Socialdemokratiet,181
Hartvig Sørensen,Dansk Folkeparti,180
Frederik Blicher Pedersen,Liberal Alliance,178
"Victor A. Holmfort, Aalborg",Enhedslisten,178
"Per B. Frostholm, Hals",D,172
Thomas Birket-Smith,SF,166
Thomas Walther,Liberal Alliance,165
"Marianne Nørtoft Overbye, Ferslev",D,158
"Rasmus Trenskow, Stae",Konservative,157
"Jan Olesen, Gistrup",Venstre,138
Sune Kragelund,Radikale,134
"Aqqalooraq Henning Møller, Aalborg",Konservative,132
Jimmi Schoubo Povlsen,Socialdemokratiet,132
"Tina Bagh Kristensen, Aalborg",Venstre,129
Jens Grønager,Radikale,125
"Bente Schmidt Nielsen, Nørresundby",Enhedslisten,122
Lars Gelsing,SF,120
"Ditte Ravn Kaagaard, Volsted",Moderaterne,120
Michel Thrysøe,Liberal Alliance,118
Peter Øhrstrøm,Kristendemokraterne,117
"Erik Nicolaisen, Gug",Konservative,115
Andre Osnes,Socialdemokratiet,111
"Rosalina Svane Schmidt, Vejgaard",Enhedslisten,110
"Nanna Birkkjær, Gistrup",Venstre,105
Mikkel Larsson,Alternativet,105
Jan Pedersen,Danmarksdemokraterne,103
"Mikael Kaae Andersen, Nørresundby",Moderaterne,96
"René Flou, Aalborg",Konservative,94
Tobias Kaastrup Ørsted,SF,91
Svend Hansen,SF,85
Alexander Semga Nyugha,Socialdemokratiet,77
"Fayez Safia, Nørresundby",Moderaterne,76
"Lars Kirkegaard Nielsen, Svenstrup",D,74
"Christian Strier Jacobsen, Svenstrup",Konservative,74
"Camilla Thorvig, Aalborg",Konservative,73
Frede Hansen,Radikale,72
Jørgen Svenstrup,Dansk Folkeparti,71
"Michael Levisen Nielsen, Mou",Enhedslisten,71
Thomas Christiansen,Liberal Alliance,65
Danielle Brokholm,Socialdemokratiet,64
Rasmus Tymm,Liberal Alliance,63
Keld Kvist,Radikale,57
David Skjødsholm,Radikale,56
Bodil Hansen,SF,56
Jakob Drue Laursen,SF,54
