kandidat,parti,stemmer
Britt Jensen,Socialdemokratiet,3094
Kenneth Rasmussen,SF,697
Kim Drejer Nielsen,Konservative,610
Kim Hammer,Dansk Folkeparti,508
Necla Baran,Enhedslisten,439
Pia Hess Larsen,Socialdemokratiet,415
Anette Rachlitz,Socialdemokratiet,391
Ahmed Huseen Dhaqane,Socialdemokratiet,374
Jakob Vest Berntsen,Radikale,358
Maria Grøndahl,SF,260
Jens Damgaard Gøtzsche,Konservative,249
Martin Rosenkrantz,SF,241
Jesper Clausson,Socialdemokratiet,215
Niklas Kjærulff,Danmarksdemokraterne,210
Saime Bilen,Enhedslisten,206
Birgitte Glifberg,Socialdemokratiet,203
Jette Louise Larsen,Konservative,196
Morten Thoregaard,Konservative,184
Tina Hippe Hansen,Konservative,181
Flemming Lunde Østergaard Hansen,Socialdemokratiet,169
Peter Mikkelsen,Enhedslisten,168
Sidsel Stoustrup,Enhedslisten,143
Julie Korfitsen Weinholt,Liberal Alliance,139
Kit Svendsen,Moderaterne,134
Lene Due,Socialdemokratiet,130
Kirsten Aalling,Radikale,125
Karin Frøidt,Venstre,123
Jan Kongebro,Socialdemokratiet,120
Elias Engel-Andreasen,Socialdemokratiet,115
Kim Schwartz Andersen,Konservative,108
Frederik Lau Petersen,Moderaterne,107
Lars Bæk,SF,93
Mikkel Molin,Venstre,88
Johnnie Gregersen,Kristendemokraterne,85
Lukas Skjalm Lissner,Enhedslisten,84
Peter Lund Sørensen,Konservative,83
Muhamed Halili,Konservative,78
Injam Khokhar,Moderaterne,77
Ilias Berrhili,Enhedslisten,74
Janne Molin,Venstre,74
Per Brun,Dansk Folkeparti,68
Frederik Strandberg-Nilsson,SF,67
Emma Cornelia Bjørling-Poulsen,SF,66
Terkel Kragh Leth,Socialdemokratiet,62
Michael Boll Jensen,Konservative,58
Vibeke Kold,Enhedslisten,57
Karina Kjærulff Sørensen,Socialdemokratiet,47
Karen Cornelia Bjørling-Poulsen,SF,44
Torben Holmberg,Dansk Folkeparti,43
Jens Erik Mejlsbye,Konservative,41
Karen Paldrup,SF,41
Ingrid Lang Pedersen,Kristendemokraterne,41
Lone Henriksen,SF,34
Marianne Christensen,Enhedslisten,32
Bent Borgfjord,Dansk Folkeparti,30
Hermod Ringgaard-Christensen,Socialdemokratiet,28
Benjamin Fick,Moderaterne,23
Mikkel Lau Petersen,Liberal Alliance,22
Lars Glade,Liberal Alliance,22
Kenneth Finsen,Konservative,22
Torben Petersen,SF,22
Kim Neve,Socialdemokratiet,21
Iben Rude,Konservative,20
Helle Schütt Larsen,Kristendemokraterne,19
Signe Bergmann,SF,19
Peder Toftgård,Venstre,17
M. Simoni,L,15
Søren Østergaard,SF,12
Henrik Weinholt,Liberal Alliance,9
Birgitte Wesch,Venstre,6
Per Bergmann,SF,4
Ken Remontius,Liberal Alliance,2
