kandidat,parti,stemmer
Karoline Kastrup Jensen,SF,55
Lucas Goldmann,Dansk Folkeparti,49
Casper Marienlund,SF,48
Kim Sommer,Dansk Folkeparti,46
Jonna Refstrup,Konservative,46
Helena Feldborg Andersen,Konservative,44
Marek Bang Poulsen,Radikale,43
Flemming Jahns,Moderaterne,43
Anders Frandsen,Venstre,42
William Heide,Socialdemokratiet,41
Anette Millennium,Liberal Alliance,40
Marianne Ostendorf,SF,40
Michael Filtenborg,Moderaterne,38
Sven Riggelsen,L,38
Hanna-Maria Lyng,Kristendemokraterne,37
Theis Gaarsmand,Radikale,36
Godette M. S. Walmod,Enhedslisten,34
Linett Valentina Sommer,Dansk Folkeparti,32
Søren Friborg,SF,31
Dorthe Topp Larsen,Konservative,31
John Wozny,Konservative,30
Anne Kruse Brødsgaard,Radikale,30
Joachim Bentzen,SF,29
Bjarne Finn Jensen Christensen,Radikale,28
Gert Broxgaard,E,28
Søren Mølgård,Konservative,27
Mads Ejvind Straarup,Enhedslisten,24
Bodil Helbo,Alternativet,24
Dennis Soleymani,Moderaterne,22
Kasper-Peder Von Bach,Moderaterne,21
Sarah Sørensen,Venstre,21
Kim Slott,E,21
Simon Lavdal,Kristendemokraterne,18
Karsten Wiborg,L,18
Bente Lauridsen,SF,15
Anders Friis Knudsen,Kristendemokraterne,15
Jonas M. Hoeck,Konservative,14
Selina Harris,Venstre,12
Mads Rasmussen,SF,12
Ann Urban,L,11
Nikolai Larsen,Konservative,8
Helge Olesen,Liberal Alliance,6
Carsten Gjørtsvang,L,4
Thomas Kristoffersen,Venstre,2
