kandidat,parti,stemmer
Peder Tind,Venstre,2127
Cecilie Roed Schultz,Enhedslisten,1511
Susanne Eilersen,Dansk Folkeparti,1259
Christian Bro,Socialdemokratiet,1246
Malene Søgaard-Andersen,SF,1110
Pernelle Jensen,Venstre,579
Christian Jørgensen,Liberal Alliance,573
Tommy Rachlitz Nielsen,Konservative,479
Karsten Byrgesen,J,478
Kirsten Hassing Nielsen,Konservative,377
Sune Nørgaard Jakobsen,Dansk Folkeparti,364
John Nyborg,Socialdemokratiet,358
Turan Savas,Socialdemokratiet,358
Vibe Dyhrberg,Socialdemokratiet,358
Dan Ravn Larsen,Socialdemokratiet,337
David Gulløv,Socialdemokratiet,327
Niels Martin Vind,Venstre,315
Louis Lindholm,Venstre,297
Anette Hyre-Jensen,Socialdemokratiet,293
Ole Steen Hansen,Socialdemokratiet,282
Palle Dahl,Danmarksdemokraterne,280
Martin Ramsdal,Socialdemokratiet,239
Søren Andersen,Konservative,236
Kenny Bruun Olsen,Venstre,234
Kirsten Vad Knudsen,Radikale,224
Nanna Nørholm,Radikale,207
Lasse Hildingberg,Venstre,201
Allan Pertti Frandsen,Socialdemokratiet,201
Martin Ditlevsen,Venstre,199
Tanja Møllebæk Knudsen,Venstre,198
Jan Riisager,Venstre,193
Hans-Jørgen Jagd,Moderaterne,172
Ulla Egeskov,Konservative,168
Martin Langemose,Socialdemokratiet,168
Bettina Niebuhr Jeppesen,Socialdemokratiet,163
Jan Filbært,SF,159
Thorbjørn Vang Søndergaard,Konservative,152
Helene Lykke,Liberal Alliance,151
Mette Marie de Place,Dansk Folkeparti,123
Lasse Holmqvist,Dansk Folkeparti,121
Lene Skovmark Elsborg,Socialdemokratiet,120
Lotte Hansen,Liberal Alliance,119
Ole Olsen,SF,116
Naja Frederiksen,Enhedslisten,113
Berit Schilling,Socialdemokratiet,109
John Rasmussen,Liberal Alliance,105
Dorthe Fallesen Frimann,Socialdemokratiet,104
Emil Fredslund Rasmussen,Danmarksdemokraterne,104
Lene Vestergaard Elsborg,Danmarksdemokraterne,99
Søren Schou,Venstre,94
Poul Rand,Liberal Alliance,89
Christina Koch Petersen,J,88
Børge Larsen,Dansk Folkeparti,86
Jan Schoubo,Venstre,83
Dennis Nielsen,Socialdemokratiet,82
Astrid Fogh,Alternativet,78
Jette Kingod,Venstre,78
Poul Sørensen,Konservative,77
Lars Olesen,SF,77
Lea Nydahl Lyberth,SF,76
Jens Langer Schou,Konservative,73
Andreas Bjerring Tobiassen,Enhedslisten,72
Nicolas Christiansen,Dansk Folkeparti,72
Benjamin Jensen,Venstre,71
Kasper Damkjær,Konservative,65
Charlotte Møller-Madsen,J,54
Marcus Poulsen,P,53
Niklas Andersen,Venstre,52
Nangi Azizullah,Enhedslisten,52
Birgitte Raben Sørensen,Moderaterne,51
Bent Troelsen,Venstre,49
Sara Houssain Salame,Konservative,47
Bente Tarp Rasmussen,Danmarksdemokraterne,47
Morten Nielsen,Danmarksdemokraterne,46
Claus Olesen,Konservative,45
Carsten O. Jørgensen,Enhedslisten,45
Kirsten Høj Nielsen,Socialdemokratiet,44
Ronald Kongstad,Danmarksdemokraterne,42
Henriette Camilla Jensen,Konservative,41
Søren Porse,Venstre,38
Ulrik Soll,Liberal Alliance,35
Thor Krægpøth,Enhedslisten,32
Kim Arthur,Alternativet,32
Renette Daneland,SF,32
Anja Mc Gregor Danton,Dansk Folkeparti,30
Annette Bach Laursen,Venstre,29
Preben Hoffmann Rosenberg,G,28
Birgitte Moos Laursen,SF,28
Mikael Arendt Laursen,Konservative,28
Per A. Moos Laursen,SF,27
Jan Rousseau Kelgren,SF,24
Erik Nielsen,Venstre,21
Rasmus Hald,Konservative,19
Henning Hartmeyer,Enhedslisten,17
Carsten Dyrby Høj,Socialdemokratiet,12
Marc Hast Knudsen,Enhedslisten,11
Leif Lehmann Carlsen,Konservative,10
Claes Andersen,Enhedslisten,10
Lars Møller,Moderaterne,9
Helene Østergaard,Venstre,5
