kandidat,parti,stemmer
Rune Lyager,L,1274
Ib Lauritsen,Venstre,1138
Kasper Pauli Pedersen,Socialdemokratiet,788
Simon Vanggaard,Dansk Folkeparti,700
Henrik Overgaard,Konservative,670
Andreas Würtz,Venstre,628
Thomas Østergaard,Venstre,622
Mustafa Arslan,Socialdemokratiet,608
Søs Philipsen,Socialdemokratiet,586
Mikael Würtz,Dansk Folkeparti,552
H. C. Jørgensen,Socialdemokratiet,490
Palle Høj,Venstre,483
Inge Dinis,Socialdemokratiet,481
Søren Christiansen,Venstre,472
Emma Thorup Jacobsen,SF,467
Annette Mosegaard,Konservative,449
Henrik Engedahl,Venstre,448
Kirsten Hoffmann,Socialdemokratiet,402
Katri Berg,Venstre,391
Annette Øgaard,Konservative,335
Kirsten York Helms,Konservative,331
Martin Arvad,Danmarksdemokraterne,321
Henrik Christiansen,Liberal Alliance,317
Bo Sand Kristensen,Danmarksdemokraterne,301
Laila Leerholm,Venstre,298
Rasmus Hebsgaard,Konservative,288
Tina Ostersen,Dansk Folkeparti,286
Thomas Kristensen,Venstre,272
Gert Bækgaard,Venstre,269
Lotte Stoltenborg,L,269
Lars Lyhne,Venstre,238
Finn Brostrup,Dansk Folkeparti,238
Erik Ellehammer,Venstre,234
Peder Fenger,Danmarksdemokraterne,226
Hanne Bang Pedersen,Konservative,190
Morten Colbert,L,183
Nikolaj Hviid,L,172
Kim Schjermer,Venstre,151
Bjarke Kristensen,L,149
Johnny Hessellund,Venstre,127
Bruno Ostenfeldt,L,121
Tina Sørensen,Konservative,99
Hans Peter Rousing,Dansk Folkeparti,92
Lene Stumph Nielsen,Socialdemokratiet,89
Claus Sørensen,Danmarksdemokraterne,88
Jacob Rosen Madsen,Socialdemokratiet,82
Marianne Oksbjerre,Venstre,79
Claus Guldberg-Møller,Danmarksdemokraterne,78
Anne-Marie Breum Berg,Dansk Folkeparti,74
Gitte Albertsen,Danmarksdemokraterne,73
Lars Hansen,Liberal Alliance,68
Tommy Vestergaard,Dansk Folkeparti,66
Karina Gudmann Nielsen,SF,66
Simon Arnt Kokkenborg,Konservative,61
Jonas P. S. Jørgensen,L,55
Klaus Vanggaard,Dansk Folkeparti,48
Tina Jensen,Liberal Alliance,47
Carsten Dalgaard,Konservative,47
Inger Lise Byrgesen,Dansk Folkeparti,40
Stig Villadsen,Liberal Alliance,38
Oleksandr Rybachok,Venstre,36
Casper Edemann-Nielsen,Liberal Alliance,32
Mie Sylvestersen-Platz,Konservative,29
Connie Marie Grundt Thomsen,Dansk Folkeparti,25
Otto de Bruijn,L,14
Dan Albrechtsen,Dansk Folkeparti,11
