kandidat,parti,stemmer
"Christina Krzyrosiak Hansen, Butterup",Socialdemokratiet,306
Lars-Emil Woetmann,Alternativet,56
"Claus O. Jørgensen, Orø",SF,47
Søren Stavnskær,Danmarksdemokraterne,13
"Rasmus Brandstrup Larsen, Holbæk",Venstre,11
"Helle Ingemann Petersen, Holbæk",Dansk Folkeparti,9
"Liv Lærke Nissen, Holbæk",Enhedslisten,8
Stampe Duus,Konservative,7
Anna Spindler,Danmarksdemokraterne,7
"Esther Michelsen Kjeldahl, Vipperød",Enhedslisten,7
"Jesper Hartøft, Holbæk",SF,7
"Asger Gotved, Holbæk",Radikale,7
"Charlotte Nielsen, Holbæk",Socialdemokratiet,6
"Karina Lyneborg, Tølløse",Socialdemokratiet,5
Jacob van Dijk,Liberal Alliance,5
"Henrik Bianchy Jensen, Orø",N,5
"Betina Fabricius Olsen, Svinninge",Dansk Folkeparti,4
"Lars Jalking, Holbæk",Enhedslisten,4
Bent Delfs,Konservative,3
Per Birkedal,Moderaterne,3
"Christina Hvass Hansen, Regstrup",Socialdemokratiet,3
"Jens Kristiansen, Tuse",Socialdemokratiet,2
Ane-Jette Jacobsen,Konservative,2
"Bente Røttig, Tjebberup",SF,2
"Lykke Palm, Skamstrup",SF,2
Christian Andersen Brejner,Danmarksdemokraterne,2
"Christian Ahlefeldt-Laurvig, Vipperød",Venstre,2
"Morten Holme, Søndersted",SF,2
"Melina Amalie Pedersen, Holbæk",Socialdemokratiet,2
"Marthine Dahl, Jyderup",Radikale,2
"John Harpøth, St. Merløse",N,2
"Morten Stig Pedersen, Vipperød",Enhedslisten,2
"Svenn Thunø, Holbæk",Socialdemokratiet,1
"Ditte Krøyer, Knabstrup",Enhedslisten,1
"Susanne Utoft, Svinninge",Socialdemokratiet,1
Brian Perri,Moderaterne,1
"Steen Klink, Jyderup",Socialdemokratiet,1
"Henrik Mosbæk, Holbæk",Socialdemokratiet,1
"Kim Malmberg Hansen, Holbæk",Venstre,1
Frederik Grünfeld,Liberal Alliance,1
"Casper Olsen, Svinninge",Dansk Folkeparti,1
"Kaspar  Kjærgaard, Knabstrup",Venstre,1
"Anders Olesen, Vipperød",Socialdemokratiet,1
"Lasse Bertelsen, Mørkøv",Enhedslisten,1
"Lars Thaarbøl, Holbæk",Socialdemokratiet,1
"Tais Storm Andersen, Holbæk",Enhedslisten,1
John Thor Pedersen,Danmarksdemokraterne,1
"Morten  Løvschall, Holbæk",Venstre,1
"Emrah Tuncer, Holbæk",Radikale,1
Morten Ulrich,Konservative,1
