kandidat,parti,stemmer
Kasper Damsgaard,Socialdemokratiet,1114
Piet Papageorge Timmermann,Venstre,518
Sussie Brandt,SF,171
Thomas Eggert Sørensen,U,140
Flemming Ørhem,Dansk Folkeparti,123
Camilla Christensen,Socialdemokratiet,117
Dan Kornbek Christiansen,Konservative,107
Waqar Ahmed,Socialdemokratiet,100
Lars Thomsen,U,92
Louise Lauge Thorsen,Socialdemokratiet,85
Gert Jensen,Venstre,84
Casper Larsen,Liberal Alliance,81
Selim Baran,Enhedslisten,72
Emilie Borch Sloth,Radikale,70
Helle Bager Nielsen,Socialdemokratiet,67
Musa Usman Javaid,U,65
Sabine Lind,U,63
Henrik Lund,SF,62
Richard Engelholm,Venstre,62
Tina Lindskov Larsen,SF,59
Vicky Schumann,Konservative,56
Gül Øzcan,Enhedslisten,52
Lisa Ward,Socialdemokratiet,45
Ulrik Nielsen,Moderaterne,44
Maja Lüchau,Venstre,43
Allan Brink Christensen,Socialdemokratiet,42
Serdar Temizsoy,Socialdemokratiet,41
Morten Bybjerg Nygaard,Socialdemokratiet,37
Lucca Allen,Radikale,36
Søren Enemark,Socialdemokratiet,35
Pia Hagbarth Dahlin,Dansk Folkeparti,33
Martin Aastradsen Rosenkrantz,Konservative,32
Louise Gellert,Socialdemokratiet,32
Helle Jørgensen,Danmarksdemokraterne,30
Marlene Frandsen,Liberal Alliance,29
Signe Koustrup,Enhedslisten,27
Peter Ebbestrup Lassen,Konservative,26
Ann Oxfeldt,Liberal Alliance,26
Annette Normind Thomsen,Socialdemokratiet,25
Lise Sustmann Allen,Radikale,25
Ann Spetzler,Danmarksdemokraterne,23
Zaklina Delalic,Socialdemokratiet,22
Steffen Schlægelberger,Konservative,21
Morten Levinsky Thorsboe,SF,21
Annette Thorsen,Dansk Folkeparti,21
Sofia Sørensen,Socialdemokratiet,20
Mette Vennerstrøm,SF,20
Daniel Holm Hansen,Venstre,20
Lars Bennike,Konservative,20
Torben Martinsen,Venstre,19
Kirstina Tranberg,Enhedslisten,19
Brian Talarek,Konservative,19
Steven de Oliveira Schumann,Socialdemokratiet,18
Nicki Brunk Lund,Liberal Alliance,18
Mogens Mathiesen,SF,17
Pernille Kahr,SF,16
Juliette Forneris,Radikale,16
Morten Munksø Rolle,Konservative,14
Thomas Skov Andersen,Radikale,14
Imad Daher,U,14
Mette Hagen,U,12
Nana Løcke Buttenschøn,Alternativet,12
Don Winther,U,11
Katrine Kjelstrup Henningsen,U,11
Regitze Aastradsen Rosenkrantz,Konservative,11
Maria Desdorf Nissen,Liberal Alliance,11
Jørgen Boelskov,Radikale,11
Peder Kähler,Socialdemokratiet,10
Abaz Sabani,U,9
Freddy Østbygaard,Socialdemokratiet,9
Nicolai Otto Mønsted Hermansen,U,9
Torsten Koster,Liberal Alliance,9
Casper Gaard,Konservative,9
Jan Otzen,Venstre,8
Max Minor,Moderaterne,8
Lone Smith Opstrup,SF,8
Jens Erik Larsen,SF,8
Pia Bach,Radikale,8
Kim Henriksen,Dansk Folkeparti,8
Henning Christensen,Danmarksdemokraterne,7
Nikolaj Larsen,U,6
Poul Hermann,Konservative,6
Allan Larsen,Socialdemokratiet,6
Tonny Madsen,D,5
Birgit Boelskov,Radikale,5
Ditte Sieling Emanuel,U,5
Tanja Holm Frederiksen,U,5
Louise Elisabeth Jensen,Konservative,5
Mads Bistrup Hestbæk,Konservative,5
David Rasmussen,Danmarksdemokraterne,4
Ole Møller Andreasen,Venstre,4
Karina Kopenhagen,U,4
Jeppe Laustrup,SF,4
Per Greisen,Radikale,3
Pia Geldam,Dansk Folkeparti,3
Mette Holm,Konservative,3
Mette Anbro Søndergaard,Konservative,3
Bent Filstrup,Radikale,3
Lise-Lotte Dahlgaard Mortensen,U,2
Jane Junggren,U,2
René Koopmann,Dansk Folkeparti,2
Melanie Egtorp,Konservative,1
Eva Nørgaard Wojtala,Venstre,1
Bo Frederiksen,U,0
